"train/global_step","[paper]GRPO_online - _step","[paper]GRPO_online - _step__MIN","[paper]GRPO_online - _step__MAX","[paper]GRPO_online - train/grad_norm","[paper]GRPO_online - train/grad_norm__MIN","[paper]GRPO_online - train/grad_norm__MAX","[paper]GEPO_online - _step","[paper]GEPO_online - _step__MIN","[paper]GEPO_online - _step__MAX","[paper]GEPO_online - train/grad_norm","[paper]GEPO_online - train/grad_norm__MIN","[paper]GEPO_online - train/grad_norm__MAX","[paper]GSPO_online - _step","[paper]GSPO_online - _step__MIN","[paper]GSPO_online - _step__MAX","[paper]GSPO_online - train/grad_norm","[paper]GSPO_online - train/grad_norm__MIN","[paper]GSPO_online - train/grad_norm__MAX"
"22","788","788","788","0.1174643337726593","0.1174643337726593","0.1174643337726593","788","788","788","0.1367374062538147","0.1367374062538147","0.1367374062538147","788","788","788","0.1278141289949417","0.1278141289949417","0.1278141289949417"
"23","817","817","817","0.09110696613788605","0.09110696613788605","0.09110696613788605","817","817","817","0.09775564074516296","0.09775564074516296","0.09775564074516296","817","817","817","0.08883710205554962","0.08883710205554962","0.08883710205554962"
"24","846","846","846","0.11581125110387802","0.11581125110387802","0.11581125110387802","846","846","846","0.11415595561265945","0.11415595561265945","0.11415595561265945","846","846","846","0.13119852542877197","0.13119852542877197","0.13119852542877197"
"25","875","875","875","0.10190106183290482","0.10190106183290482","0.10190106183290482","875","875","875","0.12404505908489227","0.12404505908489227","0.12404505908489227","875","875","875","0.09753609448671341","0.09753609448671341","0.09753609448671341"
"26","904","904","904","0.09566772729158401","0.09566772729158401","0.09566772729158401","904","904","904","0.10222110897302628","0.10222110897302628","0.10222110897302628","904","904","904","0.09818471968173981","0.09818471968173981","0.09818471968173981"
"27","933","933","933","0.10342667251825333","0.10342667251825333","0.10342667251825333","933","933","933","0.11269236356019974","0.11269236356019974","0.11269236356019974","933","933","933","0.11768636852502823","0.11768636852502823","0.11768636852502823"
"28","962","962","962","0.12175392359495163","0.12175392359495163","0.12175392359495163","962","962","962","0.12113051116466522","0.12113051116466522","0.12113051116466522","962","962","962","0.109718918800354","0.109718918800354","0.109718918800354"
"29","991","991","991","0.11917424947023392","0.11917424947023392","0.11917424947023392","991","991","991","0.11242522299289703","0.11242522299289703","0.11242522299289703","991","991","991","0.10821641236543655","0.10821641236543655","0.10821641236543655"
"30","1020","1020","1020","0.10048869252204895","0.10048869252204895","0.10048869252204895","1020","1020","1020","0.10598964989185333","0.10598964989185333","0.10598964989185333","1020","1020","1020","0.1054377555847168","0.1054377555847168","0.1054377555847168"
"31","1049","1049","1049","0.10928274691104889","0.10928274691104889","0.10928274691104889","1049","1049","1049","0.12627941370010376","0.12627941370010376","0.12627941370010376","1049","1049","1049","0.12080059200525284","0.12080059200525284","0.12080059200525284"
"32","1078","1078","1078","0.10869374871253967","0.10869374871253967","0.10869374871253967","1078","1078","1078","0.09571658074855804","0.09571658074855804","0.09571658074855804","1078","1078","1078","0.11401855200529099","0.11401855200529099","0.11401855200529099"
"33","1258","1258","1258","0.13630303740501404","0.13630303740501404","0.13630303740501404","1258","1258","1258","0.12737827003002167","0.12737827003002167","0.12737827003002167","1258","1258","1258","0.12670284509658813","0.12670284509658813","0.12670284509658813"
"34","1287","1287","1287","0.09983078390359879","0.09983078390359879","0.09983078390359879","1287","1287","1287","0.07574338465929031","0.07574338465929031","0.07574338465929031","1287","1287","1287","0.11054150015115738","0.11054150015115738","0.11054150015115738"
"35","1316","1316","1316","0.1207023411989212","0.1207023411989212","0.1207023411989212","1316","1316","1316","0.08851727843284607","0.08851727843284607","0.08851727843284607","1316","1316","1316","0.11201632767915726","0.11201632767915726","0.11201632767915726"
"36","1345","1345","1345","0.12465917319059372","0.12465917319059372","0.12465917319059372","1345","1345","1345","0.12263420224189758","0.12263420224189758","0.12263420224189758","1345","1345","1345","0.12679637968540192","0.12679637968540192","0.12679637968540192"
"37","1374","1374","1374","0.10844501852989197","0.10844501852989197","0.10844501852989197","1374","1374","1374","0.0924251526594162","0.0924251526594162","0.0924251526594162","1374","1374","1374","0.10092676430940628","0.10092676430940628","0.10092676430940628"
"38","1403","1403","1403","0.12680329382419586","0.12680329382419586","0.12680329382419586","1403","1403","1403","0.11563283205032349","0.11563283205032349","0.11563283205032349","1403","1403","1403","0.14195160567760468","0.14195160567760468","0.14195160567760468"
"39","1432","1432","1432","0.09112172573804855","0.09112172573804855","0.09112172573804855","1432","1432","1432","0.0988834798336029","0.0988834798336029","0.0988834798336029","1432","1432","1432","0.11143775284290314","0.11143775284290314","0.11143775284290314"
"40","1461","1461","1461","0.12773118913173676","0.12773118913173676","0.12773118913173676","1461","1461","1461","0.12745240330696106","0.12745240330696106","0.12745240330696106","1461","1461","1461","0.11785434186458588","0.11785434186458588","0.11785434186458588"
"41","1490","1490","1490","0.12073607742786407","0.12073607742786407","0.12073607742786407","1490","1490","1490","0.13636437058448792","0.13636437058448792","0.13636437058448792","1490","1490","1490","0.15330803394317627","0.15330803394317627","0.15330803394317627"
"42","1519","1519","1519","0.11157234013080597","0.11157234013080597","0.11157234013080597","1519","1519","1519","0.10278642177581787","0.10278642177581787","0.10278642177581787","1519","1519","1519","0.12642818689346313","0.12642818689346313","0.12642818689346313"
"43","1548","1548","1548","0.1312781721353531","0.1312781721353531","0.1312781721353531","1548","1548","1548","0.12557654082775116","0.12557654082775116","0.12557654082775116","1548","1548","1548","0.12227087467908859","0.12227087467908859","0.12227087467908859"
"44","1577","1577","1577","0.11940355598926544","0.11940355598926544","0.11940355598926544","1577","1577","1577","0.12683764100074768","0.12683764100074768","0.12683764100074768","1577","1577","1577","0.14365844428539276","0.14365844428539276","0.14365844428539276"
"45","1606","1606","1606","0.08052681386470795","0.08052681386470795","0.08052681386470795","1606","1606","1606","0.10314691811800003","0.10314691811800003","0.10314691811800003","1606","1606","1606","0.10689011216163635","0.10689011216163635","0.10689011216163635"
"46","1635","1635","1635","0.12094362080097198","0.12094362080097198","0.12094362080097198","1635","1635","1635","0.11601418256759644","0.11601418256759644","0.11601418256759644","1635","1635","1635","0.10820214450359344","0.10820214450359344","0.10820214450359344"
"47","1664","1664","1664","0.08922771364450455","0.08922771364450455","0.08922771364450455","1664","1664","1664","0.08083246648311615","0.08083246648311615","0.08083246648311615","1664","1664","1664","0.056376922875642776","0.056376922875642776","0.056376922875642776"
"48","1693","1693","1693","0.10832057893276215","0.10832057893276215","0.10832057893276215","1693","1693","1693","0.10582414269447327","0.10582414269447327","0.10582414269447327","1693","1693","1693","0.11391549557447433","0.11391549557447433","0.11391549557447433"
"49","1722","1722","1722","0.1328129917383194","0.1328129917383194","0.1328129917383194","1722","1722","1722","0.110710509121418","0.110710509121418","0.110710509121418","1722","1722","1722","0.13073384761810303","0.13073384761810303","0.13073384761810303"
"50","1751","1751","1751","0.10955553501844406","0.10955553501844406","0.10955553501844406","1751","1751","1751","0.10199185460805893","0.10199185460805893","0.10199185460805893","1751","1751","1751","0.10736515372991562","0.10736515372991562","0.10736515372991562"
"51","1780","1780","1780","0.10230854153633118","0.10230854153633118","0.10230854153633118","1780","1780","1780","0.05348876863718033","0.05348876863718033","0.05348876863718033","1780","1780","1780","0.09491965919733047","0.09491965919733047","0.09491965919733047"
"52","1809","1809","1809","0.11887387931346893","0.11887387931346893","0.11887387931346893","1809","1809","1809","0.10078797489404678","0.10078797489404678","0.10078797489404678","1809","1809","1809","0.11285284906625748","0.11285284906625748","0.11285284906625748"
"53","1838","1838","1838","0.11272450536489487","0.11272450536489487","0.11272450536489487","1838","1838","1838","0.11414020508527756","0.11414020508527756","0.11414020508527756","1838","1838","1838","0.08921900391578674","0.08921900391578674","0.08921900391578674"
"54","1867","1867","1867","0.08989987522363663","0.08989987522363663","0.08989987522363663","1867","1867","1867","0.10638921707868576","0.10638921707868576","0.10638921707868576","1867","1867","1867","0.0922299325466156","0.0922299325466156","0.0922299325466156"
"55","1896","1896","1896","0.11781761795282364","0.11781761795282364","0.11781761795282364","1896","1896","1896","0.12810605764389038","0.12810605764389038","0.12810605764389038","1896","1896","1896","0.14693637192249298","0.14693637192249298","0.14693637192249298"
"56","1925","1925","1925","0.10173128545284271","0.10173128545284271","0.10173128545284271","1925","1925","1925","0.10153511166572571","0.10153511166572571","0.10153511166572571","1925","1925","1925","0.09628147631883621","0.09628147631883621","0.09628147631883621"
"57","1954","1954","1954","0.08431890606880188","0.08431890606880188","0.08431890606880188","1954","1954","1954","0.10798007994890213","0.10798007994890213","0.10798007994890213","1954","1954","1954","0.11088734120130539","0.11088734120130539","0.11088734120130539"
"58","1983","1983","1983","0.13089701533317566","0.13089701533317566","0.13089701533317566","1983","1983","1983","0.11766775697469711","0.11766775697469711","0.11766775697469711","1983","1983","1983","0.11995729058980942","0.11995729058980942","0.11995729058980942"
"59","2012","2012","2012","0.13724257051944733","0.13724257051944733","0.13724257051944733","2012","2012","2012","0.12242063134908676","0.12242063134908676","0.12242063134908676","2012","2012","2012","0.11321968585252762","0.11321968585252762","0.11321968585252762"
"60","2041","2041","2041","0.11433812975883484","0.11433812975883484","0.11433812975883484","2041","2041","2041","0.12787407636642456","0.12787407636642456","0.12787407636642456","2041","2041","2041","0.12639909982681274","0.12639909982681274","0.12639909982681274"
"61","2070","2070","2070","0.13890208303928375","0.13890208303928375","0.13890208303928375","2070","2070","2070","0.146355539560318","0.146355539560318","0.146355539560318","2070","2070","2070","0.12628979980945587","0.12628979980945587","0.12628979980945587"
"62","2099","2099","2099","0.10718590021133423","0.10718590021133423","0.10718590021133423","2099","2099","2099","0.0983339250087738","0.0983339250087738","0.0983339250087738","2099","2099","2099","0.09629411995410919","0.09629411995410919","0.09629411995410919"
"63","2128","2128","2128","0.13295453786849976","0.13295453786849976","0.13295453786849976","2128","2128","2128","0.10119692236185074","0.10119692236185074","0.10119692236185074","2128","2128","2128","0.09425411373376846","0.09425411373376846","0.09425411373376846"
"64","2157","2157","2157","0.1191469356417656","0.1191469356417656","0.1191469356417656","2157","2157","2157","0.11460036039352417","0.11460036039352417","0.11460036039352417","2157","2157","2157","0.11966127157211304","0.11966127157211304","0.11966127157211304"
"65","2337","2337","2337","0.13415782153606415","0.13415782153606415","0.13415782153606415","2337","2337","2337","0.09920348972082138","0.09920348972082138","0.09920348972082138","2337","2337","2337","0.11305440962314606","0.11305440962314606","0.11305440962314606"
"66","2366","2366","2366","0.13422149419784546","0.13422149419784546","0.13422149419784546","2366","2366","2366","0.1333618462085724","0.1333618462085724","0.1333618462085724","2366","2366","2366","0.10256247222423553","0.10256247222423553","0.10256247222423553"
"67","2395","2395","2395","0.16957953572273254","0.16957953572273254","0.16957953572273254","2395","2395","2395","0.11354704946279526","0.11354704946279526","0.11354704946279526","2395","2395","2395","0.15306666493415833","0.15306666493415833","0.15306666493415833"
"68","2424","2424","2424","0.12197612226009369","0.12197612226009369","0.12197612226009369","2424","2424","2424","0.12458106875419617","0.12458106875419617","0.12458106875419617","2424","2424","2424","0.12364692240953445","0.12364692240953445","0.12364692240953445"
"69","2453","2453","2453","0.0869874432682991","0.0869874432682991","0.0869874432682991","2453","2453","2453","0.1084468737244606","0.1084468737244606","0.1084468737244606","2453","2453","2453","0.09026283770799637","0.09026283770799637","0.09026283770799637"
"70","2482","2482","2482","0.1366916298866272","0.1366916298866272","0.1366916298866272","2482","2482","2482","0.14237776398658752","0.14237776398658752","0.14237776398658752","2482","2482","2482","0.1476198434829712","0.1476198434829712","0.1476198434829712"
"71","2511","2511","2511","0.12161995470523834","0.12161995470523834","0.12161995470523834","2511","2511","2511","0.127394899725914","0.127394899725914","0.127394899725914","2511","2511","2511","0.10827989131212234","0.10827989131212234","0.10827989131212234"
"72","2540","2540","2540","0.08988623321056366","0.08988623321056366","0.08988623321056366","2540","2540","2540","0.12030283361673355","0.12030283361673355","0.12030283361673355","2540","2540","2540","0.11164316534996033","0.11164316534996033","0.11164316534996033"
"73","2569","2569","2569","0.11440921574831009","0.11440921574831009","0.11440921574831009","2569","2569","2569","0.10662836581468582","0.10662836581468582","0.10662836581468582","2569","2569","2569","0.12926754355430603","0.12926754355430603","0.12926754355430603"
"74","2598","2598","2598","0.10856743156909943","0.10856743156909943","0.10856743156909943","2598","2598","2598","0.10804535448551178","0.10804535448551178","0.10804535448551178","2598","2598","2598","0.10547371953725815","0.10547371953725815","0.10547371953725815"
"75","2627","2627","2627","0.06146872788667679","0.06146872788667679","0.06146872788667679","2627","2627","2627","0.059125278145074844","0.059125278145074844","0.059125278145074844","2627","2627","2627","0.06383758783340454","0.06383758783340454","0.06383758783340454"
"76","2656","2656","2656","0.12866686284542084","0.12866686284542084","0.12866686284542084","2656","2656","2656","0.09034448117017746","0.09034448117017746","0.09034448117017746","2656","2656","2656","0.0947796106338501","0.0947796106338501","0.0947796106338501"
"77","2685","2685","2685","0.14189952611923218","0.14189952611923218","0.14189952611923218","2685","2685","2685","0.12063246965408325","0.12063246965408325","0.12063246965408325","2685","2685","2685","0.14604704082012177","0.14604704082012177","0.14604704082012177"
"78","2714","2714","2714","0.1222250908613205","0.1222250908613205","0.1222250908613205","2714","2714","2714","0.11413012444972992","0.11413012444972992","0.11413012444972992","2714","2714","2714","0.1329536736011505","0.1329536736011505","0.1329536736011505"
"79","2743","2743","2743","0.10529202967882156","0.10529202967882156","0.10529202967882156","2743","2743","2743","0.10881885886192322","0.10881885886192322","0.10881885886192322","2743","2743","2743","0.10843240469694138","0.10843240469694138","0.10843240469694138"
"80","2772","2772","2772","0.11709258705377579","0.11709258705377579","0.11709258705377579","2772","2772","2772","0.126299187541008","0.126299187541008","0.126299187541008","2772","2772","2772","0.12350541353225708","0.12350541353225708","0.12350541353225708"
"81","2801","2801","2801","0.10636001080274582","0.10636001080274582","0.10636001080274582","2801","2801","2801","0.10451343655586243","0.10451343655586243","0.10451343655586243","2801","2801","2801","0.10126018524169922","0.10126018524169922","0.10126018524169922"
"82","2830","2830","2830","0.09485796838998795","0.09485796838998795","0.09485796838998795","2830","2830","2830","0.09755649417638779","0.09755649417638779","0.09755649417638779","2830","2830","2830","0.11279905587434769","0.11279905587434769","0.11279905587434769"
"83","2859","2859","2859","0.1351347714662552","0.1351347714662552","0.1351347714662552","2859","2859","2859","0.13750891387462616","0.13750891387462616","0.13750891387462616","2859","2859","2859","0.16948547959327698","0.16948547959327698","0.16948547959327698"
"84","2888","2888","2888","0.09218698740005493","0.09218698740005493","0.09218698740005493","2888","2888","2888","0.091044120490551","0.091044120490551","0.091044120490551","2888","2888","2888","0.10643892735242844","0.10643892735242844","0.10643892735242844"
"85","2917","2917","2917","0.09510651975870132","0.09510651975870132","0.09510651975870132","2917","2917","2917","0.10305327922105789","0.10305327922105789","0.10305327922105789","2917","2917","2917","0.10069263726472855","0.10069263726472855","0.10069263726472855"
"86","2946","2946","2946","0.107618547976017","0.107618547976017","0.107618547976017","2946","2946","2946","0.1310138702392578","0.1310138702392578","0.1310138702392578","2946","2946","2946","0.10748247802257538","0.10748247802257538","0.10748247802257538"
"87","2975","2975","2975","0.14969949424266815","0.14969949424266815","0.14969949424266815","2975","2975","2975","0.13023212552070618","0.13023212552070618","0.13023212552070618","2975","2975","2975","0.15301145613193512","0.15301145613193512","0.15301145613193512"
"88","3004","3004","3004","0.09607435017824173","0.09607435017824173","0.09607435017824173","3004","3004","3004","0.09421370923519135","0.09421370923519135","0.09421370923519135","3004","3004","3004","0.11094335466623306","0.11094335466623306","0.11094335466623306"
"89","3033","3033","3033","0.14636936783790588","0.14636936783790588","0.14636936783790588","3033","3033","3033","0.130218043923378","0.130218043923378","0.130218043923378","3033","3033","3033","0.1418892741203308","0.1418892741203308","0.1418892741203308"
"90","3062","3062","3062","0.1145961731672287","0.1145961731672287","0.1145961731672287","3062","3062","3062","0.11880641430616379","0.11880641430616379","0.11880641430616379","3062","3062","3062","0.1244376003742218","0.1244376003742218","0.1244376003742218"
"91","3091","3091","3091","0.12343978136777878","0.12343978136777878","0.12343978136777878","3091","3091","3091","0.16725580394268036","0.16725580394268036","0.16725580394268036","3091","3091","3091","0.13511089980602264","0.13511089980602264","0.13511089980602264"
"92","3120","3120","3120","0.09193004667758942","0.09193004667758942","0.09193004667758942","3120","3120","3120","0.09301208704710007","0.09301208704710007","0.09301208704710007","3120","3120","3120","0.14902804791927338","0.14902804791927338","0.14902804791927338"
"93","3149","3149","3149","0.12288738787174225","0.12288738787174225","0.12288738787174225","3149","3149","3149","0.11837753653526306","0.11837753653526306","0.11837753653526306","3149","3149","3149","0.15199337899684906","0.15199337899684906","0.15199337899684906"
"94","3178","3178","3178","0.13190075755119324","0.13190075755119324","0.13190075755119324","3178","3178","3178","0.11414926499128342","0.11414926499128342","0.11414926499128342","3178","3178","3178","0.14210869371891022","0.14210869371891022","0.14210869371891022"
"95","3207","3207","3207","0.10647941380739212","0.10647941380739212","0.10647941380739212","3207","3207","3207","0.10530463606119156","0.10530463606119156","0.10530463606119156","3207","3207","3207","0.10041239857673645","0.10041239857673645","0.10041239857673645"
"96","3236","3236","3236","0.11849822849035263","0.11849822849035263","0.11849822849035263","3236","3236","3236","0.07843443006277084","0.07843443006277084","0.07843443006277084","3236","3236","3236","0.12196285277605057","0.12196285277605057","0.12196285277605057"
"97","3416","3416","3416","0.09533753246068954","0.09533753246068954","0.09533753246068954","3416","3416","3416","0.10235704481601715","0.10235704481601715","0.10235704481601715","3416","3416","3416","0.11737779527902603","0.11737779527902603","0.11737779527902603"
"98","3445","3445","3445","0.07233982533216476","0.07233982533216476","0.07233982533216476","3445","3445","3445","0.08155425637960434","0.08155425637960434","0.08155425637960434","3445","3445","3445","0.07905947417020798","0.07905947417020798","0.07905947417020798"
"99","3474","3474","3474","0.09705708920955658","0.09705708920955658","0.09705708920955658","3474","3474","3474","0.09804990142583847","0.09804990142583847","0.09804990142583847","3474","3474","3474","0.1284565031528473","0.1284565031528473","0.1284565031528473"
"100","3503","3503","3503","0.13471616804599762","0.13471616804599762","0.13471616804599762","3503","3503","3503","0.09030521661043167","0.09030521661043167","0.09030521661043167","3503","3503","3503","0.13082769513130188","0.13082769513130188","0.13082769513130188"
"101","3532","3532","3532","0.1325007677078247","0.1325007677078247","0.1325007677078247","3532","3532","3532","0.10332098603248596","0.10332098603248596","0.10332098603248596","3532","3532","3532","0.11622705310583115","0.11622705310583115","0.11622705310583115"
"102","3561","3561","3561","0.12286648154258728","0.12286648154258728","0.12286648154258728","3561","3561","3561","0.12741246819496155","0.12741246819496155","0.12741246819496155","3561","3561","3561","0.12694036960601807","0.12694036960601807","0.12694036960601807"
"103","3590","3590","3590","0.14495322108268738","0.14495322108268738","0.14495322108268738","3590","3590","3590","0.11140646040439606","0.11140646040439606","0.11140646040439606","3590","3590","3590","0.15117177367210388","0.15117177367210388","0.15117177367210388"
"104","3619","3619","3619","0.1075921431183815","0.1075921431183815","0.1075921431183815","3619","3619","3619","0.10626740008592606","0.10626740008592606","0.10626740008592606","3619","3619","3619","0.1361757218837738","0.1361757218837738","0.1361757218837738"
"105","3648","3648","3648","0.10484649986028671","0.10484649986028671","0.10484649986028671","3648","3648","3648","0.08880050480365753","0.08880050480365753","0.08880050480365753","3648","3648","3648","0.1040930524468422","0.1040930524468422","0.1040930524468422"
"106","3677","3677","3677","0.12439414858818054","0.12439414858818054","0.12439414858818054","3677","3677","3677","0.11372135579586029","0.11372135579586029","0.11372135579586029","3677","3677","3677","0.13175851106643677","0.13175851106643677","0.13175851106643677"
"107","3706","3706","3706","0.11373239010572433","0.11373239010572433","0.11373239010572433","3706","3706","3706","0.10535707324743271","0.10535707324743271","0.10535707324743271","3706","3706","3706","0.12607058882713318","0.12607058882713318","0.12607058882713318"
"108","3735","3735","3735","0.12136983871459961","0.12136983871459961","0.12136983871459961","3735","3735","3735","0.10320556908845901","0.10320556908845901","0.10320556908845901","3735","3735","3735","0.09400424361228943","0.09400424361228943","0.09400424361228943"
"109","3764","3764","3764","0.12153004109859467","0.12153004109859467","0.12153004109859467","3764","3764","3764","0.14083702862262726","0.14083702862262726","0.14083702862262726","3764","3764","3764","0.1322229504585266","0.1322229504585266","0.1322229504585266"
"110","3793","3793","3793","0.10771863162517548","0.10771863162517548","0.10771863162517548","3793","3793","3793","0.1118847131729126","0.1118847131729126","0.1118847131729126","3793","3793","3793","0.11306538432836533","0.11306538432836533","0.11306538432836533"
"111","3822","3822","3822","0.12209008634090424","0.12209008634090424","0.12209008634090424","3822","3822","3822","0.11542530357837677","0.11542530357837677","0.11542530357837677","3822","3822","3822","0.1277187615633011","0.1277187615633011","0.1277187615633011"
"112","3851","3851","3851","0.10764993727207184","0.10764993727207184","0.10764993727207184","3851","3851","3851","0.09156016260385513","0.09156016260385513","0.09156016260385513","3851","3851","3851","0.12071813642978668","0.12071813642978668","0.12071813642978668"
"113","3880","3880","3880","0.1421741098165512","0.1421741098165512","0.1421741098165512","3880","3880","3880","0.08672387897968292","0.08672387897968292","0.08672387897968292","3880","3880","3880","0.14059089124202728","0.14059089124202728","0.14059089124202728"
"114","3909","3909","3909","0.13687682151794434","0.13687682151794434","0.13687682151794434","3909","3909","3909","0.1439916491508484","0.1439916491508484","0.1439916491508484","3909","3909","3909","0.13798636198043823","0.13798636198043823","0.13798636198043823"
"115","3938","3938","3938","0.08687713742256165","0.08687713742256165","0.08687713742256165","3938","3938","3938","0.09834980219602585","0.09834980219602585","0.09834980219602585","3938","3938","3938","0.08970985561609268","0.08970985561609268","0.08970985561609268"
"116","3967","3967","3967","0.11909716576337814","0.11909716576337814","0.11909716576337814","3967","3967","3967","0.12644964456558228","0.12644964456558228","0.12644964456558228","3967","3967","3967","0.1507481187582016","0.1507481187582016","0.1507481187582016"
"117","3996","3996","3996","0.13586698472499847","0.13586698472499847","0.13586698472499847","3996","3996","3996","0.12226594984531403","0.12226594984531403","0.12226594984531403","3996","3996","3996","0.11882749944925308","0.11882749944925308","0.11882749944925308"
"118","4025","4025","4025","0.0989866554737091","0.0989866554737091","0.0989866554737091","4025","4025","4025","0.10351938009262085","0.10351938009262085","0.10351938009262085","4025","4025","4025","0.09265340864658356","0.09265340864658356","0.09265340864658356"
"119","4054","4054","4054","0.1227748841047287","0.1227748841047287","0.1227748841047287","4054","4054","4054","0.10052145272493362","0.10052145272493362","0.10052145272493362","4054","4054","4054","0.11970943212509155","0.11970943212509155","0.11970943212509155"
"120","4083","4083","4083","0.1164994016289711","0.1164994016289711","0.1164994016289711","4083","4083","4083","0.1252674013376236","0.1252674013376236","0.1252674013376236","4083","4083","4083","0.15156246721744537","0.15156246721744537","0.15156246721744537"
"121","4112","4112","4112","0.11379334330558777","0.11379334330558777","0.11379334330558777","4112","4112","4112","0.13041412830352783","0.13041412830352783","0.13041412830352783","4112","4112","4112","0.13351741433143616","0.13351741433143616","0.13351741433143616"
