"train/global_step","[paper]GRPO_online - _step","[paper]GRPO_online - _step__MIN","[paper]GRPO_online - _step__MAX","[paper]GRPO_online - train/grad_norm","[paper]GRPO_online - train/grad_norm__MIN","[paper]GRPO_online - train/grad_norm__MAX","[paper]GEPO_online - _step","[paper]GEPO_online - _step__MIN","[paper]GEPO_online - _step__MAX","[paper]GEPO_online - train/grad_norm","[paper]GEPO_online - train/grad_norm__MIN","[paper]GEPO_online - train/grad_norm__MAX","[paper]GSPO_online - _step","[paper]GSPO_online - _step__MIN","[paper]GSPO_online - _step__MAX","[paper]GSPO_online - train/grad_norm","[paper]GSPO_online - train/grad_norm__MIN","[paper]GSPO_online - train/grad_norm__MAX"
"270","9188","9188","9188","0.1460990160703659","0.1460990160703659","0.1460990160703659","9188","9188","9188","0.11298168450593948","0.11298168450593948","0.11298168450593948","9188","9188","9188","0.1822730153799057","0.1822730153799057","0.1822730153799057"
"271","9217","9217","9217","0.07658309489488602","0.07658309489488602","0.07658309489488602","9217","9217","9217","0.10939634591341019","0.10939634591341019","0.10939634591341019","9217","9217","9217","0.08220037817955017","0.08220037817955017","0.08220037817955017"
"272","9246","9246","9246","0.11610350012779236","0.11610350012779236","0.11610350012779236","9246","9246","9246","0.10953962802886963","0.10953962802886963","0.10953962802886963","9246","9246","9246","0.14531435072422028","0.14531435072422028","0.14531435072422028"
"273","9275","9275","9275","0.1019209697842598","0.1019209697842598","0.1019209697842598","9275","9275","9275","0.11582137644290924","0.11582137644290924","0.11582137644290924","9275","9275","9275","0.12308172136545181","0.12308172136545181","0.12308172136545181"
"274","9304","9304","9304","0.10704496502876282","0.10704496502876282","0.10704496502876282","9304","9304","9304","0.12042942643165588","0.12042942643165588","0.12042942643165588","9304","9304","9304","0.11906667053699493","0.11906667053699493","0.11906667053699493"
"275","9333","9333","9333","0.12148065119981766","0.12148065119981766","0.12148065119981766","9333","9333","9333","0.14379513263702393","0.14379513263702393","0.14379513263702393","9333","9333","9333","0.14289838075637817","0.14289838075637817","0.14289838075637817"
"276","9362","9362","9362","0.1022300124168396","0.1022300124168396","0.1022300124168396","9362","9362","9362","0.14807891845703125","0.14807891845703125","0.14807891845703125","9362","9362","9362","0.17000743746757507","0.17000743746757507","0.17000743746757507"
"277","9391","9391","9391","0.11389650404453278","0.11389650404453278","0.11389650404453278","9391","9391","9391","0.12502384185791016","0.12502384185791016","0.12502384185791016","9391","9391","9391","0.10108080506324768","0.10108080506324768","0.10108080506324768"
"278","9420","9420","9420","0.1334066241979599","0.1334066241979599","0.1334066241979599","9420","9420","9420","0.11538158357143402","0.11538158357143402","0.11538158357143402","9420","9420","9420","0.11383045464754105","0.11383045464754105","0.11383045464754105"
"279","9449","9449","9449","0.09864261001348495","0.09864261001348495","0.09864261001348495","9449","9449","9449","0.11471989750862122","0.11471989750862122","0.11471989750862122","9449","9449","9449","0.13640229403972626","0.13640229403972626","0.13640229403972626"
"280","9478","9478","9478","0.10941856354475021","0.10941856354475021","0.10941856354475021","9478","9478","9478","0.07256460189819336","0.07256460189819336","0.07256460189819336","9478","9478","9478","0.12378119677305222","0.12378119677305222","0.12378119677305222"
"281","9507","9507","9507","0.10732840746641159","0.10732840746641159","0.10732840746641159","9507","9507","9507","0.10876090824604034","0.10876090824604034","0.10876090824604034","9507","9507","9507","0.13822051882743835","0.13822051882743835","0.13822051882743835"
"282","9536","9536","9536","0.09629977494478226","0.09629977494478226","0.09629977494478226","9536","9536","9536","0.09369219839572906","0.09369219839572906","0.09369219839572906","9536","9536","9536","0.10659360885620117","0.10659360885620117","0.10659360885620117"
"283","9565","9565","9565","0.10746238380670547","0.10746238380670547","0.10746238380670547","9565","9565","9565","0.10910367965698242","0.10910367965698242","0.10910367965698242","9565","9565","9565","0.11662814021110535","0.11662814021110535","0.11662814021110535"
"284","9594","9594","9594","0.1007322371006012","0.1007322371006012","0.1007322371006012","9594","9594","9594","0.0924745425581932","0.0924745425581932","0.0924745425581932","9594","9594","9594","0.15513868629932404","0.15513868629932404","0.15513868629932404"
"285","9623","9623","9623","0.11277466267347336","0.11277466267347336","0.11277466267347336","9623","9623","9623","0.10124626010656357","0.10124626010656357","0.10124626010656357","9623","9623","9623","0.12239725142717361","0.12239725142717361","0.12239725142717361"
"286","9652","9652","9652","0.10135189443826675","0.10135189443826675","0.10135189443826675","9652","9652","9652","0.09970556944608688","0.09970556944608688","0.09970556944608688","9652","9652","9652","0.13090981543064117","0.13090981543064117","0.13090981543064117"
"287","9681","9681","9681","0.09010346978902817","0.09010346978902817","0.09010346978902817","9681","9681","9681","0.09938827902078629","0.09938827902078629","0.09938827902078629","9681","9681","9681","0.10568404197692871","0.10568404197692871","0.10568404197692871"
"288","9710","9710","9710","0.08531230688095093","0.08531230688095093","0.08531230688095093","9710","9710","9710","0.09794650971889496","0.09794650971889496","0.09794650971889496","9710","9710","9710","0.11161606758832932","0.11161606758832932","0.11161606758832932"
"289","9890","9890","9890","0.10611199587583542","0.10611199587583542","0.10611199587583542","9890","9890","9890","0.0853767991065979","0.0853767991065979","0.0853767991065979","9890","9890","9890","0.09657827764749527","0.09657827764749527","0.09657827764749527"
"290","9919","9919","9919","0.1020435243844986","0.1020435243844986","0.1020435243844986","9919","9919","9919","0.11754919588565826","0.11754919588565826","0.11754919588565826","9919","9919","9919","0.102154940366745","0.102154940366745","0.102154940366745"
"291","9948","9948","9948","0.09852277487516403","0.09852277487516403","0.09852277487516403","9948","9948","9948","0.0741669088602066","0.0741669088602066","0.0741669088602066","9948","9948","9948","0.08376383036375046","0.08376383036375046","0.08376383036375046"
"292","9977","9977","9977","0.08183220773935318","0.08183220773935318","0.08183220773935318","9977","9977","9977","0.08047380298376083","0.08047380298376083","0.08047380298376083","9977","9977","9977","0.1335640549659729","0.1335640549659729","0.1335640549659729"
"293","10006","10006","10006","0.10962747037410736","0.10962747037410736","0.10962747037410736","10006","10006","10006","0.10037294030189514","0.10037294030189514","0.10037294030189514","10006","10006","10006","0.16548454761505127","0.16548454761505127","0.16548454761505127"
"294","10035","10035","10035","0.1278017908334732","0.1278017908334732","0.1278017908334732","10035","10035","10035","0.1532955914735794","0.1532955914735794","0.1532955914735794","10035","10035","10035","0.15719398856163025","0.15719398856163025","0.15719398856163025"
"295","10064","10064","10064","0.10036205500364304","0.10036205500364304","0.10036205500364304","10064","10064","10064","0.09725966304540634","0.09725966304540634","0.09725966304540634","10064","10064","10064","0.09696681052446365","0.09696681052446365","0.09696681052446365"
"296","10093","10093","10093","0.09747529774904251","0.09747529774904251","0.09747529774904251","10093","10093","10093","0.0940379798412323","0.0940379798412323","0.0940379798412323","10093","10093","10093","0.15168258547782898","0.15168258547782898","0.15168258547782898"
"297","10122","10122","10122","0.13728134334087372","0.13728134334087372","0.13728134334087372","10122","10122","10122","0.11360977590084076","0.11360977590084076","0.11360977590084076","10122","10122","10122","0.1403171718120575","0.1403171718120575","0.1403171718120575"
"298","10151","10151","10151","0.11723124235868454","0.11723124235868454","0.11723124235868454","10151","10151","10151","0.13101567327976227","0.13101567327976227","0.13101567327976227","10151","10151","10151","0.13766314089298248","0.13766314089298248","0.13766314089298248"
"299","10180","10180","10180","0.14272138476371765","0.14272138476371765","0.14272138476371765","10180","10180","10180","0.13770541548728943","0.13770541548728943","0.13770541548728943","10180","10180","10180","0.14545312523841858","0.14545312523841858","0.14545312523841858"
"300","10209","10209","10209","0.07359054684638977","0.07359054684638977","0.07359054684638977","10209","10209","10209","0.0809665322303772","0.0809665322303772","0.0809665322303772","10209","10209","10209","0.10217047482728958","0.10217047482728958","0.10217047482728958"
"301","10238","10238","10238","0.10153451561927795","0.10153451561927795","0.10153451561927795","10238","10238","10238","0.09717075526714325","0.09717075526714325","0.09717075526714325","10238","10238","10238","0.08129258453845978","0.08129258453845978","0.08129258453845978"
"302","10267","10267","10267","0.0849999412894249","0.0849999412894249","0.0849999412894249","10267","10267","10267","0.07264399528503418","0.07264399528503418","0.07264399528503418","10267","10267","10267","0.10180994123220444","0.10180994123220444","0.10180994123220444"
"303","10296","10296","10296","0.11075612157583237","0.11075612157583237","0.11075612157583237","10296","10296","10296","0.11578325927257538","0.11578325927257538","0.11578325927257538","10296","10296","10296","0.17044007778167725","0.17044007778167725","0.17044007778167725"
"304","10325","10325","10325","0.09580416232347488","0.09580416232347488","0.09580416232347488","10325","10325","10325","0.10923552513122559","0.10923552513122559","0.10923552513122559","10325","10325","10325","0.13727039098739624","0.13727039098739624","0.13727039098739624"
"305","10354","10354","10354","0.0881437137722969","0.0881437137722969","0.0881437137722969","10354","10354","10354","0.09734943509101868","0.09734943509101868","0.09734943509101868","10354","10354","10354","0.11591041088104248","0.11591041088104248","0.11591041088104248"
"306","10383","10383","10383","0.08093061298131943","0.08093061298131943","0.08093061298131943","10383","10383","10383","0.08885430544614792","0.08885430544614792","0.08885430544614792","10383","10383","10383","0.08415158092975616","0.08415158092975616","0.08415158092975616"
"307","10412","10412","10412","0.12351351976394653","0.12351351976394653","0.12351351976394653","10412","10412","10412","0.11710115522146225","0.11710115522146225","0.11710115522146225","10412","10412","10412","0.11636386066675186","0.11636386066675186","0.11636386066675186"
"308","10441","10441","10441","0.1031622439622879","0.1031622439622879","0.1031622439622879","10441","10441","10441","0.0890129879117012","0.0890129879117012","0.0890129879117012","10441","10441","10441","0.1533544957637787","0.1533544957637787","0.1533544957637787"
"309","10470","10470","10470","0.12038411945104599","0.12038411945104599","0.12038411945104599","10470","10470","10470","0.10828754305839539","0.10828754305839539","0.10828754305839539","10470","10470","10470","0.1401325762271881","0.1401325762271881","0.1401325762271881"
"310","10499","10499","10499","0.13660463690757751","0.13660463690757751","0.13660463690757751","10499","10499","10499","0.12606950104236603","0.12606950104236603","0.12606950104236603","10499","10499","10499","0.18225571513175964","0.18225571513175964","0.18225571513175964"
"311","10528","10528","10528","0.07274527102708817","0.07274527102708817","0.07274527102708817","10528","10528","10528","0.07889265567064285","0.07889265567064285","0.07889265567064285","10528","10528","10528","0.07483446598052979","0.07483446598052979","0.07483446598052979"
"312","10557","10557","10557","0.11602278798818588","0.11602278798818588","0.11602278798818588","10557","10557","10557","0.11497378349304199","0.11497378349304199","0.11497378349304199","10557","10557","10557","0.16666637361049652","0.16666637361049652","0.16666637361049652"
"313","10586","10586","10586","0.10951641201972961","0.10951641201972961","0.10951641201972961","10586","10586","10586","0.08585246652364731","0.08585246652364731","0.08585246652364731","10586","10586","10586","0.11607541143894196","0.11607541143894196","0.11607541143894196"
"314","10615","10615","10615","0.06676415354013443","0.06676415354013443","0.06676415354013443","10615","10615","10615","0.07362009584903717","0.07362009584903717","0.07362009584903717","10615","10615","10615","0.10226128250360489","0.10226128250360489","0.10226128250360489"
"315","10644","10644","10644","0.09622195363044739","0.09622195363044739","0.09622195363044739","10644","10644","10644","0.08540313690900803","0.08540313690900803","0.08540313690900803","10644","10644","10644","0.1362486034631729","0.1362486034631729","0.1362486034631729"
"316","10673","10673","10673","0.12402040511369705","0.12402040511369705","0.12402040511369705","10673","10673","10673","0.11525198072195053","0.11525198072195053","0.11525198072195053","10673","10673","10673","0.14770954847335815","0.14770954847335815","0.14770954847335815"
"317","10702","10702","10702","0.09386815875768661","0.09386815875768661","0.09386815875768661","10702","10702","10702","0.08785689622163773","0.08785689622163773","0.08785689622163773","10702","10702","10702","0.09908787906169891","0.09908787906169891","0.09908787906169891"
"318","10731","10731","10731","0.12559640407562256","0.12559640407562256","0.12559640407562256","10731","10731","10731","0.10095600038766861","0.10095600038766861","0.10095600038766861","10731","10731","10731","0.11418463289737701","0.11418463289737701","0.11418463289737701"
"319","10760","10760","10760","0.13380125164985657","0.13380125164985657","0.13380125164985657","10760","10760","10760","0.12977054715156555","0.12977054715156555","0.12977054715156555","10760","10760","10760","0.14489531517028809","0.14489531517028809","0.14489531517028809"
"320","10789","10789","10789","0.12514333426952362","0.12514333426952362","0.12514333426952362","10789","10789","10789","0.12433365732431412","0.12433365732431412","0.12433365732431412","10789","10789","10789","0.12217924743890762","0.12217924743890762","0.12217924743890762"
"321","10969","10969","10969","0.1085243970155716","0.1085243970155716","0.1085243970155716","10969","10969","10969","0.08647512644529343","0.08647512644529343","0.08647512644529343","10969","10969","10969","0.1163705512881279","0.1163705512881279","0.1163705512881279"
"322","10998","10998","10998","0.0833386555314064","0.0833386555314064","0.0833386555314064","10998","10998","10998","0.0901610404253006","0.0901610404253006","0.0901610404253006","10998","10998","10998","0.10385037213563919","0.10385037213563919","0.10385037213563919"
"323","11027","11027","11027","0.07319322228431702","0.07319322228431702","0.07319322228431702","11027","11027","11027","0.06077715754508972","0.06077715754508972","0.06077715754508972","11027","11027","11027","0.11014577001333237","0.11014577001333237","0.11014577001333237"
"324","11056","11056","11056","0.0784352719783783","0.0784352719783783","0.0784352719783783","11056","11056","11056","0.0714816078543663","0.0714816078543663","0.0714816078543663","11056","11056","11056","0.11152458935976028","0.11152458935976028","0.11152458935976028"
"325","11085","11085","11085","0.1127142682671547","0.1127142682671547","0.1127142682671547","11085","11085","11085","0.08857212215662003","0.08857212215662003","0.08857212215662003","11085","11085","11085","0.17512941360473633","0.17512941360473633","0.17512941360473633"
"326","11114","11114","11114","0.12678715586662292","0.12678715586662292","0.12678715586662292","11114","11114","11114","0.10119567811489105","0.10119567811489105","0.10119567811489105","11114","11114","11114","0.1193230152130127","0.1193230152130127","0.1193230152130127"
"327","11143","11143","11143","0.10444658249616623","0.10444658249616623","0.10444658249616623","11143","11143","11143","0.08198511600494385","0.08198511600494385","0.08198511600494385","11143","11143","11143","0.14809709787368774","0.14809709787368774","0.14809709787368774"
"328","11172","11172","11172","0.09109171479940414","0.09109171479940414","0.09109171479940414","11172","11172","11172","0.08058526366949081","0.08058526366949081","0.08058526366949081","11172","11172","11172","0.10930924862623215","0.10930924862623215","0.10930924862623215"
"329","11201","11201","11201","0.09452535212039948","0.09452535212039948","0.09452535212039948","11201","11201","11201","0.09022011607885361","0.09022011607885361","0.09022011607885361","11201","11201","11201","0.11767702549695969","0.11767702549695969","0.11767702549695969"
"330","11230","11230","11230","0.13503398001194","0.13503398001194","0.13503398001194","11230","11230","11230","0.11881554871797562","0.11881554871797562","0.11881554871797562","11230","11230","11230","0.11897949129343033","0.11897949129343033","0.11897949129343033"
"331","11259","11259","11259","0.1326296478509903","0.1326296478509903","0.1326296478509903","11259","11259","11259","0.12007539719343185","0.12007539719343185","0.12007539719343185","11259","11259","11259","0.18635313212871552","0.18635313212871552","0.18635313212871552"
"332","11288","11288","11288","0.09984863549470901","0.09984863549470901","0.09984863549470901","11288","11288","11288","0.0882304459810257","0.0882304459810257","0.0882304459810257","11288","11288","11288","0.11295665055513382","0.11295665055513382","0.11295665055513382"
"333","11317","11317","11317","0.14049847424030304","0.14049847424030304","0.14049847424030304","11317","11317","11317","0.1284012496471405","0.1284012496471405","0.1284012496471405","11317","11317","11317","0.18521547317504883","0.18521547317504883","0.18521547317504883"
"334","11346","11346","11346","0.1310489922761917","0.1310489922761917","0.1310489922761917","11346","11346","11346","0.1010885238647461","0.1010885238647461","0.1010885238647461","11346","11346","11346","0.10634878277778625","0.10634878277778625","0.10634878277778625"
"335","11375","11375","11375","0.10084839165210724","0.10084839165210724","0.10084839165210724","11375","11375","11375","0.09034764766693115","0.09034764766693115","0.09034764766693115","11375","11375","11375","0.1139899492263794","0.1139899492263794","0.1139899492263794"
"336","11404","11404","11404","0.1284409612417221","0.1284409612417221","0.1284409612417221","11404","11404","11404","0.1113637313246727","0.1113637313246727","0.1113637313246727","11404","11404","11404","0.16995029151439667","0.16995029151439667","0.16995029151439667"
"337","11433","11433","11433","0.06620193272829056","0.06620193272829056","0.06620193272829056","11433","11433","11433","0.06423809379339218","0.06423809379339218","0.06423809379339218","11433","11433","11433","0.10448245704174042","0.10448245704174042","0.10448245704174042"
"338","11462","11462","11462","0.11437822878360748","0.11437822878360748","0.11437822878360748","11462","11462","11462","0.11419270187616348","0.11419270187616348","0.11419270187616348","11462","11462","11462","0.1091412603855133","0.1091412603855133","0.1091412603855133"
"339","11491","11491","11491","0.09867959469556808","0.09867959469556808","0.09867959469556808","11491","11491","11491","0.08810296654701233","0.08810296654701233","0.08810296654701233","11491","11491","11491","0.09446113556623459","0.09446113556623459","0.09446113556623459"
"340","11520","11520","11520","0.09862194210290909","0.09862194210290909","0.09862194210290909","11520","11520","11520","0.09111227095127106","0.09111227095127106","0.09111227095127106","11520","11520","11520","0.1289122998714447","0.1289122998714447","0.1289122998714447"
"341","11549","11549","11549","0.10372243821620941","0.10372243821620941","0.10372243821620941","11549","11549","11549","0.11710190773010254","0.11710190773010254","0.11710190773010254","11549","11549","11549","0.13331376016139984","0.13331376016139984","0.13331376016139984"
"342","11578","11578","11578","0.12160512804985046","0.12160512804985046","0.12160512804985046","11578","11578","11578","0.13313962519168854","0.13313962519168854","0.13313962519168854","11578","11578","11578","0.10737212747335434","0.10737212747335434","0.10737212747335434"
"343","11607","11607","11607","0.17190495133399963","0.17190495133399963","0.17190495133399963","11607","11607","11607","0.11791490018367767","0.11791490018367767","0.11791490018367767","11607","11607","11607","0.10909947752952576","0.10909947752952576","0.10909947752952576"
"344","11636","11636","11636","0.08105006814002991","0.08105006814002991","0.08105006814002991","11636","11636","11636","0.09635914862155914","0.09635914862155914","0.09635914862155914","11636","11636","11636","0.08275270462036133","0.08275270462036133","0.08275270462036133"
"345","11665","11665","11665","0.09783919155597687","0.09783919155597687","0.09783919155597687","11665","11665","11665","0.09696254134178162","0.09696254134178162","0.09696254134178162","11665","11665","11665","0.1248810738325119","0.1248810738325119","0.1248810738325119"
"346","11694","11694","11694","0.12986509501934052","0.12986509501934052","0.12986509501934052","11694","11694","11694","0.09218645840883255","0.09218645840883255","0.09218645840883255","11694","11694","11694","0.09143231809139252","0.09143231809139252","0.09143231809139252"
"347","11723","11723","11723","0.1053934320807457","0.1053934320807457","0.1053934320807457","11723","11723","11723","0.10908161103725433","0.10908161103725433","0.10908161103725433","11723","11723","11723","0.1073005422949791","0.1073005422949791","0.1073005422949791"
"348","11752","11752","11752","0.15969298779964447","0.15969298779964447","0.15969298779964447","11752","11752","11752","0.1377500295639038","0.1377500295639038","0.1377500295639038","11752","11752","11752","0.1713513433933258","0.1713513433933258","0.1713513433933258"
"349","11781","11781","11781","0.08925706893205643","0.08925706893205643","0.08925706893205643","11781","11781","11781","0.07839544117450714","0.07839544117450714","0.07839544117450714","11781","11781","11781","0.10764803737401962","0.10764803737401962","0.10764803737401962"
"350","11810","11810","11810","0.0976192057132721","0.0976192057132721","0.0976192057132721","11810","11810","11810","0.11381211876869202","0.11381211876869202","0.11381211876869202","11810","11810","11810","0.12455316632986069","0.12455316632986069","0.12455316632986069"
"351","11839","11839","11839","0.12414070218801498","0.12414070218801498","0.12414070218801498","11839","11839","11839","0.11459118127822876","0.11459118127822876","0.11459118127822876","11839","11839","11839","0.11979304254055023","0.11979304254055023","0.11979304254055023"
"352","11868","11868","11868","0.09486541152000427","0.09486541152000427","0.09486541152000427","11868","11868","11868","0.08947481215000153","0.08947481215000153","0.08947481215000153","11868","11868","11868","0.1034325510263443","0.1034325510263443","0.1034325510263443"
"353","12048","12048","12048","0.11885324120521545","0.11885324120521545","0.11885324120521545","12048","12048","12048","0.07985547930002213","0.07985547930002213","0.07985547930002213","12048","12048","12048","0.08832588791847229","0.08832588791847229","0.08832588791847229"
"354","12077","12077","12077","0.09595513343811035","0.09595513343811035","0.09595513343811035","12077","12077","12077","0.0954982191324234","0.0954982191324234","0.0954982191324234","12077","12077","12077","0.10783548653125763","0.10783548653125763","0.10783548653125763"
"355","12106","12106","12106","0.07215455919504166","0.07215455919504166","0.07215455919504166","12106","12106","12106","0.07906311005353928","0.07906311005353928","0.07906311005353928","12106","12106","12106","0.10905821621417999","0.10905821621417999","0.10905821621417999"
"356","12135","12135","12135","0.11325855553150177","0.11325855553150177","0.11325855553150177","12135","12135","12135","0.13366763293743134","0.13366763293743134","0.13366763293743134","12135","12135","12135","0.14077505469322205","0.14077505469322205","0.14077505469322205"
"357","12164","12164","12164","0.0981082171201706","0.0981082171201706","0.0981082171201706","12164","12164","12164","0.09000241011381149","0.09000241011381149","0.09000241011381149","12164","12164","12164","0.11670421808958054","0.11670421808958054","0.11670421808958054"
"358","12193","12193","12193","0.10819902271032333","0.10819902271032333","0.10819902271032333","12193","12193","12193","0.10148449242115021","0.10148449242115021","0.10148449242115021","12193","12193","12193","0.1086411327123642","0.1086411327123642","0.1086411327123642"
"359","12222","12222","12222","0.1130577102303505","0.1130577102303505","0.1130577102303505","12222","12222","12222","0.09535837173461914","0.09535837173461914","0.09535837173461914","12222","12222","12222","0.10165863484144211","0.10165863484144211","0.10165863484144211"
"360","12251","12251","12251","0.09733564406633377","0.09733564406633377","0.09733564406633377","12251","12251","12251","0.11423864215612411","0.11423864215612411","0.11423864215612411","12251","12251","12251","0.06553129106760025","0.06553129106760025","0.06553129106760025"
"361","12280","12280","12280","0.10665800422430038","0.10665800422430038","0.10665800422430038","12280","12280","12280","0.11513024568557739","0.11513024568557739","0.11513024568557739","12280","12280","12280","0.12507455050945282","0.12507455050945282","0.12507455050945282"
"362","12309","12309","12309","0.09498929977416992","0.09498929977416992","0.09498929977416992","12309","12309","12309","0.09095413237810135","0.09095413237810135","0.09095413237810135","12309","12309","12309","0.08489251136779785","0.08489251136779785","0.08489251136779785"
"363","12338","12338","12338","0.08687586337327957","0.08687586337327957","0.08687586337327957","12338","12338","12338","0.06182298809289932","0.06182298809289932","0.06182298809289932","12338","12338","12338","0.11482713371515274","0.11482713371515274","0.11482713371515274"
"364","12367","12367","12367","0.09495292603969574","0.09495292603969574","0.09495292603969574","12367","12367","12367","0.06823816150426865","0.06823816150426865","0.06823816150426865","12367","12367","12367","0.15775880217552185","0.15775880217552185","0.15775880217552185"
"365","12396","12396","12396","0.09972772002220154","0.09972772002220154","0.09972772002220154","12396","12396","12396","0.09115436673164368","0.09115436673164368","0.09115436673164368","12396","12396","12396","0.09970586746931076","0.09970586746931076","0.09970586746931076"
"366","12425","12425","12425","0.09376347064971924","0.09376347064971924","0.09376347064971924","12425","12425","12425","0.08714831620454788","0.08714831620454788","0.08714831620454788","12425","12425","12425","0.10108969360589981","0.10108969360589981","0.10108969360589981"
"367","12454","12454","12454","0.09196355938911438","0.09196355938911438","0.09196355938911438","12454","12454","12454","0.10241673141717911","0.10241673141717911","0.10241673141717911","12454","12454","12454","0.10596655309200287","0.10596655309200287","0.10596655309200287"
"368","12483","12483","12483","0.1347624808549881","0.1347624808549881","0.1347624808549881","12483","12483","12483","0.10688631981611252","0.10688631981611252","0.10688631981611252","12483","12483","12483","0.11870523542165756","0.11870523542165756","0.11870523542165756"
"369","12512","12512","12512","0.09028610587120056","0.09028610587120056","0.09028610587120056","12512","12512","12512","0.08314703404903412","0.08314703404903412","0.08314703404903412","12512","12512","12512","0.11860600113868713","0.11860600113868713","0.11860600113868713"
"370","12541","12541","12541","0.09509550780057907","0.09509550780057907","0.09509550780057907","12541","12541","12541","0.04426850751042366","0.04426850751042366","0.04426850751042366","12541","12541","12541","0.10854464024305344","0.10854464024305344","0.10854464024305344"
"371","12570","12570","12570","0.0932374969124794","0.0932374969124794","0.0932374969124794","12570","12570","12570","0.0830724835395813","0.0830724835395813","0.0830724835395813","12570","12570","12570","0.09631842374801636","0.09631842374801636","0.09631842374801636"
"372","12599","12599","12599","0.0976007804274559","0.0976007804274559","0.0976007804274559","12599","12599","12599","0.08536220341920853","0.08536220341920853","0.08536220341920853","12599","12599","12599","0.09569425135850906","0.09569425135850906","0.09569425135850906"
"373","12628","12628","12628","0.11535952240228653","0.11535952240228653","0.11535952240228653","12628","12628","12628","0.10980679094791412","0.10980679094791412","0.10980679094791412","12628","12628","12628","0.10500220954418182","0.10500220954418182","0.10500220954418182"
"374","12657","12657","12657","0.11314201354980469","0.11314201354980469","0.11314201354980469","12657","12657","12657","0.09538114070892334","0.09538114070892334","0.09538114070892334","12657","12657","12657","0.13085542619228363","0.13085542619228363","0.13085542619228363"
"375","12686","12686","12686","0.09289544820785522","0.09289544820785522","0.09289544820785522","12686","12686","12686","0.07236357033252716","0.07236357033252716","0.07236357033252716","12686","12686","12686","0.09048805385828018","0.09048805385828018","0.09048805385828018"
"376","12715","12715","12715","0.10140559822320938","0.10140559822320938","0.10140559822320938","12715","12715","12715","0.07977389544248581","0.07977389544248581","0.07977389544248581","12715","12715","12715","0.11017923802137375","0.11017923802137375","0.11017923802137375"
"377","12744","12744","12744","0.0954495370388031","0.0954495370388031","0.0954495370388031","12744","12744","12744","0.10673920065164566","0.10673920065164566","0.10673920065164566","12744","12744","12744","0.09272358566522598","0.09272358566522598","0.09272358566522598"
"378","12773","12773","12773","0.13115787506103516","0.13115787506103516","0.13115787506103516","12773","12773","12773","0.09150361269712448","0.09150361269712448","0.09150361269712448","12773","12773","12773","0.10101553052663803","0.10101553052663803","0.10101553052663803"
"379","12802","12802","12802","0.10185156017541885","0.10185156017541885","0.10185156017541885","12802","12802","12802","0.10327713936567307","0.10327713936567307","0.10327713936567307","12802","12802","12802","0.10886045545339584","0.10886045545339584","0.10886045545339584"
"380","12831","12831","12831","0.10785044729709625","0.10785044729709625","0.10785044729709625","12831","12831","12831","0.09626848995685577","0.09626848995685577","0.09626848995685577","12831","12831","12831","0.12115710228681564","0.12115710228681564","0.12115710228681564"
"381","12860","12860","12860","0.11267262697219849","0.11267262697219849","0.11267262697219849","12860","12860","12860","0.09421505779027939","0.09421505779027939","0.09421505779027939","12860","12860","12860","0.12809552252292633","0.12809552252292633","0.12809552252292633"
"382","12889","12889","12889","0.1578403115272522","0.1578403115272522","0.1578403115272522","12889","12889","12889","0.11656086891889572","0.11656086891889572","0.11656086891889572","12889","12889","12889","0.12033453583717346","0.12033453583717346","0.12033453583717346"
"383","12918","12918","12918","0.08587948977947235","0.08587948977947235","0.08587948977947235","12918","12918","12918","0.09321090579032898","0.09321090579032898","0.09321090579032898","12918","12918","12918","0.1420682966709137","0.1420682966709137","0.1420682966709137"
"384","12947","12947","12947","0.08574264496564865","0.08574264496564865","0.08574264496564865","12947","12947","12947","0.07802418619394302","0.07802418619394302","0.07802418619394302","12947","12947","12947","0.12080419063568115","0.12080419063568115","0.12080419063568115"
"385","13127","13127","13127","0.10216458141803741","0.10216458141803741","0.10216458141803741","13127","13127","13127","0.08085652440786362","0.08085652440786362","0.08085652440786362","13127","13127","13127","0.09623732417821884","0.09623732417821884","0.09623732417821884"
"386","13156","13156","13156","0.1192825585603714","0.1192825585603714","0.1192825585603714","13156","13156","13156","0.1305423378944397","0.1305423378944397","0.1305423378944397","13156","13156","13156","0.1476828008890152","0.1476828008890152","0.1476828008890152"
"387","13185","13185","13185","0.09851078689098358","0.09851078689098358","0.09851078689098358","13185","13185","13185","0.09682035446166992","0.09682035446166992","0.09682035446166992","13185","13185","13185","0.08739703893661499","0.08739703893661499","0.08739703893661499"
"388","13214","13214","13214","0.1099790409207344","0.1099790409207344","0.1099790409207344","13214","13214","13214","0.1016308069229126","0.1016308069229126","0.1016308069229126","13214","13214","13214","0.09496224671602249","0.09496224671602249","0.09496224671602249"
"389","13243","13243","13243","0.0919865295290947","0.0919865295290947","0.0919865295290947","13243","13243","13243","0.05860312283039093","0.05860312283039093","0.05860312283039093","13243","13243","13243","0.1239401325583458","0.1239401325583458","0.1239401325583458"
"390","13272","13272","13272","0.0986308604478836","0.0986308604478836","0.0986308604478836","13272","13272","13272","0.09049282968044281","0.09049282968044281","0.09049282968044281","13272","13272","13272","0.09155616909265518","0.09155616909265518","0.09155616909265518"
