"train/global_step","[paper]GRPO_online - _step","[paper]GRPO_online - _step__MIN","[paper]GRPO_online - _step__MAX","[paper]GRPO_online - train/reward","[paper]GRPO_online - train/reward__MIN","[paper]GRPO_online - train/reward__MAX","[paper]GEPO_online - _step","[paper]GEPO_online - _step__MIN","[paper]GEPO_online - _step__MAX","[paper]GEPO_online - train/reward","[paper]GEPO_online - train/reward__MIN","[paper]GEPO_online - train/reward__MAX","[paper]GSPO_online - _step","[paper]GSPO_online - _step__MIN","[paper]GSPO_online - _step__MAX","[paper]GSPO_online - train/reward","[paper]GSPO_online - train/reward__MIN","[paper]GSPO_online - train/reward__MAX"
"796","26858","26858","26858","0.7109375","0.7109375","0.7109375","26858","26858","26858","0.6953125","0.6953125","0.6953125","26858","26858","26858","0.7265625","0.7265625","0.7265625"
"797","26887","26887","26887","0.66015625","0.66015625","0.66015625","26887","26887","26887","0.69140625","0.69140625","0.69140625","26887","26887","26887","0.71875","0.71875","0.71875"
"798","26916","26916","26916","0.6875","0.6875","0.6875","26916","26916","26916","0.69140625","0.69140625","0.69140625","26916","26916","26916","0.7265625","0.7265625","0.7265625"
"799","26945","26945","26945","0.64453125","0.64453125","0.64453125","26945","26945","26945","0.69140625","0.69140625","0.69140625","26945","26945","26945","0.70703125","0.70703125","0.70703125"
"800","26974","26974","26974","0.7265625","0.7265625","0.7265625","26974","26974","26974","0.765625","0.765625","0.765625","26974","26974","26974","0.765625","0.765625","0.765625"
"801","27154","27154","27154","0.6640625","0.6640625","0.6640625","27154","27154","27154","0.71875","0.71875","0.71875","27154","27154","27154","0.73046875","0.73046875","0.73046875"
"802","27183","27183","27183","0.69921875","0.69921875","0.69921875","27183","27183","27183","0.73046875","0.73046875","0.73046875","27183","27183","27183","0.76171875","0.76171875","0.76171875"
"803","27212","27212","27212","0.76171875","0.76171875","0.76171875","27212","27212","27212","0.83984375","0.83984375","0.83984375","27212","27212","27212","0.76953125","0.76953125","0.76953125"
"804","27241","27241","27241","0.74609375","0.74609375","0.74609375","27241","27241","27241","0.8203125","0.8203125","0.8203125","27241","27241","27241","0.828125","0.828125","0.828125"
"805","27270","27270","27270","0.65234375","0.65234375","0.65234375","27270","27270","27270","0.7109375","0.7109375","0.7109375","27270","27270","27270","0.74609375","0.74609375","0.74609375"
"806","27299","27299","27299","0.7734375","0.7734375","0.7734375","27299","27299","27299","0.76171875","0.76171875","0.76171875","27299","27299","27299","0.8046875","0.8046875","0.8046875"
"807","27328","27328","27328","0.76171875","0.76171875","0.76171875","27328","27328","27328","0.77734375","0.77734375","0.77734375","27328","27328","27328","0.75390625","0.75390625","0.75390625"
"808","27357","27357","27357","0.7265625","0.7265625","0.7265625","27357","27357","27357","0.73046875","0.73046875","0.73046875","27357","27357","27357","0.765625","0.765625","0.765625"
"809","27386","27386","27386","0.640625","0.640625","0.640625","27386","27386","27386","0.71484375","0.71484375","0.71484375","27386","27386","27386","0.703125","0.703125","0.703125"
"810","27415","27415","27415","0.796875","0.796875","0.796875","27415","27415","27415","0.80078125","0.80078125","0.80078125","27415","27415","27415","0.80859375","0.80859375","0.80859375"
"811","27444","27444","27444","0.8046875","0.8046875","0.8046875","27444","27444","27444","0.8359375","0.8359375","0.8359375","27444","27444","27444","0.84375","0.84375","0.84375"
"812","27473","27473","27473","0.8203125","0.8203125","0.8203125","27473","27473","27473","0.82421875","0.82421875","0.82421875","27473","27473","27473","0.8125","0.8125","0.8125"
"813","27502","27502","27502","0.66796875","0.66796875","0.66796875","27502","27502","27502","0.7734375","0.7734375","0.7734375","27502","27502","27502","0.734375","0.734375","0.734375"
"814","27531","27531","27531","0.75390625","0.75390625","0.75390625","27531","27531","27531","0.765625","0.765625","0.765625","27531","27531","27531","0.78515625","0.78515625","0.78515625"
"815","27560","27560","27560","0.734375","0.734375","0.734375","27560","27560","27560","0.75","0.75","0.75","27560","27560","27560","0.7578125","0.7578125","0.7578125"
"816","27589","27589","27589","0.69921875","0.69921875","0.69921875","27589","27589","27589","0.68359375","0.68359375","0.68359375","27589","27589","27589","0.69140625","0.69140625","0.69140625"
"817","27618","27618","27618","0.73828125","0.73828125","0.73828125","27618","27618","27618","0.77734375","0.77734375","0.77734375","27618","27618","27618","0.74609375","0.74609375","0.74609375"
"818","27647","27647","27647","0.63671875","0.63671875","0.63671875","27647","27647","27647","0.70703125","0.70703125","0.70703125","27647","27647","27647","0.6875","0.6875","0.6875"
"819","27676","27676","27676","0.65234375","0.65234375","0.65234375","27676","27676","27676","0.671875","0.671875","0.671875","27676","27676","27676","0.67578125","0.67578125","0.67578125"
"820","27705","27705","27705","0.84375","0.84375","0.84375","27705","27705","27705","0.875","0.875","0.875","27705","27705","27705","0.8671875","0.8671875","0.8671875"
"821","27734","27734","27734","0.79296875","0.79296875","0.79296875","27734","27734","27734","0.765625","0.765625","0.765625","27734","27734","27734","0.75390625","0.75390625","0.75390625"
"822","27763","27763","27763","0.75390625","0.75390625","0.75390625","27763","27763","27763","0.73828125","0.73828125","0.73828125","27763","27763","27763","0.74609375","0.74609375","0.74609375"
"823","27792","27792","27792","0.7421875","0.7421875","0.7421875","27792","27792","27792","0.75390625","0.75390625","0.75390625","27792","27792","27792","0.74609375","0.74609375","0.74609375"
"824","27821","27821","27821","0.6484375","0.6484375","0.6484375","27821","27821","27821","0.65234375","0.65234375","0.65234375","27821","27821","27821","0.62109375","0.62109375","0.62109375"
"825","27850","27850","27850","0.78515625","0.78515625","0.78515625","27850","27850","27850","0.77734375","0.77734375","0.77734375","27850","27850","27850","0.75390625","0.75390625","0.75390625"
"826","27879","27879","27879","0.75390625","0.75390625","0.75390625","27879","27879","27879","0.7734375","0.7734375","0.7734375","27879","27879","27879","0.79296875","0.79296875","0.79296875"
"827","27908","27908","27908","0.75","0.75","0.75","27908","27908","27908","0.73828125","0.73828125","0.73828125","27908","27908","27908","0.72265625","0.72265625","0.72265625"
"828","27937","27937","27937","0.6875","0.6875","0.6875","27937","27937","27937","0.7109375","0.7109375","0.7109375","27937","27937","27937","0.73828125","0.73828125","0.73828125"
"829","27966","27966","27966","0.765625","0.765625","0.765625","27966","27966","27966","0.77734375","0.77734375","0.77734375","27966","27966","27966","0.83203125","0.83203125","0.83203125"
"830","27995","27995","27995","0.7734375","0.7734375","0.7734375","27995","27995","27995","0.828125","0.828125","0.828125","27995","27995","27995","0.79296875","0.79296875","0.79296875"
"831","28024","28024","28024","0.71875","0.71875","0.71875","28024","28024","28024","0.71875","0.71875","0.71875","28024","28024","28024","0.71484375","0.71484375","0.71484375"
"832","28053","28053","28053","0.66796875","0.66796875","0.66796875","28053","28053","28053","0.69921875","0.69921875","0.69921875","28053","28053","28053","0.67578125","0.67578125","0.67578125"
"833","28233","28233","28233","0.7421875","0.7421875","0.7421875","28233","28233","28233","0.76171875","0.76171875","0.76171875","28233","28233","28233","0.7578125","0.7578125","0.7578125"
"834","28262","28262","28262","0.6875","0.6875","0.6875","28262","28262","28262","0.6796875","0.6796875","0.6796875","28262","28262","28262","0.71484375","0.71484375","0.71484375"
"835","28291","28291","28291","0.703125","0.703125","0.703125","28291","28291","28291","0.6875","0.6875","0.6875","28291","28291","28291","0.6796875","0.6796875","0.6796875"
"836","28320","28320","28320","0.875","0.875","0.875","28320","28320","28320","0.8828125","0.8828125","0.8828125","28320","28320","28320","0.89453125","0.89453125","0.89453125"
"837","28349","28349","28349","0.79296875","0.79296875","0.79296875","28349","28349","28349","0.79296875","0.79296875","0.79296875","28349","28349","28349","0.8203125","0.8203125","0.8203125"
"838","28378","28378","28378","0.79296875","0.79296875","0.79296875","28378","28378","28378","0.78125","0.78125","0.78125","28378","28378","28378","0.8046875","0.8046875","0.8046875"
"839","28407","28407","28407","0.8125","0.8125","0.8125","28407","28407","28407","0.78125","0.78125","0.78125","28407","28407","28407","0.7890625","0.7890625","0.7890625"
"840","28436","28436","28436","0.7578125","0.7578125","0.7578125","28436","28436","28436","0.75","0.75","0.75","28436","28436","28436","0.78125","0.78125","0.78125"
"841","28465","28465","28465","0.75","0.75","0.75","28465","28465","28465","0.78125","0.78125","0.78125","28465","28465","28465","0.74609375","0.74609375","0.74609375"
"842","28494","28494","28494","0.58203125","0.58203125","0.58203125","28494","28494","28494","0.65625","0.65625","0.65625","28494","28494","28494","0.59375","0.59375","0.59375"
"843","28523","28523","28523","0.78515625","0.78515625","0.78515625","28523","28523","28523","0.8125","0.8125","0.8125","28523","28523","28523","0.81640625","0.81640625","0.81640625"
"844","28552","28552","28552","0.80859375","0.80859375","0.80859375","28552","28552","28552","0.7734375","0.7734375","0.7734375","28552","28552","28552","0.82421875","0.82421875","0.82421875"
"845","28581","28581","28581","0.81640625","0.81640625","0.81640625","28581","28581","28581","0.82421875","0.82421875","0.82421875","28581","28581","28581","0.86328125","0.86328125","0.86328125"
"846","28610","28610","28610","0.62890625","0.62890625","0.62890625","28610","28610","28610","0.640625","0.640625","0.640625","28610","28610","28610","0.640625","0.640625","0.640625"
"847","28639","28639","28639","0.8125","0.8125","0.8125","28639","28639","28639","0.828125","0.828125","0.828125","28639","28639","28639","0.828125","0.828125","0.828125"
"848","28668","28668","28668","0.78125","0.78125","0.78125","28668","28668","28668","0.7734375","0.7734375","0.7734375","28668","28668","28668","0.82421875","0.82421875","0.82421875"
"849","28697","28697","28697","0.76953125","0.76953125","0.76953125","28697","28697","28697","0.78125","0.78125","0.78125","28697","28697","28697","0.859375","0.859375","0.859375"
"850","28726","28726","28726","0.69921875","0.69921875","0.69921875","28726","28726","28726","0.73828125","0.73828125","0.73828125","28726","28726","28726","0.71875","0.71875","0.71875"
"851","28755","28755","28755","0.7109375","0.7109375","0.7109375","28755","28755","28755","0.71484375","0.71484375","0.71484375","28755","28755","28755","0.7109375","0.7109375","0.7109375"
"852","28784","28784","28784","0.8125","0.8125","0.8125","28784","28784","28784","0.83203125","0.83203125","0.83203125","28784","28784","28784","0.83203125","0.83203125","0.83203125"
"853","28813","28813","28813","0.87890625","0.87890625","0.87890625","28813","28813","28813","0.8828125","0.8828125","0.8828125","28813","28813","28813","0.87890625","0.87890625","0.87890625"
"854","28842","28842","28842","0.7890625","0.7890625","0.7890625","28842","28842","28842","0.80859375","0.80859375","0.80859375","28842","28842","28842","0.81640625","0.81640625","0.81640625"
"855","28871","28871","28871","0.70703125","0.70703125","0.70703125","28871","28871","28871","0.7578125","0.7578125","0.7578125","28871","28871","28871","0.7265625","0.7265625","0.7265625"
"856","28900","28900","28900","0.62109375","0.62109375","0.62109375","28900","28900","28900","0.640625","0.640625","0.640625","28900","28900","28900","0.62109375","0.62109375","0.62109375"
"857","28929","28929","28929","0.82421875","0.82421875","0.82421875","28929","28929","28929","0.86328125","0.86328125","0.86328125","28929","28929","28929","0.89453125","0.89453125","0.89453125"
"858","28958","28958","28958","0.6015625","0.6015625","0.6015625","28958","28958","28958","0.66015625","0.66015625","0.66015625","28958","28958","28958","0.65625","0.65625","0.65625"
"859","28987","28987","28987","0.74609375","0.74609375","0.74609375","28987","28987","28987","0.8046875","0.8046875","0.8046875","28987","28987","28987","0.796875","0.796875","0.796875"
"860","29016","29016","29016","0.6640625","0.6640625","0.6640625","29016","29016","29016","0.75","0.75","0.75","29016","29016","29016","0.76171875","0.76171875","0.76171875"
"861","29045","29045","29045","0.71484375","0.71484375","0.71484375","29045","29045","29045","0.74609375","0.74609375","0.74609375","29045","29045","29045","0.75","0.75","0.75"
"862","29074","29074","29074","0.69921875","0.69921875","0.69921875","29074","29074","29074","0.703125","0.703125","0.703125","29074","29074","29074","0.68359375","0.68359375","0.68359375"
"863","29103","29103","29103","0.765625","0.765625","0.765625","29103","29103","29103","0.7890625","0.7890625","0.7890625","29103","29103","29103","0.80078125","0.80078125","0.80078125"
"864","29132","29132","29132","0.6640625","0.6640625","0.6640625","29132","29132","29132","0.6953125","0.6953125","0.6953125","29132","29132","29132","0.703125","0.703125","0.703125"
"865","29312","29312","29312","0.7265625","0.7265625","0.7265625","29312","29312","29312","0.73046875","0.73046875","0.73046875","29312","29312","29312","0.6953125","0.6953125","0.6953125"
"866","29341","29341","29341","0.84375","0.84375","0.84375","29341","29341","29341","0.8203125","0.8203125","0.8203125","29341","29341","29341","0.80859375","0.80859375","0.80859375"
"867","29370","29370","29370","0.7109375","0.7109375","0.7109375","29370","29370","29370","0.83203125","0.83203125","0.83203125","29370","29370","29370","0.76953125","0.76953125","0.76953125"
"868","29399","29399","29399","0.80078125","0.80078125","0.80078125","29399","29399","29399","0.86328125","0.86328125","0.86328125","29399","29399","29399","0.8515625","0.8515625","0.8515625"
"869","29428","29428","29428","0.79296875","0.79296875","0.79296875","29428","29428","29428","0.81640625","0.81640625","0.81640625","29428","29428","29428","0.8359375","0.8359375","0.8359375"
"870","29457","29457","29457","0.69140625","0.69140625","0.69140625","29457","29457","29457","0.67578125","0.67578125","0.67578125","29457","29457","29457","0.71875","0.71875","0.71875"
"871","29486","29486","29486","0.6640625","0.6640625","0.6640625","29486","29486","29486","0.7265625","0.7265625","0.7265625","29486","29486","29486","0.72265625","0.72265625","0.72265625"
"872","29515","29515","29515","0.66015625","0.66015625","0.66015625","29515","29515","29515","0.703125","0.703125","0.703125","29515","29515","29515","0.73046875","0.73046875","0.73046875"
"873","29544","29544","29544","0.65625","0.65625","0.65625","29544","29544","29544","0.69140625","0.69140625","0.69140625","29544","29544","29544","0.70703125","0.70703125","0.70703125"
