"train/global_step","[paper]GEPO_diff4 - _step","[paper]GEPO_diff4 - _step__MIN","[paper]GEPO_diff4 - _step__MAX","[paper]GEPO_diff4 - train/step_diff","[paper]GEPO_diff4 - train/step_diff__MIN","[paper]GEPO_diff4 - train/step_diff__MAX","[paper]GEPO_diff32 - _step","[paper]GEPO_diff32 - _step__MIN","[paper]GEPO_diff32 - _step__MAX","[paper]GEPO_diff32 - train/step_diff","[paper]GEPO_diff32 - train/step_diff__MIN","[paper]GEPO_diff32 - train/step_diff__MAX"
"378","15114","15114","15114","2","2","2","15114","15114","15114","36","36","36"
"379","15149","15149","15149","3","3","3","15149","15149","15149","41","41","41"
"380","15184","15184","15184","4","4","4","15184","15184","15184","38","38","38"
"381","15219","15219","15219","3","3","3","15219","15219","15219","43","43","43"
"382","15254","15254","15254","6","6","6","15254","15254","15254","4","4","4"
"383","15289","15289","15289","1","1","1","15289","15289","15289","24","24","24"
"384","15324","15324","15324","1","1","1","15324","15324","15324","21","21","21"
"385","15736","15736","15736","0","0","0","15736","15736","15736","0","0","0"
"386","15771","15771","15771","4","4","4","15771","15771","15771","22","22","22"
"387","15806","15806","15806","3","3","3","15806","15806","15806","24","24","24"
"388","15841","15841","15841","5","5","5","15841","15841","15841","20","20","20"
"389","15876","15876","15876","7","7","7","15876","15876","15876","25","25","25"
"390","15911","15911","15911","2","2","2","15911","15911","15911","27","27","27"
"391","15946","15946","15946","7","7","7","15946","15946","15946","27","27","27"
"392","15981","15981","15981","7","7","7","15981","15981","15981","24","24","24"
"393","16016","16016","16016","0","0","0","16016","16016","16016","25","25","25"
"394","16051","16051","16051","1","1","1","16051","16051","16051","31","31","31"
"395","16086","16086","16086","2","2","2","16086","16086","16086","31","31","31"
"396","16121","16121","16121","3","3","3","16121","16121","16121","33","33","33"
"397","16156","16156","16156","4","4","4","16156","16156","16156","29","29","29"
"398","16191","16191","16191","2","2","2","16191","16191","16191","30","30","30"
"399","16226","16226","16226","2","2","2","16226","16226","16226","35","35","35"
"400","16261","16261","16261","3","3","3","16261","16261","16261","37","37","37"
"401","16296","16296","16296","5","5","5","16296","16296","16296","33","33","33"
"402","16331","16331","16331","0","0","0","16331","16331","16331","34","34","34"
"403","16366","16366","16366","1","1","1","16366","16366","16366","40","40","40"
"404","16401","16401","16401","2","2","2","16401","16401","16401","36","36","36"
"405","16436","16436","16436","3","3","3","16436","16436","16436","4","4","4"
"406","16471","16471","16471","4","4","4","16471","16471","16471","25","25","25"
"407","16506","16506","16506","0","0","0","16506","16506","16506","26","26","26"
"408","16541","16541","16541","1","1","1","16541","16541","16541","27","27","27"
"409","16576","16576","16576","2","2","2","16576","16576","16576","28","28","28"
"410","16611","16611","16611","3","3","3","16611","16611","16611","4","4","4"
"411","16646","16646","16646","4","4","4","16646","16646","16646","27","27","27"
"412","16681","16681","16681","1","1","1","16681","16681","16681","28","28","28"
"413","16716","16716","16716","6","6","6","16716","16716","16716","29","29","29"
"414","16751","16751","16751","3","3","3","16751","16751","16751","30","30","30"
"415","16786","16786","16786","2","2","2","16786","16786","16786","31","31","31"
"416","16821","16821","16821","3","3","3","16821","16821","16821","32","32","32"
"417","16856","16856","16856","4","4","4","16856","16856","16856","32","32","32"
"418","16891","16891","16891","1","1","1","16891","16891","16891","34","34","34"
"419","16926","16926","16926","6","6","6","16926","16926","16926","34","34","34"
"420","16961","16961","16961","3","3","3","16961","16961","16961","36","36","36"
"421","16996","16996","16996","3","3","3","16996","16996","16996","36","36","36"
"422","17031","17031","17031","4","4","4","17031","17031","17031","37","37","37"
"423","17066","17066","17066","0","0","0","17066","17066","17066","39","39","39"
"424","17101","17101","17101","1","1","1","17101","17101","17101","39","39","39"
"425","17136","17136","17136","1","1","1","17136","17136","17136","4","4","4"
"426","17171","17171","17171","3","3","3","17171","17171","17171","25","25","25"
"427","17206","17206","17206","3","3","3","17206","17206","17206","26","26","26"
"428","17241","17241","17241","5","5","5","17241","17241","17241","22","22","22"
"429","17276","17276","17276","0","0","0","17276","17276","17276","28","28","28"
"430","17311","17311","17311","1","1","1","17311","17311","17311","24","24","24"
"431","17346","17346","17346","2","2","2","17346","17346","17346","25","25","25"
"432","17381","17381","17381","3","3","3","17381","17381","17381","31","31","31"
"433","17416","17416","17416","4","4","4","17416","17416","17416","27","27","27"
"434","17451","17451","17451","3","3","3","17451","17451","17451","28","28","28"
"435","17486","17486","17486","6","6","6","17486","17486","17486","34","34","34"
"436","17521","17521","17521","0","0","0","17521","17521","17521","3","3","3"
"437","17556","17556","17556","1","1","1","17556","17556","17556","31","31","31"
"438","17591","17591","17591","2","2","2","17591","17591","17591","32","32","32"
"439","17626","17626","17626","3","3","3","17626","17626","17626","4","4","4"
"440","17661","17661","17661","4","4","4","17661","17661","17661","34","34","34"
"441","17696","17696","17696","0","0","0","17696","17696","17696","3","3","3"
"442","17731","17731","17731","1","1","1","17731","17731","17731","36","36","36"
"443","17766","17766","17766","2","2","2","17766","17766","17766","3","3","3"
"444","17801","17801","17801","3","3","3","17801","17801","17801","3","3","3"
"445","17836","17836","17836","4","4","4","17836","17836","17836","24","24","24"
"446","17871","17871","17871","4","4","4","17871","17871","17871","25","25","25"
"447","17906","17906","17906","2","2","2","17906","17906","17906","4","4","4"
"448","17941","17941","17941","1","1","1","17941","17941","17941","3","3","3"
"449","18353","18353","18353","0","0","0","18353","18353","18353","0","0","0"
"450","18388","18388","18388","5","5","5","18388","18388","18388","29","29","29"
"451","18423","18423","18423","4","4","4","18423","18423","18423","30","30","30"
"452","18458","18458","18458","7","7","7","18458","18458","18458","31","31","31"
"453","18493","18493","18493","5","5","5","18493","18493","18493","32","32","32"
"454","18528","18528","18528","3","3","3","18528","18528","18528","33","33","33"
"455","18563","18563","18563","2","2","2","18563","18563","18563","34","34","34"
"456","18598","18598","18598","7","7","7","18598","18598","18598","35","35","35"
"457","18633","18633","18633","8","8","8","18633","18633","18633","24","24","24"
"458","18668","18668","18668","2","2","2","18668","18668","18668","37","37","37"
"459","18703","18703","18703","2","2","2","18703","18703","18703","38","38","38"
"460","18738","18738","18738","7","7","7","18738","18738","18738","25","25","25"
"461","18773","18773","18773","8","8","8","18773","18773","18773","40","40","40"
"462","18808","18808","18808","0","0","0","18808","18808","18808","41","41","41"
"463","18843","18843","18843","1","1","1","18843","18843","18843","3","3","3"
"464","18878","18878","18878","2","2","2","18878","18878","18878","26","26","26"
"465","18913","18913","18913","3","3","3","18913","18913","18913","27","27","27"
"466","18948","18948","18948","4","4","4","18948","18948","18948","4","4","4"
"467","18983","18983","18983","0","0","0","18983","18983","18983","27","27","27"
"468","19018","19018","19018","1","1","1","19018","19018","19018","27","27","27"
"469","19053","19053","19053","2","2","2","19053","19053","19053","29","29","29"
"470","19088","19088","19088","3","3","3","19088","19088","19088","27","27","27"
"471","19123","19123","19123","2","2","2","19123","19123","19123","25","25","25"
"472","19158","19158","19158","2","2","2","19158","19158","19158","27","27","27"
"473","19193","19193","19193","3","3","3","19193","19193","19193","26","26","26"
"474","19228","19228","19228","5","5","5","19228","19228","19228","28","28","28"
"475","19263","19263","19263","0","0","0","19263","19263","19263","32","32","32"
"476","19298","19298","19298","1","1","1","19298","19298","19298","31","31","31"
"477","19333","19333","19333","2","2","2","19333","19333","19333","30","30","30"
"478","19368","19368","19368","3","3","3","19368","19368","19368","32","32","32"
"479","19403","19403","19403","4","4","4","19403","19403","19403","36","36","36"
"480","19438","19438","19438","2","2","2","19438","19438","19438","4","4","4"
"481","19473","19473","19473","6","6","6","19473","19473","19473","34","34","34"
"482","19508","19508","19508","7","7","7","19508","19508","19508","33","33","33"
"483","19543","19543","19543","3","3","3","19543","19543","19543","4","4","4"
"484","19578","19578","19578","3","3","3","19578","19578","19578","35","35","35"
"485","19613","19613","19613","7","7","7","19613","19613","19613","36","36","36"
"486","19648","19648","19648","1","1","1","19648","19648","19648","37","37","37"
"487","19683","19683","19683","6","6","6","19683","19683","19683","38","38","38"
"488","19718","19718","19718","7","7","7","19718","19718","19718","39","39","39"
"489","19753","19753","19753","3","3","3","19753","19753","19753","40","40","40"
"490","19788","19788","19788","5","5","5","19788","19788","19788","41","41","41"
"491","19823","19823","19823","0","0","0","19823","19823","19823","42","42","42"
"492","19858","19858","19858","1","1","1","19858","19858","19858","43","43","43"
"493","19893","19893","19893","2","2","2","19893","19893","19893","44","44","44"
"494","19928","19928","19928","3","3","3","19928","19928","19928","45","45","45"
"495","19963","19963","19963","1","1","1","19963","19963","19963","46","46","46"
"496","19998","19998","19998","5","5","5","19998","19998","19998","47","47","47"
"497","20033","20033","20033","3","3","3","20033","20033","20033","48","48","48"
"498","20068","20068","20068","4","4","4","20068","20068","20068","49","49","49"
"499","20103","20103","20103","0","0","0","20103","20103","20103","50","50","50"
"500","20138","20138","20138","1","1","1","20138","20138","20138","51","51","51"
"501","20173","20173","20173","2","2","2","20173","20173","20173","52","52","52"
"502","20208","20208","20208","3","3","3","20208","20208","20208","53","53","53"
"503","20243","20243","20243","4","4","4","20243","20243","20243","4","4","4"
"504","20278","20278","20278","3","3","3","20278","20278","20278","4","4","4"
"505","20313","20313","20313","3","3","3","20313","20313","20313","29","29","29"
"506","20348","20348","20348","7","7","7","20348","20348","20348","30","30","30"
"507","20383","20383","20383","3","3","3","20383","20383","20383","4","4","4"
"508","20418","20418","20418","7","7","7","20418","20418","20418","32","32","32"
"509","20453","20453","20453","0","0","0","20453","20453","20453","30","30","30"
"510","20488","20488","20488","1","1","1","20488","20488","20488","34","34","34"
"511","20523","20523","20523","2","2","2","20523","20523","20523","4","4","4"
"512","20558","20558","20558","3","3","3","20558","20558","20558","33","33","33"
"513","20970","20970","20970","0","0","0","20970","20970","20970","0","0","0"
"514","21005","21005","21005","5","5","5","21005","21005","21005","14","14","14"
"515","21040","21040","21040","6","6","6","21040","21040","21040","16","16","16"
"516","21075","21075","21075","7","7","7","21075","21075","21075","16","16","16"
"517","21110","21110","21110","4","4","4","21110","21110","21110","18","18","18"
"518","21145","21145","21145","3","3","3","21145","21145","21145","15","15","15"
"519","21180","21180","21180","1","1","1","21180","21180","21180","20","20","20"
"520","21215","21215","21215","5","5","5","21215","21215","21215","17","17","17"
"521","21250","21250","21250","6","6","6","21250","21250","21250","14","14","14"
"522","21285","21285","21285","4","4","4","21285","21285","21285","12","12","12"
"523","21320","21320","21320","0","0","0","21320","21320","21320","13","13","13"
"524","21355","21355","21355","1","1","1","21355","21355","21355","4","4","4"
"525","21390","21390","21390","1","1","1","21390","21390","21390","18","18","18"
"526","21425","21425","21425","3","3","3","21425","21425","21425","16","16","16"
"527","21460","21460","21460","3","3","3","21460","21460","21460","17","17","17"
"528","21495","21495","21495","5","5","5","21495","21495","21495","21","21","21"
"529","21530","21530","21530","1","1","1","21530","21530","21530","19","19","19"
"530","21565","21565","21565","6","6","6","21565","21565","21565","4","4","4"
"531","21600","21600","21600","2","2","2","21600","21600","21600","21","21","21"
"532","21635","21635","21635","4","4","4","21635","21635","21635","25","25","25"
"533","21670","21670","21670","5","5","5","21670","21670","21670","23","23","23"
"534","21705","21705","21705","2","2","2","21705","21705","21705","21","21","21"
"535","21740","21740","21740","6","6","6","21740","21740","21740","28","28","28"
"536","21775","21775","21775","2","2","2","21775","21775","21775","26","26","26"
"537","21810","21810","21810","5","5","5","21810","21810","21810","24","24","24"
"538","21845","21845","21845","3","3","3","21845","21845","21845","31","31","31"
"539","21880","21880","21880","5","5","5","21880","21880","21880","26","26","26"
"540","21915","21915","21915","1","1","1","21915","21915","21915","30","30","30"
"541","21950","21950","21950","1","1","1","21950","21950","21950","28","28","28"
"542","21985","21985","21985","2","2","2","21985","21985","21985","35","35","35"
"543","22020","22020","22020","4","4","4","22020","22020","22020","30","30","30"
"544","22055","22055","22055","4","4","4","22055","22055","22055","34","34","34"
"545","22090","22090","22090","0","0","0","22090","22090","22090","32","32","32"
"546","22125","22125","22125","1","1","1","22125","22125","22125","33","33","33"
"547","22160","22160","22160","2","2","2","22160","22160","22160","34","34","34"
"548","22195","22195","22195","3","3","3","22195","22195","22195","4","4","4"
"549","22230","22230","22230","4","4","4","22230","22230","22230","36","36","36"
"550","22265","22265","22265","3","3","3","22265","22265","22265","37","37","37"
"551","22300","22300","22300","6","6","6","22300","22300","22300","38","38","38"
"552","22335","22335","22335","1","1","1","22335","22335","22335","39","39","39"
"553","22370","22370","22370","6","6","6","22370","22370","22370","40","40","40"
"554","22405","22405","22405","7","7","7","22405","22405","22405","41","41","41"
"555","22440","22440","22440","4","4","4","22440","22440","22440","42","42","42"
"556","22475","22475","22475","1","1","1","22475","22475","22475","43","43","43"
"557","22510","22510","22510","6","6","6","22510","22510","22510","44","44","44"
"558","22545","22545","22545","7","7","7","22545","22545","22545","45","45","45"
"559","22580","22580","22580","2","2","2","22580","22580","22580","46","46","46"
"560","22615","22615","22615","5","5","5","22615","22615","22615","47","47","47"
"561","22650","22650","22650","4","4","4","22650","22650","22650","48","48","48"
"562","22685","22685","22685","3","3","3","22685","22685","22685","49","49","49"
"563","22720","22720","22720","8","8","8","22720","22720","22720","50","50","50"
"564","22755","22755","22755","0","0","0","22755","22755","22755","3","3","3"
"565","22790","22790","22790","1","1","1","22790","22790","22790","21","21","21"
"566","22825","22825","22825","2","2","2","22825","22825","22825","3","3","3"
"567","22860","22860","22860","3","3","3","22860","22860","22860","23","23","23"
"568","22895","22895","22895","3","3","3","22895","22895","22895","24","24","24"
"569","22930","22930","22930","5","5","5","22930","22930","22930","25","25","25"
"570","22965","22965","22965","0","0","0","22965","22965","22965","4","4","4"
"571","23000","23000","23000","1","1","1","23000","23000","23000","27","27","27"
"572","23035","23035","23035","2","2","2","23035","23035","23035","28","28","28"
"573","23070","23070","23070","3","3","3","23070","23070","23070","3","3","3"
"574","23105","23105","23105","4","4","4","23105","23105","23105","13","13","13"
"575","23140","23140","23140","3","3","3","23140","23140","23140","4","4","4"
"576","23175","23175","23175","6","6","6","23175","23175","23175","32","32","32"
"577","23587","23587","23587","0","0","0","23587","23587","23587","0","0","0"
"578","23622","23622","23622","2","2","2","23622","23622","23622","17","17","17"
"579","23657","23657","23657","3","3","3","23657","23657","23657","16","16","16"
"580","23692","23692","23692","4","4","4","23692","23692","23692","19","19","19"
"581","23727","23727","23727","5","5","5","23727","23727","23727","18","18","18"
"582","23762","23762","23762","1","1","1","23762","23762","23762","16","16","16"
"583","23797","23797","23797","6","6","6","23797","23797","23797","20","20","20"
"584","23832","23832","23832","7","7","7","23832","23832","23832","18","18","18"
"585","23867","23867","23867","8","8","8","23867","23867","23867","15","15","15"
"586","23902","23902","23902","1","1","1","23902","23902","23902","23","23","23"
"587","23937","23937","23937","1","1","1","23937","23937","23937","16","16","16"
"588","23972","23972","23972","2","2","2","23972","23972","23972","18","18","18"
"589","24007","24007","24007","4","4","4","24007","24007","24007","26","26","26"
"590","24042","24042","24042","4","4","4","24042","24042","24042","24","24","24"
"591","24077","24077","24077","0","0","0","24077","24077","24077","21","21","21"
"592","24112","24112","24112","1","1","1","24112","24112","24112","4","4","4"
"593","24147","24147","24147","2","2","2","24147","24147","24147","30","30","30"
"594","24182","24182","24182","3","3","3","24182","24182","24182","23","23","23"
"595","24217","24217","24217","4","4","4","24217","24217","24217","29","29","29"
"596","24252","24252","24252","1","1","1","24252","24252","24252","26","26","26"
"597","24287","24287","24287","6","6","6","24287","24287","24287","34","34","34"
"598","24322","24322","24322","7","7","7","24322","24322","24322","32","32","32"
"599","24357","24357","24357","8","8","8","24357","24357","24357","4","4","4"
"600","24392","24392","24392","0","0","0","24392","24392","24392","30","30","30"
"601","24427","24427","24427","1","1","1","24427","24427","24427","38","38","38"
"602","24462","24462","24462","2","2","2","24462","24462","24462","36","36","36"
"603","24497","24497","24497","3","3","3","24497","24497","24497","4","4","4"
"604","24532","24532","24532","4","4","4","24532","24532","24532","27","27","27"
"605","24567","24567","24567","0","0","0","24567","24567","24567","28","28","28"
"606","24602","24602","24602","1","1","1","24602","24602","24602","29","29","29"
"607","24637","24637","24637","2","2","2","24637","24637","24637","30","30","30"
"608","24672","24672","24672","3","3","3","24672","24672","24672","31","31","31"
"609","24707","24707","24707","4","4","4","24707","24707","24707","4","4","4"
"610","24742","24742","24742","1","1","1","24742","24742","24742","33","33","33"
"611","24777","24777","24777","6","6","6","24777","24777","24777","34","34","34"
"612","24812","24812","24812","7","7","7","24812","24812","24812","35","35","35"
"613","24847","24847","24847","4","4","4","24847","24847","24847","3","3","3"
"614","24882","24882","24882","0","0","0","24882","24882","24882","26","26","26"
"615","24917","24917","24917","1","1","1","24917","24917","24917","27","27","27"
"616","24952","24952","24952","2","2","2","24952","24952","24952","28","28","28"
"617","24987","24987","24987","3","3","3","24987","24987","24987","22","22","22"
"618","25022","25022","25022","3","3","3","25022","25022","25022","3","3","3"
"619","25057","25057","25057","5","5","5","25057","25057","25057","31","31","31"
"620","25092","25092","25092","0","0","0","25092","25092","25092","25","25","25"
"621","25127","25127","25127","1","1","1","25127","25127","25127","33","33","33"
"622","25162","25162","25162","2","2","2","25162","25162","25162","27","27","27"
"623","25197","25197","25197","3","3","3","25197","25197","25197","24","24","24"
"624","25232","25232","25232","4","4","4","25232","25232","25232","4","4","4"
"625","25267","25267","25267","3","3","3","25267","25267","25267","26","26","26"
"626","25302","25302","25302","3","3","3","25302","25302","25302","38","38","38"
"627","25337","25337","25337","7","7","7","25337","25337","25337","28","28","28"
"628","25372","25372","25372","0","0","0","25372","25372","25372","23","23","23"
"629","25407","25407","25407","1","1","1","25407","25407","25407","41","41","41"
"630","25442","25442","25442","2","2","2","25442","25442","25442","20","20","20"
"631","25477","25477","25477","2","2","2","25477","25477","25477","4","4","4"
"632","25512","25512","25512","4","4","4","25512","25512","25512","22","22","22"
"633","25547","25547","25547","5","5","5","25547","25547","25547","23","23","23"
"634","25582","25582","25582","3","3","3","25582","25582","25582","24","24","24"
"635","25617","25617","25617","6","6","6","25617","25617","25617","25","25","25"
"636","25652","25652","25652","1","1","1","25652","25652","25652","3","3","3"
"637","25687","25687","25687","6","6","6","25687","25687","25687","27","27","27"
"638","25722","25722","25722","7","7","7","25722","25722","25722","28","28","28"
"639","25757","25757","25757","8","8","8","25757","25757","25757","4","4","4"
"640","25792","25792","25792","3","3","3","25792","25792","25792","25","25","25"
"641","26204","26204","26204","0","0","0","26204","26204","26204","0","0","0"
"642","26239","26239","26239","4","4","4","26239","26239","26239","32","32","32"
"643","26274","26274","26274","5","5","5","26274","26274","26274","33","33","33"
"644","26309","26309","26309","7","7","7","26309","26309","26309","29","29","29"
"645","26344","26344","26344","7","7","7","26344","26344","26344","30","30","30"
"646","26379","26379","26379","4","4","4","26379","26379","26379","4","4","4"
"647","26414","26414","26414","0","0","0","26414","26414","26414","37","37","37"
"648","26449","26449","26449","1","1","1","26449","26449","26449","33","33","33"
"649","26484","26484","26484","2","2","2","26484","26484","26484","3","3","3"
"650","26519","26519","26519","3","3","3","26519","26519","26519","35","35","35"
"651","26554","26554","26554","4","4","4","26554","26554","26554","36","36","36"
"652","26589","26589","26589","1","1","1","26589","26589","26589","32","32","32"
"653","26624","26624","26624","2","2","2","26624","26624","26624","33","33","33"
"654","26659","26659","26659","3","3","3","26659","26659","26659","39","39","39"
"655","26694","26694","26694","4","4","4","26694","26694","26694","35","35","35"
"656","26729","26729","26729","0","0","0","26729","26729","26729","41","41","41"
"657","26764","26764","26764","1","1","1","26764","26764","26764","37","37","37"
"658","26799","26799","26799","2","2","2","26799","26799","26799","31","31","31"
"659","26834","26834","26834","3","3","3","26834","26834","26834","3","3","3"
"660","26869","26869","26869","4","4","4","26869","26869","26869","27","27","27"
"661","26904","26904","26904","1","1","1","26904","26904","26904","28","28","28"
"662","26939","26939","26939","2","2","2","26939","26939","26939","29","29","29"
"663","26974","26974","26974","3","3","3","26974","26974","26974","28","28","28"
"664","27009","27009","27009","4","4","4","27009","27009","27009","31","31","31"
"665","27044","27044","27044","0","0","0","27044","27044","27044","4","4","4"
"666","27079","27079","27079","1","1","1","27079","27079","27079","27","27","27"
"667","27114","27114","27114","2","2","2","27114","27114","27114","4","4","4"
"668","27149","27149","27149","3","3","3","27149","27149","27149","33","33","33"
"669","27184","27184","27184","4","4","4","27184","27184","27184","30","30","30"
"670","27219","27219","27219","2","2","2","27219","27219","27219","37","37","37"
"671","27254","27254","27254","6","6","6","27254","27254","27254","32","32","32"
"672","27289","27289","27289","7","7","7","27289","27289","27289","37","37","37"
"673","27324","27324","27324","0","0","0","27324","27324","27324","4","4","4"
"674","27359","27359","27359","1","1","1","27359","27359","27359","35","35","35"
"675","27394","27394","27394","2","2","2","27394","27394","27394","36","36","36"
"676","27429","27429","27429","3","3","3","27429","27429","27429","37","37","37"
"677","27464","27464","27464","4","4","4","27464","27464","27464","38","38","38"
"678","27499","27499","27499","3","3","3","27499","27499","27499","4","4","4"
"679","27534","27534","27534","2","2","2","27534","27534","27534","37","37","37"
"680","27569","27569","27569","7","7","7","27569","27569","27569","38","38","38"
"681","27604","27604","27604","8","8","8","27604","27604","27604","35","35","35"
"682","27639","27639","27639","2","2","2","27639","27639","27639","36","36","36"
"683","27674","27674","27674","6","6","6","27674","27674","27674","4","4","4"
"684","27709","27709","27709","4","4","4","27709","27709","27709","4","4","4"
"685","27744","27744","27744","1","1","1","27744","27744","27744","29","29","29"
"686","27779","27779","27779","6","6","6","27779","27779","27779","30","30","30"
"687","27814","27814","27814","7","7","7","27814","27814","27814","31","31","31"
"688","27849","27849","27849","8","8","8","27849","27849","27849","4","4","4"
"689","27884","27884","27884","0","0","0","27884","27884","27884","28","28","28"
"690","27919","27919","27919","1","1","1","27919","27919","27919","34","34","34"
"691","27954","27954","27954","2","2","2","27954","27954","27954","28","28","28"
"692","27989","27989","27989","3","3","3","27989","27989","27989","31","31","31"
"693","28024","28024","28024","3","3","3","28024","28024","28024","37","37","37"
"694","28059","28059","28059","5","5","5","28059","28059","28059","31","31","31"
"695","28094","28094","28094","1","1","1","28094","28094","28094","39","39","39"
"696","28129","28129","28129","6","6","6","28129","28129","28129","35","35","35"
"697","28164","28164","28164","7","7","7","28164","28164","28164","34","34","34"
"698","28199","28199","28199","4","4","4","28199","28199","28199","29","29","29"
"699","28234","28234","28234","3","3","3","28234","28234","28234","43","43","43"
"700","28269","28269","28269","6","6","6","28269","28269","28269","4","4","4"
"701","28304","28304","28304","0","0","0","28304","28304","28304","32","32","32"
"702","28339","28339","28339","1","1","1","28339","28339","28339","4","4","4"
"703","28374","28374","28374","2","2","2","28374","28374","28374","29","29","29"
"704","28409","28409","28409","3","3","3","28409","28409","28409","35","35","35"
"705","28821","28821","28821","0","0","0","28821","28821","28821","0","0","0"
"706","28856","28856","28856","3","3","3","28856","28856","28856","32","32","32"
"707","28891","28891","28891","6","6","6","28891","28891","28891","28","28","28"
"708","28926","28926","28926","5","5","5","28926","28926","28926","34","34","34"
"709","28961","28961","28961","5","5","5","28961","28961","28961","29","29","29"
"710","28996","28996","28996","2","2","2","28996","28996","28996","31","31","31"
"711","29031","29031","29031","7","7","7","29031","29031","29031","37","37","37"
"712","29066","29066","29066","7","7","7","29066","29066","29066","33","33","33"
"713","29101","29101","29101","2","2","2","29101","29101","29101","33","33","33"
"714","29136","29136","29136","6","6","6","29136","29136","29136","30","30","30"
"715","29171","29171","29171","4","4","4","29171","29171","29171","41","41","41"
"716","29206","29206","29206","0","0","0","29206","29206","29206","32","32","32"
"717","29241","29241","29241","1","1","1","29241","29241","29241","37","37","37"
"718","29276","29276","29276","1","1","1","29276","29276","29276","44","44","44"
"719","29311","29311","29311","2","2","2","29311","29311","29311","35","35","35"
"720","29346","29346","29346","2","2","2","29346","29346","29346","41","41","41"
"721","29381","29381","29381","3","3","3","29381","29381","29381","37","37","37"
"722","29416","29416","29416","1","1","1","29416","29416","29416","4","4","4"
"723","29451","29451","29451","6","6","6","29451","29451","29451","27","27","27"
"724","29486","29486","29486","2","2","2","29486","29486","29486","26","26","26"
"725","29521","29521","29521","4","4","4","29521","29521","29521","29","29","29"
"726","29556","29556","29556","4","4","4","29556","29556","29556","24","24","24"
"727","29591","29591","29591","1","1","1","29591","29591","29591","29","29","29"
"728","29626","29626","29626","6","6","6","29626","29626","29626","32","32","32"
"729","29661","29661","29661","7","7","7","29661","29661","29661","27","27","27"
"730","29696","29696","29696","4","4","4","29696","29696","29696","34","34","34"
"731","29731","29731","29731","0","0","0","29731","29731","29731","4","4","4"
"732","29766","29766","29766","1","1","1","29766","29766","29766","27","27","27"
"733","29801","29801","29801","2","2","2","29801","29801","29801","31","31","31"
"734","29836","29836","29836","3","3","3","29836","29836","29836","38","38","38"
"735","29871","29871","29871","4","4","4","29871","29871","29871","30","30","30"
"736","29906","29906","29906","1","1","1","29906","29906","29906","34","34","34"
"737","29941","29941","29941","6","6","6","29941","29941","29941","4","4","4"
"738","29976","29976","29976","3","3","3","29976","29976","29976","33","33","33"
"739","30011","30011","30011","8","8","8","30011","30011","30011","34","34","34"
"740","30046","30046","30046","0","0","0","30046","30046","30046","35","35","35"
"741","30081","30081","30081","1","1","1","30081","30081","30081","39","39","39"
"742","30116","30116","30116","2","2","2","30116","30116","30116","37","37","37"
"743","30151","30151","30151","3","3","3","30151","30151","30151","38","38","38"
"744","30186","30186","30186","4","4","4","30186","30186","30186","39","39","39"
"745","30221","30221","30221","0","0","0","30221","30221","30221","40","40","40"
"746","30256","30256","30256","1","1","1","30256","30256","30256","41","41","41"
"747","30291","30291","30291","2","2","2","30291","30291","30291","42","42","42"
"748","30326","30326","30326","1","1","1","30326","30326","30326","43","43","43"
"749","30361","30361","30361","2","2","2","30361","30361","30361","4","4","4"
"750","30396","30396","30396","3","3","3","30396","30396","30396","32","32","32"
"751","30431","30431","30431","4","4","4","30431","30431","30431","33","33","33"
"752","30466","30466","30466","1","1","1","30466","30466","30466","34","34","34"
"753","30501","30501","30501","6","6","6","30501","30501","30501","35","35","35"
"754","30536","30536","30536","7","7","7","30536","30536","30536","27","27","27"
"755","30571","30571","30571","8","8","8","30571","30571","30571","37","37","37"
"756","30606","30606","30606","0","0","0","30606","30606","30606","29","29","29"
"757","30641","30641","30641","1","1","1","30641","30641","30641","39","39","39"
"758","30676","30676","30676","2","2","2","30676","30676","30676","31","31","31"
"759","30711","30711","30711","3","3","3","30711","30711","30711","26","26","26"
"760","30746","30746","30746","4","4","4","30746","30746","30746","33","33","33"
"761","30781","30781","30781","2","2","2","30781","30781","30781","43","43","43"
"762","30816","30816","30816","6","6","6","30816","30816","30816","29","29","29"
"763","30851","30851","30851","2","2","2","30851","30851","30851","36","36","36"
"764","30886","30886","30886","5","5","5","30886","30886","30886","46","46","46"
"765","30921","30921","30921","3","3","3","30921","30921","30921","4","4","4"
"766","30956","30956","30956","5","5","5","30956","30956","30956","33","33","33"
"767","30991","30991","30991","0","0","0","30991","30991","30991","34","34","34"
"768","31026","31026","31026","1","1","1","31026","31026","31026","23","23","23"
"769","31438","31438","31438","0","0","0","31438","31438","31438","0","0","0"
"770","31473","31473","31473","3","3","3","31473","31473","31473","25","25","25"
"771","31508","31508","31508","4","4","4","31508","31508","31508","26","26","26"
"772","31543","31543","31543","5","5","5","31543","31543","31543","27","27","27"
"773","31578","31578","31578","5","5","5","31578","31578","31578","28","28","28"
"774","31613","31613","31613","3","3","3","31613","31613","31613","29","29","29"
"775","31648","31648","31648","8","8","8","31648","31648","31648","30","30","30"
"776","31683","31683","31683","3","3","3","31683","31683","31683","15","15","15"
"777","31718","31718","31718","8","8","8","31718","31718","31718","32","32","32"
"778","31753","31753","31753","0","0","0","31753","31753","31753","13","13","13"
"779","31788","31788","31788","1","1","1","31788","31788","31788","18","18","18"
"780","31823","31823","31823","2","2","2","31823","31823","31823","35","35","35"
