"train/global_step","[paper]GEPO_diff4 - _step","[paper]GEPO_diff4 - _step__MIN","[paper]GEPO_diff4 - _step__MAX","[paper]GEPO_diff4 - train/step_diff","[paper]GEPO_diff4 - train/step_diff__MIN","[paper]GEPO_diff4 - train/step_diff__MAX","[paper]GEPO_diff32 - _step","[paper]GEPO_diff32 - _step__MIN","[paper]GEPO_diff32 - _step__MAX","[paper]GEPO_diff32 - train/step_diff","[paper]GEPO_diff32 - train/step_diff__MIN","[paper]GEPO_diff32 - train/step_diff__MAX"
"1179","48050","48050","48050","7","7","7","48050","48050","48050","28","28","28"
"1180","48085","48085","48085","0","0","0","48085","48085","48085","29","29","29"
"1181","48120","48120","48120","1","1","1","48120","48120","48120","30","30","30"
"1182","48155","48155","48155","2","2","2","48155","48155","48155","31","31","31"
"1183","48190","48190","48190","3","3","3","48190","48190","48190","3","3","3"
"1184","48225","48225","48225","4","4","4","48225","48225","48225","33","33","33"
"1185","48260","48260","48260","2","2","2","48260","48260","48260","4","4","4"
"1186","48295","48295","48295","6","6","6","48295","48295","48295","35","35","35"
"1187","48330","48330","48330","7","7","7","48330","48330","48330","36","36","36"
"1188","48365","48365","48365","2","2","2","48365","48365","48365","37","37","37"
"1189","48400","48400","48400","6","6","6","48400","48400","48400","36","36","36"
"1190","48435","48435","48435","7","7","7","48435","48435","48435","39","39","39"
"1191","48470","48470","48470","3","3","3","48470","48470","48470","38","38","38"
"1192","48505","48505","48505","6","6","6","48505","48505","48505","41","41","41"
"1193","48540","48540","48540","1","1","1","48540","48540","48540","4","4","4"
"1194","48575","48575","48575","6","6","6","48575","48575","48575","3","3","3"
"1195","48610","48610","48610","7","7","7","48610","48610","48610","24","24","24"
"1196","48645","48645","48645","8","8","8","48645","48645","48645","25","25","25"
"1197","48680","48680","48680","3","3","3","48680","48680","48680","26","26","26"
"1198","48715","48715","48715","6","6","6","48715","48715","48715","3","3","3"
"1199","48750","48750","48750","0","0","0","48750","48750","48750","19","19","19"
"1200","48785","48785","48785","1","1","1","48785","48785","48785","19","19","19"
"1201","48820","48820","48820","2","2","2","48820","48820","48820","21","21","21"
"1202","48855","48855","48855","3","3","3","48855","48855","48855","21","21","21"
"1203","48890","48890","48890","3","3","3","48890","48890","48890","23","23","23"
"1204","48925","48925","48925","4","4","4","48925","48925","48925","23","23","23"
"1205","48960","48960","48960","2","2","2","48960","48960","48960","25","25","25"
"1206","48995","48995","48995","2","2","2","48995","48995","48995","4","4","4"
"1207","49030","49030","49030","7","7","7","49030","49030","49030","27","27","27"
"1208","49065","49065","49065","8","8","8","49065","49065","49065","28","28","28"
"1209","49100","49100","49100","1","1","1","49100","49100","49100","20","20","20"
"1210","49135","49135","49135","6","6","6","49135","49135","49135","19","19","19"
"1211","49170","49170","49170","2","2","2","49170","49170","49170","20","20","20"
"1212","49205","49205","49205","4","4","4","49205","49205","49205","23","23","23"
"1213","49240","49240","49240","5","5","5","49240","49240","49240","18","18","18"
"1214","49275","49275","49275","2","2","2","49275","49275","49275","3","3","3"
"1215","49310","49310","49310","6","6","6","49310","49310","49310","24","24","24"
"1216","49345","49345","49345","8","8","8","49345","49345","49345","27","27","27"
"1217","49757","49757","49757","0","0","0","49757","49757","49757","0","0","0"
"1218","49792","49792","49792","3","3","3","49792","49792","49792","23","23","23"
"1219","49827","49827","49827","4","4","4","49827","49827","49827","28","28","28"
"1220","49862","49862","49862","5","5","5","49862","49862","49862","31","31","31"
"1221","49897","49897","49897","6","6","6","49897","49897","49897","26","26","26"
"1222","49932","49932","49932","0","0","0","49932","49932","49932","3","3","3"
"1223","49967","49967","49967","1","1","1","49967","49967","49967","32","32","32"
"1224","50002","50002","50002","2","2","2","50002","50002","50002","35","35","35"
"1225","50037","50037","50037","3","3","3","50037","50037","50037","30","30","30"
"1226","50072","50072","50072","4","4","4","50072","50072","50072","35","35","35"
"1227","50107","50107","50107","0","0","0","50107","50107","50107","25","25","25"
"1228","50142","50142","50142","1","1","1","50142","50142","50142","39","39","39"
"1229","","","","","","","50177","50177","50177","38","38","38"
"1230","","","","","","","50212","50212","50212","35","35","35"
"1231","","","","","","","50247","50247","50247","29","29","29"
"1232","","","","","","","50282","50282","50282","41","41","41"
"1233","","","","","","","50317","50317","50317","38","38","38"
"1234","","","","","","","50352","50352","50352","45","45","45"
"1235","","","","","","","50387","50387","50387","44","44","44"
"1236","","","","","","","50422","50422","50422","34","34","34"
"1237","","","","","","","50457","50457","50457","48","48","48"
"1238","","","","","","","50492","50492","50492","25","25","25"
"1239","","","","","","","50527","50527","50527","28","28","28"
"1240","","","","","","","50562","50562","50562","29","29","29"
"1241","","","","","","","50597","50597","50597","4","4","4"
"1242","","","","","","","50632","50632","50632","29","29","29"
"1243","","","","","","","50667","50667","50667","28","28","28"
"1244","","","","","","","50702","50702","50702","33","33","33"
"1245","","","","","","","50737","50737","50737","34","34","34"
"1246","","","","","","","50772","50772","50772","33","33","33"
"1247","","","","","","","50807","50807","50807","30","30","30"
"1248","","","","","","","50842","50842","50842","37","37","37"
"1249","","","","","","","50877","50877","50877","32","32","32"
"1250","","","","","","","50912","50912","50912","39","39","39"
"1251","","","","","","","50947","50947","50947","34","34","34"
"1252","","","","","","","50982","50982","50982","35","35","35"
"1253","","","","","","","51017","51017","51017","36","36","36"
"1254","","","","","","","51052","51052","51052","37","37","37"
"1255","","","","","","","51087","51087","51087","44","44","44"
"1256","","","","","","","51122","51122","51122","4","4","4"
"1257","","","","","","","51157","51157","51157","20","20","20"
"1258","","","","","","","51192","51192","51192","21","21","21"
"1259","","","","","","","51227","51227","51227","22","22","22"
"1260","","","","","","","51262","51262","51262","3","3","3"
"1261","","","","","","","51297","51297","51297","24","24","24"
"1262","","","","","","","51332","51332","51332","25","25","25"
"1263","","","","","","","51367","51367","51367","26","26","26"
"1264","","","","","","","51402","51402","51402","27","27","27"
"1265","","","","","","","51437","51437","51437","28","28","28"
"1266","","","","","","","51472","51472","51472","14","14","14"
"1267","","","","","","","51507","51507","51507","15","15","15"
"1268","","","","","","","51542","51542","51542","11","11","11"
"1269","","","","","","","51577","51577","51577","17","17","17"
"1270","","","","","","","51612","51612","51612","13","13","13"
"1271","","","","","","","51647","51647","51647","19","19","19"
"1272","","","","","","","51682","51682","51682","4","4","4"
"1273","","","","","","","51717","51717","51717","16","16","16"
"1274","","","","","","","51752","51752","51752","22","22","22"
"1275","","","","","","","51787","51787","51787","18","18","18"
"1276","","","","","","","51822","51822","51822","24","24","24"
"1277","","","","","","","51857","51857","51857","20","20","20"
"1278","","","","","","","51892","51892","51892","21","21","21"
"1279","","","","","","","51927","51927","51927","27","27","27"
"1280","","","","","","","51962","51962","51962","12","12","12"
"1281","","","","","","","52374","52374","52374","0","0","0"
"1282","","","","","","","52409","52409","52409","25","25","25"
"1283","","","","","","","52444","52444","52444","31","31","31"
"1284","","","","","","","52479","52479","52479","27","27","27"
"1285","","","","","","","52514","52514","52514","17","17","17"
"1286","","","","","","","52549","52549","52549","29","29","29"
"1287","","","","","","","52584","52584","52584","35","35","35"
"1288","","","","","","","52619","52619","52619","20","20","20"
"1289","","","","","","","52654","52654","52654","32","32","32"
"1290","","","","","","","52689","52689","52689","22","22","22"
"1291","","","","","","","52724","52724","52724","13","13","13"
"1292","","","","","","","52759","52759","52759","35","35","35"
"1293","","","","","","","52794","52794","52794","25","25","25"
"1294","","","","","","","52829","52829","52829","4","4","4"
"1295","","","","","","","52864","52864","52864","17","17","17"
