"train/global_step","[paper]GEPO_diff4 - _step","[paper]GEPO_diff4 - _step__MIN","[paper]GEPO_diff4 - _step__MAX","[paper]GEPO_diff4 - train/cppo_kl","[paper]GEPO_diff4 - train/cppo_kl__MIN","[paper]GEPO_diff4 - train/cppo_kl__MAX","[paper]GEPO_diff32 - _step","[paper]GEPO_diff32 - _step__MIN","[paper]GEPO_diff32 - _step__MAX","[paper]GEPO_diff32 - train/cppo_kl","[paper]GEPO_diff32 - train/cppo_kl__MIN","[paper]GEPO_diff32 - train/cppo_kl__MAX"
"318","12637","12637","12637","0.0010746364496299066","0.0010746364496299066","0.0010746364496299066","12637","12637","12637","0.002547107607824728","0.002547107607824728","0.002547107607824728"
"319","12672","12672","12672","0.0015048837376525626","0.0015048837376525626","0.0015048837376525626","12672","12672","12672","0.002661760023329407","0.002661760023329407","0.002661760023329407"
"320","12707","12707","12707","0.0011152870283694938","0.0011152870283694938","0.0011152870283694938","12707","12707","12707","0.003033637156477198","0.003033637156477198","0.003033637156477198"
"321","13119","13119","13119","0.0010287040349794552","0.0010287040349794552","0.0010287040349794552","13119","13119","13119","0.0029473007161868736","0.0029473007161868736","0.0029473007161868736"
"322","13154","13154","13154","0.001145021800766699","0.001145021800766699","0.001145021800766699","13154","13154","13154","0.002916718920459971","0.002916718920459971","0.002916718920459971"
"323","13189","13189","13189","0.0012636556202778593","0.0012636556202778593","0.0012636556202778593","13189","13189","13189","0.002603735774755478","0.002603735774755478","0.002603735774755478"
"324","13224","13224","13224","0.0010642558845574968","0.0010642558845574968","0.0010642558845574968","13224","13224","13224","0.003171778138494119","0.003171778138494119","0.003171778138494119"
"325","13259","13259","13259","0.0012857131951022893","0.0012857131951022893","0.0012857131951022893","13259","13259","13259","0.0010956142723443918","0.0010956142723443918","0.0010956142723443918"
"326","13294","13294","13294","0.0012006829492747784","0.0012006829492747784","0.0012006829492747784","13294","13294","13294","0.001648763383855112","0.001648763383855112","0.001648763383855112"
"327","13329","13329","13329","0.0012047263444401324","0.0012047263444401324","0.0012047263444401324","13329","13329","13329","0.0020892848260700703","0.0020892848260700703","0.0020892848260700703"
"328","13364","13364","13364","0.0013017705277889036","0.0013017705277889036","0.0013017705277889036","13364","13364","13364","0.0017057399672921747","0.0017057399672921747","0.0017057399672921747"
"329","13399","13399","13399","0.0012586607481352985","0.0012586607481352985","0.0012586607481352985","13399","13399","13399","0.0011503124987939373","0.0011503124987939373","0.0011503124987939373"
"330","13434","13434","13434","0.001199061720399186","0.001199061720399186","0.001199061720399186","13434","13434","13434","0.0012878211273346096","0.0012878211273346096","0.0012878211273346096"
"331","13469","13469","13469","0.0011498006351757795","0.0011498006351757795","0.0011498006351757795","13469","13469","13469","0.0025476876180619","0.0025476876180619","0.0025476876180619"
"332","13504","13504","13504","0.0013240179687272757","0.0013240179687272757","0.0013240179687272757","13504","13504","13504","0.00215504971856717","0.00215504971856717","0.00215504971856717"
"333","13539","13539","13539","0.0014269536477513611","0.0014269536477513611","0.0014269536477513611","13539","13539","13539","0.0028778207197319716","0.0028778207197319716","0.0028778207197319716"
"334","13574","13574","13574","0.001495708478614688","0.001495708478614688","0.001495708478614688","13574","13574","13574","0.002169788713217713","0.002169788713217713","0.002169788713217713"
"335","13609","13609","13609","0.0010099753199028783","0.0010099753199028783","0.0010099753199028783","13609","13609","13609","0.002867072238586843","0.002867072238586843","0.002867072238586843"
"336","13644","13644","13644","0.0013692758220713586","0.0013692758220713586","0.0013692758220713586","13644","13644","13644","0.0023648854112252593","0.0023648854112252593","0.0023648854112252593"
"337","13679","13679","13679","0.0014228803120204248","0.0014228803120204248","0.0014228803120204248","13679","13679","13679","0.0025620639498811215","0.0025620639498811215","0.0025620639498811215"
"338","13714","13714","13714","0.0011724332289304584","0.0011724332289304584","0.0011724332289304584","13714","13714","13714","0.001268345076823607","0.001268345076823607","0.001268345076823607"
"339","13749","13749","13749","0.003406062925932929","0.003406062925932929","0.003406062925932929","13749","13749","13749","0.0029077382350806147","0.0029077382350806147","0.0029077382350806147"
"340","13784","13784","13784","0.001191085422760807","0.001191085422760807","0.001191085422760807","13784","13784","13784","0.0029875636973883957","0.0029875636973883957","0.0029875636973883957"
"341","13819","13819","13819","0.0011332801077514887","0.0011332801077514887","0.0011332801077514887","13819","13819","13819","0.003346916229929775","0.003346916229929775","0.003346916229929775"
"342","13854","13854","13854","0.0012777294468833134","0.0012777294468833134","0.0012777294468833134","13854","13854","13854","0.0011768543481593952","0.0011768543481593952","0.0011768543481593952"
"343","13889","13889","13889","0.0016044531657826155","0.0016044531657826155","0.0016044531657826155","13889","13889","13889","0.0019511502323439345","0.0019511502323439345","0.0019511502323439345"
"344","13924","13924","13924","0.0011545893430593424","0.0011545893430593424","0.0011545893430593424","13924","13924","13924","0.0020033367327414453","0.0020033367327414453","0.0020033367327414453"
"345","13959","13959","13959","0.0015375968359876424","0.0015375968359876424","0.0015375968359876424","13959","13959","13959","0.0029149823531042784","0.0029149823531042784","0.0029149823531042784"
"346","13994","13994","13994","0.0012199288030387834","0.0012199288030387834","0.0012199288030387834","13994","13994","13994","0.0011080462427344173","0.0011080462427344173","0.0011080462427344173"
"347","14029","14029","14029","0.0017388480628142133","0.0017388480628142133","0.0017388480628142133","14029","14029","14029","0.002213152518379502","0.002213152518379502","0.002213152518379502"
"348","14064","14064","14064","0.001392420192132704","0.001392420192132704","0.001392420192132704","14064","14064","14064","0.00215693649079185","0.00215693649079185","0.00215693649079185"
"349","14099","14099","14099","0.0013211826153565198","0.0013211826153565198","0.0013211826153565198","14099","14099","14099","0.0019227796437917277","0.0019227796437917277","0.0019227796437917277"
"350","14134","14134","14134","0.001264617356355302","0.001264617356355302","0.001264617356355302","14134","14134","14134","0.0023525195429101586","0.0023525195429101586","0.0023525195429101586"
"351","14169","14169","14169","0.0013301025901455432","0.0013301025901455432","0.0013301025901455432","14169","14169","14169","0.0022597651113756","0.0022597651113756","0.0022597651113756"
"352","14204","14204","14204","0.001372429498587735","0.001372429498587735","0.001372429498587735","14204","14204","14204","0.0019297437538625672","0.0019297437538625672","0.0019297437538625672"
"353","14239","14239","14239","0.0016623072733636945","0.0016623072733636945","0.0016623072733636945","14239","14239","14239","0.0015941661695251241","0.0015941661695251241","0.0015941661695251241"
"354","14274","14274","14274","0.0015434787783306092","0.0015434787783306092","0.0015434787783306092","14274","14274","14274","0.0024978186993394047","0.0024978186993394047","0.0024978186993394047"
"355","14309","14309","14309","0.001477649828302674","0.001477649828302674","0.001477649828302674","14309","14309","14309","0.0019812891114270315","0.0019812891114270315","0.0019812891114270315"
"356","14344","14344","14344","0.0013494960439857095","0.0013494960439857095","0.0013494960439857095","14344","14344","14344","0.0017741509800544009","0.0017741509800544009","0.0017741509800544009"
"357","14379","14379","14379","0.0011780558415921405","0.0011780558415921405","0.0011780558415921405","14379","14379","14379","0.001913626867462881","0.001913626867462881","0.001913626867462881"
"358","14414","14414","14414","0.001398629741743207","0.001398629741743207","0.001398629741743207","14414","14414","14414","0.0021569979580817744","0.0021569979580817744","0.0021569979580817744"
"359","14449","14449","14449","0.0013234345387900248","0.0013234345387900248","0.0013234345387900248","14449","14449","14449","0.002000744076212868","0.002000744076212868","0.002000744076212868"
"360","14484","14484","14484","0.0014386591938091442","0.0014386591938091442","0.0014386591938091442","14484","14484","14484","0.002255887695355341","0.002255887695355341","0.002255887695355341"
"361","14519","14519","14519","0.0013844604545738548","0.0013844604545738548","0.0013844604545738548","14519","14519","14519","0.0017220621812157333","0.0017220621812157333","0.0017220621812157333"
"362","14554","14554","14554","0.001312332387897186","0.001312332387897186","0.001312332387897186","14554","14554","14554","0.0024553146795369685","0.0024553146795369685","0.0024553146795369685"
"363","14589","14589","14589","0.0013983570970594883","0.0013983570970594883","0.0013983570970594883","14589","14589","14589","0.0012399733677739277","0.0012399733677739277","0.0012399733677739277"
"364","14624","14624","14624","0.0014631475642090663","0.0014631475642090663","0.0014631475642090663","14624","14624","14624","0.002499837428331375","0.002499837428331375","0.002499837428331375"
"365","14659","14659","14659","0.0014438678626902401","0.0014438678626902401","0.0014438678626902401","14659","14659","14659","0.001910400009364821","0.001910400009364821","0.001910400009364821"
"366","14694","14694","14694","0.00136675413523335","0.00136675413523335","0.00136675413523335","14694","14694","14694","0.001113897596951574","0.001113897596951574","0.001113897596951574"
"367","14729","14729","14729","0.0015371384070022032","0.0015371384070022032","0.0015371384070022032","14729","14729","14729","0.0012136148725403473","0.0012136148725403473","0.0012136148725403473"
"368","14764","14764","14764","0.0012665143003687263","0.0012665143003687263","0.0012665143003687263","14764","14764","14764","0.0027552952815312892","0.0027552952815312892","0.0027552952815312892"
"369","14799","14799","14799","0.0016244069411186501","0.0016244069411186501","0.0016244069411186501","14799","14799","14799","0.0028834411641582847","0.0028834411641582847","0.0028834411641582847"
"370","14834","14834","14834","0.0012842415017075837","0.0012842415017075837","0.0012842415017075837","14834","14834","14834","0.0023009604192338884","0.0023009604192338884","0.0023009604192338884"
"371","14869","14869","14869","0.0013690888154087588","0.0013690888154087588","0.0013690888154087588","14869","14869","14869","0.00272914970992133","0.00272914970992133","0.00272914970992133"
"372","14904","14904","14904","0.0012592399725690484","0.0012592399725690484","0.0012592399725690484","14904","14904","14904","0.0010420447797514498","0.0010420447797514498","0.0010420447797514498"
"373","14939","14939","14939","0.00127228326164186","0.00127228326164186","0.00127228326164186","14939","14939","14939","0.002465928206220269","0.002465928206220269","0.002465928206220269"
"374","14974","14974","14974","0.0010920466447714716","0.0010920466447714716","0.0010920466447714716","14974","14974","14974","0.002495827357051894","0.002495827357051894","0.002495827357051894"
"375","15009","15009","15009","0.0014648307260358706","0.0014648307260358706","0.0014648307260358706","15009","15009","15009","0.0020740772743010893","0.0020740772743010893","0.0020740772743010893"
"376","15044","15044","15044","0.0012203637306811288","0.0012203637306811288","0.0012203637306811288","15044","15044","15044","0.002518181689083576","0.002518181689083576","0.002518181689083576"
"377","15079","15079","15079","0.0010847132944036275","0.0010847132944036275","0.0010847132944036275","15079","15079","15079","0.002247598662506789","0.002247598662506789","0.002247598662506789"
"378","15114","15114","15114","0.0013088484265608713","0.0013088484265608713","0.0013088484265608713","15114","15114","15114","0.0027943663008045405","0.0027943663008045405","0.0027943663008045405"
"379","15149","15149","15149","0.0011124799275421537","0.0011124799275421537","0.0011124799275421537","15149","15149","15149","0.002232171013019979","0.002232171013019979","0.002232171013019979"
"380","15184","15184","15184","0.001280568612855859","0.001280568612855859","0.001280568612855859","15184","15184","15184","0.0028162206581328064","0.0028162206581328064","0.0028162206581328064"
"381","15219","15219","15219","0.00138659322692547","0.00138659322692547","0.00138659322692547","15219","15219","15219","0.002493497508112341","0.002493497508112341","0.002493497508112341"
"382","15254","15254","15254","0.0014222904428606853","0.0014222904428606853","0.0014222904428606853","15254","15254","15254","0.0011179229331901297","0.0011179229331901297","0.0011179229331901297"
"383","15289","15289","15289","0.0013480120687745512","0.0013480120687745512","0.0013480120687745512","15289","15289","15289","0.0019338427373440936","0.0019338427373440936","0.0019338427373440936"
"384","15324","15324","15324","0.0013247103343019262","0.0013247103343019262","0.0013247103343019262","15324","15324","15324","0.001596532078110613","0.001596532078110613","0.001596532078110613"
"385","15736","15736","15736","0.0011145852695335634","0.0011145852695335634","0.0011145852695335634","15736","15736","15736","0.0011633239992079325","0.0011633239992079325","0.0011633239992079325"
"386","15771","15771","15771","0.0014265561330830678","0.0014265561330830678","0.0014265561330830678","15771","15771","15771","0.0018146765505662188","0.0018146765505662188","0.0018146765505662188"
"387","15806","15806","15806","0.0014232843823265284","0.0014232843823265284","0.0014232843823265284","15806","15806","15806","0.0017392138252034783","0.0017392138252034783","0.0017392138252034783"
"388","15841","15841","15841","0.00152540227281861","0.00152540227281861","0.00152540227281861","15841","15841","15841","0.001466855566832237","0.001466855566832237","0.001466855566832237"
"389","15876","15876","15876","0.0015668793639633805","0.0015668793639633805","0.0015668793639633805","15876","15876","15876","0.0017746813828125596","0.0017746813828125596","0.0017746813828125596"
"390","15911","15911","15911","0.0012976234720554203","0.0012976234720554203","0.0012976234720554203","15911","15911","15911","0.001808562214137055","0.001808562214137055","0.001808562214137055"
"391","15946","15946","15946","0.0014644750335719436","0.0014644750335719436","0.0014644750335719436","15946","15946","15946","0.001830046676332131","0.001830046676332131","0.001830046676332131"
"392","15981","15981","15981","0.0014227523206500337","0.0014227523206500337","0.0014227523206500337","15981","15981","15981","0.001422427740180865","0.001422427740180865","0.001422427740180865"
"393","16016","16016","16016","0.001220862686750479","0.001220862686750479","0.001220862686750479","16016","16016","16016","0.0018911589431809261","0.0018911589431809261","0.0018911589431809261"
"394","16051","16051","16051","0.0014662942558061332","0.0014662942558061332","0.0014662942558061332","16051","16051","16051","0.0019953924347646534","0.0019953924347646534","0.0019953924347646534"
"395","16086","16086","16086","0.001384951756335795","0.001384951756335795","0.001384951756335795","16086","16086","16086","0.0020999317057430744","0.0020999317057430744","0.0020999317057430744"
"396","16121","16121","16121","0.001361227608867921","0.001361227608867921","0.001361227608867921","16121","16121","16121","0.0017389744898537174","0.0017389744898537174","0.0017389744898537174"
"397","16156","16156","16156","0.001496139171649702","0.001496139171649702","0.001496139171649702","16156","16156","16156","0.0016177458746824414","0.0016177458746824414","0.0016177458746824414"
"398","16191","16191","16191","0.001202990475576371","0.001202990475576371","0.001202990475576371","16191","16191","16191","0.002045706714852713","0.002045706714852713","0.002045706714852713"
"399","16226","16226","16226","0.0012964035267941654","0.0012964035267941654","0.0012964035267941654","16226","16226","16226","0.0023996677773538977","0.0023996677773538977","0.0023996677773538977"
"400","16261","16261","16261","0.0014504586288239807","0.0014504586288239807","0.0014504586288239807","16261","16261","16261","0.00179434145684354","0.00179434145684354","0.00179434145684354"
"401","16296","16296","16296","0.0013341878075152636","0.0013341878075152636","0.0013341878075152636","16296","16296","16296","0.0016898711182875559","0.0016898711182875559","0.0016898711182875559"
"402","16331","16331","16331","0.0012276855704840273","0.0012276855704840273","0.0012276855704840273","16331","16331","16331","0.0021977532596793026","0.0021977532596793026","0.0021977532596793026"
"403","16366","16366","16366","0.0012352555422694422","0.0012352555422694422","0.0012352555422694422","16366","16366","16366","0.001870806678198278","0.001870806678198278","0.001870806678198278"
"404","16401","16401","16401","0.0011013491748599336","0.0011013491748599336","0.0011013491748599336","16401","16401","16401","0.001764065949828364","0.001764065949828364","0.001764065949828364"
"405","16436","16436","16436","0.0012344546921667643","0.0012344546921667643","0.0012344546921667643","16436","16436","16436","0.001140426793426741","0.001140426793426741","0.001140426793426741"
"406","16471","16471","16471","0.0011965672892984003","0.0011965672892984003","0.0011965672892984003","16471","16471","16471","0.001364539552014321","0.001364539552014321","0.001364539552014321"
"407","16506","16506","16506","0.0011869078152813017","0.0011869078152813017","0.0011869078152813017","16506","16506","16506","0.0017613664822420105","0.0017613664822420105","0.0017613664822420105"
"408","16541","16541","16541","0.0011914031638298184","0.0011914031638298184","0.0011914031638298184","16541","16541","16541","0.0016424041095888242","0.0016424041095888242","0.0016424041095888242"
"409","16576","16576","16576","0.001206976652611047","0.001206976652611047","0.001206976652611047","16576","16576","16576","0.001682375674135983","0.001682375674135983","0.001682375674135983"
"410","16611","16611","16611","0.0012202772923046723","0.0012202772923046723","0.0012202772923046723","16611","16611","16611","0.0012619222106877714","0.0012619222106877714","0.0012619222106877714"
"411","16646","16646","16646","0.0012284878466743976","0.0012284878466743976","0.0012284878466743976","16646","16646","16646","0.0012762866244884208","0.0012762866244884208","0.0012762866244884208"
"412","16681","16681","16681","0.0014587197074433789","0.0014587197074433789","0.0014587197074433789","16681","16681","16681","0.0017084703140426427","0.0017084703140426427","0.0017084703140426427"
"413","16716","16716","16716","0.001247826890903525","0.001247826890903525","0.001247826890903525","16716","16716","16716","0.001335214197752066","0.001335214197752066","0.001335214197752066"
"414","16751","16751","16751","0.0012740400998154655","0.0012740400998154655","0.0012740400998154655","16751","16751","16751","0.0014225227641873062","0.0014225227641873062","0.0014225227641873062"
"415","16786","16786","16786","0.0011485331851872616","0.0011485331851872616","0.0011485331851872616","16786","16786","16786","0.0013658476964337751","0.0013658476964337751","0.0013658476964337751"
"416","16821","16821","16821","0.0012897721317131072","0.0012897721317131072","0.0012897721317131072","16821","16821","16821","0.0017572213837411255","0.0017572213837411255","0.0017572213837411255"
"417","16856","16856","16856","0.0013509640120901167","0.0013509640120901167","0.0013509640120901167","16856","16856","16856","0.0016916507011046633","0.0016916507011046633","0.0016916507011046633"
"418","16891","16891","16891","0.001193690550280735","0.001193690550280735","0.001193690550280735","16891","16891","16891","0.0014180490252329037","0.0014180490252329037","0.0014180490252329037"
"419","16926","16926","16926","0.0013590168236987665","0.0013590168236987665","0.0013590168236987665","16926","16926","16926","0.0018737837672233582","0.0018737837672233582","0.0018737837672233582"
"420","16961","16961","16961","0.0011753404542105272","0.0011753404542105272","0.0011753404542105272","16961","16961","16961","0.0016163760446943343","0.0016163760446943343","0.0016163760446943343"
"421","16996","16996","16996","0.0014327441313071176","0.0014327441313071176","0.0014327441313071176","16996","16996","16996","0.0019237183878431097","0.0019237183878431097","0.0019237183878431097"
"422","17031","17031","17031","0.0012003030715277418","0.0012003030715277418","0.0012003030715277418","17031","17031","17031","0.0019049897091463208","0.0019049897091463208","0.0019049897091463208"
"423","17066","17066","17066","0.0013060615747235715","0.0013060615747235715","0.0013060615747235715","17066","17066","17066","0.0016479637997690588","0.0016479637997690588","0.0016479637997690588"
"424","17101","17101","17101","0.0012088617659173906","0.0012088617659173906","0.0012088617659173906","17101","17101","17101","0.0016993759927572682","0.0016993759927572682","0.0016993759927572682"
"425","17136","17136","17136","0.0012721895473077893","0.0012721895473077893","0.0012721895473077893","17136","17136","17136","0.0009805318113649264","0.0009805318113649264","0.0009805318113649264"
"426","17171","17171","17171","0.001557522002258338","0.001557522002258338","0.001557522002258338","17171","17171","17171","0.0014368755073519424","0.0014368755073519424","0.0014368755073519424"
"427","17206","17206","17206","0.0014372169534908608","0.0014372169534908608","0.0014372169534908608","17206","17206","17206","0.0014494693605229259","0.0014494693605229259","0.0014494693605229259"
"428","17241","17241","17241","0.0015534205886069685","0.0015534205886069685","0.0015534205886069685","17241","17241","17241","0.001295611946261488","0.001295611946261488","0.001295611946261488"
"429","17276","17276","17276","0.0013006899098400027","0.0013006899098400027","0.0013006899098400027","17276","17276","17276","0.0014247768995119259","0.0014247768995119259","0.0014247768995119259"
"430","17311","17311","17311","0.0012143289932282642","0.0012143289932282642","0.0012143289932282642","17311","17311","17311","0.0013439630274660885","0.0013439630274660885","0.0013439630274660885"
"431","17346","17346","17346","0.0013711372594116256","0.0013711372594116256","0.0013711372594116256","17346","17346","17346","0.0015939325094223022","0.0015939325094223022","0.0015939325094223022"
"432","17381","17381","17381","0.0011815511243185028","0.0011815511243185028","0.0011815511243185028","17381","17381","17381","0.001588242856087163","0.001588242856087163","0.001588242856087163"
"433","17416","17416","17416","0.001186620669614058","0.001186620669614058","0.001186620669614058","17416","17416","17416","0.001593104563653469","0.001593104563653469","0.001593104563653469"
"434","17451","17451","17451","0.0013866268272977322","0.0013866268272977322","0.0013866268272977322","17451","17451","17451","0.0013643949932884425","0.0013643949932884425","0.0013643949932884425"
"435","17486","17486","17486","0.0014144306915113702","0.0014144306915113702","0.0014144306915113702","17486","17486","17486","0.0015781044057803228","0.0015781044057803228","0.0015781044057803228"
"436","17521","17521","17521","0.0011019759476766922","0.0011019759476766922","0.0011019759476766922","17521","17521","17521","0.0010382113105151802","0.0010382113105151802","0.0010382113105151802"
"437","17556","17556","17556","0.0013845180365024135","0.0013845180365024135","0.0013845180365024135","17556","17556","17556","0.0014451830938924104","0.0014451830938924104","0.0014451830938924104"
"438","17591","17591","17591","0.0013433998974505812","0.0013433998974505812","0.0013433998974505812","17591","17591","17591","0.001698914187727496","0.001698914187727496","0.001698914187727496"
"439","17626","17626","17626","0.0010581362002994865","0.0010581362002994865","0.0010581362002994865","17626","17626","17626","0.0011153166851727292","0.0011153166851727292","0.0011153166851727292"
"440","17661","17661","17661","0.0012535945425042883","0.0012535945425042883","0.0012535945425042883","17661","17661","17661","0.001438862513168715","0.001438862513168715","0.001438862513168715"
"441","17696","17696","17696","0.0010817635338753462","0.0010817635338753462","0.0010817635338753462","17696","17696","17696","0.0010634436475811526","0.0010634436475811526","0.0010634436475811526"
"442","17731","17731","17731","0.0012025489340885542","0.0012025489340885542","0.0012025489340885542","17731","17731","17731","0.0017876048950711265","0.0017876048950711265","0.0017876048950711265"
"443","17766","17766","17766","0.0011194562102900818","0.0011194562102900818","0.0011194562102900818","17766","17766","17766","0.0011262325861025602","0.0011262325861025602","0.0011262325861025602"
"444","17801","17801","17801","0.0010893693324760534","0.0010893693324760534","0.0010893693324760534","17801","17801","17801","0.0009542339903418906","0.0009542339903418906","0.0009542339903418906"
"445","17836","17836","17836","0.0014169930072966963","0.0014169930072966963","0.0014169930072966963","17836","17836","17836","0.0015325453132390976","0.0015325453132390976","0.0015325453132390976"
"446","17871","17871","17871","0.0012492123350966722","0.0012492123350966722","0.0012492123350966722","17871","17871","17871","0.0014725665532751009","0.0014725665532751009","0.0014725665532751009"
"447","17906","17906","17906","0.001352039776975289","0.001352039776975289","0.001352039776975289","17906","17906","17906","0.0011622430029092357","0.0011622430029092357","0.0011622430029092357"
"448","17941","17941","17941","0.0011503292626002803","0.0011503292626002803","0.0011503292626002803","17941","17941","17941","0.0010126113702426665","0.0010126113702426665","0.0010126113702426665"
"449","18353","18353","18353","0.0014005058910697699","0.0014005058910697699","0.0014005058910697699","18353","18353","18353","0.0009967720034183003","0.0009967720034183003","0.0009967720034183003"
"450","18388","18388","18388","0.0014296785957412794","0.0014296785957412794","0.0014296785957412794","18388","18388","18388","0.0013649804604938254","0.0013649804604938254","0.0013649804604938254"
"451","18423","18423","18423","0.001307167396589648","0.001307167396589648","0.001307167396589648","18423","18423","18423","0.001604436882189475","0.001604436882189475","0.001604436882189475"
"452","18458","18458","18458","0.001450177762308158","0.001450177762308158","0.001450177762308158","18458","18458","18458","0.0013171998434700072","0.0013171998434700072","0.0013171998434700072"
"453","18493","18493","18493","0.0014243668993003666","0.0014243668993003666","0.0014243668993003666","18493","18493","18493","0.0015441446303157136","0.0015441446303157136","0.0015441446303157136"
"454","18528","18528","18528","0.0013486659445334226","0.0013486659445334226","0.0013486659445334226","18528","18528","18528","0.0013803829060634598","0.0013803829060634598","0.0013803829060634598"
"455","18563","18563","18563","0.001244933737325482","0.001244933737325482","0.001244933737325482","18563","18563","18563","0.001342677278444171","0.001342677278444171","0.001342677278444171"
"456","18598","18598","18598","0.001376226486172527","0.001376226486172527","0.001376226486172527","18598","18598","18598","0.00847000333305914","0.00847000333305914","0.00847000333305914"
"457","18633","18633","18633","0.0013373340625548735","0.0013373340625548735","0.0013373340625548735","18633","18633","18633","0.0014217584248399362","0.0014217584248399362","0.0014217584248399362"
"458","18668","18668","18668","0.0012089963565813377","0.0012089963565813377","0.0012089963565813377","18668","18668","18668","0.001625405711820349","0.001625405711820349","0.001625405711820349"
"459","18703","18703","18703","0.0012128234666306525","0.0012128234666306525","0.0012128234666306525","18703","18703","18703","0.0015067180065670982","0.0015067180065670982","0.0015067180065670982"
"460","18738","18738","18738","0.0012635988096008077","0.0012635988096008077","0.0012635988096008077","18738","18738","18738","0.001651534330449067","0.001651534330449067","0.001651534330449067"
"461","18773","18773","18773","0.0013822926994180307","0.0013822926994180307","0.0013822926994180307","18773","18773","18773","0.001982704605325125","0.001982704605325125","0.001982704605325125"
"462","18808","18808","18808","0.0011791420038207434","0.0011791420038207434","0.0011791420038207434","18808","18808","18808","0.001502538812928833","0.001502538812928833","0.001502538812928833"
"463","18843","18843","18843","0.0012066310446243733","0.0012066310446243733","0.0012066310446243733","18843","18843","18843","0.001091698490199633","0.001091698490199633","0.001091698490199633"
"464","18878","18878","18878","0.0011706678924383596","0.0011706678924383596","0.0011706678924383596","18878","18878","18878","0.001583777237101458","0.001583777237101458","0.001583777237101458"
"465","18913","18913","18913","0.001217590513988398","0.001217590513988398","0.001217590513988398","18913","18913","18913","0.0015930111985653639","0.0015930111985653639","0.0015930111985653639"
"466","18948","18948","18948","0.0011683029297273606","0.0011683029297273606","0.0011683029297273606","18948","18948","18948","0.0008910763717722148","0.0008910763717722148","0.0008910763717722148"
"467","18983","18983","18983","0.0010981433151755482","0.0010981433151755482","0.0010981433151755482","18983","18983","18983","0.0017206939519383013","0.0017206939519383013","0.0017206939519383013"
"468","19018","19018","19018","0.0011334099399391562","0.0011334099399391562","0.0011334099399391562","19018","19018","19018","0.0017092121852329","0.0017092121852329","0.0017092121852329"
"469","19053","19053","19053","0.0010996764394803904","0.0010996764394803904","0.0010996764394803904","19053","19053","19053","0.001711317294393666","0.001711317294393666","0.001711317294393666"
"470","19088","19088","19088","0.0012799185060430318","0.0012799185060430318","0.0012799185060430318","19088","19088","19088","0.0016179443628061563","0.0016179443628061563","0.0016179443628061563"
"471","19123","19123","19123","0.0010621245673974045","0.0010621245673974045","0.0010621245673974045","19123","19123","19123","0.0017274459532927722","0.0017274459532927722","0.0017274459532927722"
"472","19158","19158","19158","2.0480310607599677","2.0480310607599677","2.0480310607599677","19158","19158","19158","0.0016257035167654976","0.0016257035167654976","0.0016257035167654976"
"473","19193","19193","19193","0.0017070495377993211","0.0017070495377993211","0.0017070495377993211","19193","19193","19193","0.0016775469266576692","0.0016775469266576692","0.0016775469266576692"
"474","19228","19228","19228","0.0011800925713032484","0.0011800925713032484","0.0011800925713032484","19228","19228","19228","0.0018406211020192131","0.0018406211020192131","0.0018406211020192131"
"475","19263","19263","19263","0.0012074370170012116","0.0012074370170012116","0.0012074370170012116","19263","19263","19263","0.0016409809468314052","0.0016409809468314052","0.0016409809468314052"
"476","19298","19298","19298","0.0009925261692842469","0.0009925261692842469","0.0009925261692842469","19298","19298","19298","0.0015787157317390665","0.0015787157317390665","0.0015787157317390665"
"477","19333","19333","19333","0.0010649996547726914","0.0010649996547726914","0.0010649996547726914","19333","19333","19333","0.001797664794139564","0.001797664794139564","0.001797664794139564"
"478","19368","19368","19368","0.0012391891505103558","0.0012391891505103558","0.0012391891505103558","19368","19368","19368","0.0018578591261757538","0.0018578591261757538","0.0018578591261757538"
"479","19403","19403","19403","0.0011638676369329914","0.0011638676369329914","0.0011638676369329914","19403","19403","19403","0.0017285633948631585","0.0017285633948631585","0.0017285633948631585"
"480","19438","19438","19438","0.001275955291930586","0.001275955291930586","0.001275955291930586","19438","19438","19438","0.001016491252812557","0.001016491252812557","0.001016491252812557"
"481","19473","19473","19473","0.0011743100330932066","0.0011743100330932066","0.0011743100330932066","19473","19473","19473","0.00189202134788502","0.00189202134788502","0.00189202134788502"
"482","19508","19508","19508","0.0014953509817132726","0.0014953509817132726","0.0014953509817132726","19508","19508","19508","0.001901817842735909","0.001901817842735909","0.001901817842735909"
"483","19543","19543","19543","0.0012690872245002538","0.0012690872245002538","0.0012690872245002538","19543","19543","19543","0.0009810214978642762","0.0009810214978642762","0.0009810214978642762"
"484","19578","19578","19578","0.0012329266319284216","0.0012329266319284216","0.0012329266319284216","19578","19578","19578","0.0017566964670550078","0.0017566964670550078","0.0017566964670550078"
"485","19613","19613","19613","0.001182545573101379","0.001182545573101379","0.001182545573101379","19613","19613","19613","0.0020441904198378325","0.0020441904198378325","0.0020441904198378325"
"486","19648","19648","19648","0.0011581365688471124","0.0011581365688471124","0.0011581365688471124","19648","19648","19648","0.0017133345536421984","0.0017133345536421984","0.0017133345536421984"
"487","19683","19683","19683","0.001326008845353499","0.001326008845353499","0.001326008845353499","19683","19683","19683","0.0018411315832054242","0.0018411315832054242","0.0018411315832054242"
