"train/global_step","[paper]GEPO_diff4 - _step","[paper]GEPO_diff4 - _step__MIN","[paper]GEPO_diff4 - _step__MAX","[paper]GEPO_diff4 - train/cppo_kl","[paper]GEPO_diff4 - train/cppo_kl__MIN","[paper]GEPO_diff4 - train/cppo_kl__MAX","[paper]GEPO_diff32 - _step","[paper]GEPO_diff32 - _step__MIN","[paper]GEPO_diff32 - _step__MAX","[paper]GEPO_diff32 - train/cppo_kl","[paper]GEPO_diff32 - train/cppo_kl__MIN","[paper]GEPO_diff32 - train/cppo_kl__MAX"
"22","769","769","769","0.0017382482619723305","0.0017382482619723305","0.0017382482619723305","769","769","769","0.0015360636316472664","0.0015360636316472664","0.0015360636316472664"
"23","804","804","804","0.0013280781568028033","0.0013280781568028033","0.0013280781568028033","804","804","804","0.0013546220434363931","0.0013546220434363931","0.0013546220434363931"
"24","839","839","839","0.0014346516545629129","0.0014346516545629129","0.0014346516545629129","839","839","839","0.0016610017628408968","0.0016610017628408968","0.0016610017628408968"
"25","874","874","874","0.0017999735864577815","0.0017999735864577815","0.0017999735864577815","874","874","874","0.0015434307570103556","0.0015434307570103556","0.0015434307570103556"
"26","909","909","909","0.0013019691541558132","0.0013019691541558132","0.0013019691541558132","909","909","909","0.0014742211787961423","0.0014742211787961423","0.0014742211787961423"
"27","944","944","944","0.0014527173043461516","0.0014527173043461516","0.0014527173043461516","944","944","944","0.002786993471090682","0.002786993471090682","0.002786993471090682"
"28","979","979","979","0.0015459008427569643","0.0015459008427569643","0.0015459008427569643","979","979","979","0.0015772339975228533","0.0015772339975228533","0.0015772339975228533"
"29","1014","1014","1014","0.0013436722074402496","0.0013436722074402496","0.0013436722074402496","1014","1014","1014","0.0017049373564077541","0.0017049373564077541","0.0017049373564077541"
"30","1049","1049","1049","0.001312026652158238","0.001312026652158238","0.001312026652158238","1049","1049","1049","0.0016413681441918015","0.0016413681441918015","0.0016413681441918015"
"31","1084","1084","1084","0.0016822456091176718","0.0016822456091176718","0.0016822456091176718","1084","1084","1084","0.0016982834349619225","0.0016982834349619225","0.0016982834349619225"
"32","1119","1119","1119","0.0014687750372104347","0.0014687750372104347","0.0014687750372104347","1119","1119","1119","0.0015464831230929121","0.0015464831230929121","0.0015464831230929121"
"33","1154","1154","1154","0.0016054064180934802","0.0016054064180934802","0.0016054064180934802","1154","1154","1154","0.0016591440071351826","0.0016591440071351826","0.0016591440071351826"
"34","1189","1189","1189","0.0018331660976400599","0.0018331660976400599","0.0018331660976400599","1189","1189","1189","0.0015496288397116587","0.0015496288397116587","0.0015496288397116587"
"35","1224","1224","1224","0.0015266654372680932","0.0015266654372680932","0.0015266654372680932","1224","1224","1224","0.0013870671537006274","0.0013870671537006274","0.0013870671537006274"
"36","1259","1259","1259","0.001532849608338438","0.001532849608338438","0.001532849608338438","1259","1259","1259","0.0015791150653967634","0.0015791150653967634","0.0015791150653967634"
"37","1294","1294","1294","0.0016516465111635625","0.0016516465111635625","0.0016516465111635625","1294","1294","1294","0.0018118284060619771","0.0018118284060619771","0.0018118284060619771"
"38","1329","1329","1329","0.0015043288440210745","0.0015043288440210745","0.0015043288440210745","1329","1329","1329","0.0017188794008689001","0.0017188794008689001","0.0017188794008689001"
"39","1364","1364","1364","0.0016365187184419483","0.0016365187184419483","0.0016365187184419483","1364","1364","1364","0.0016375214327126741","0.0016375214327126741","0.0016375214327126741"
"40","1399","1399","1399","0.0017425926198484376","0.0017425926198484376","0.0017425926198484376","1399","1399","1399","0.0015813531936146319","0.0015813531936146319","0.0015813531936146319"
"41","1434","1434","1434","0.0015621449128957465","0.0015621449128957465","0.0015621449128957465","1434","1434","1434","0.0019248794706072658","0.0019248794706072658","0.0019248794706072658"
"42","1469","1469","1469","0.001651373371714726","0.001651373371714726","0.001651373371714726","1469","1469","1469","0.001983687179745175","0.001983687179745175","0.001983687179745175"
"43","1504","1504","1504","0.0018123388290405273","0.0018123388290405273","0.0018123388290405273","1504","1504","1504","0.0017673255497356877","0.0017673255497356877","0.0017673255497356877"
"44","1539","1539","1539","0.0016132994060171768","0.0016132994060171768","0.0016132994060171768","1539","1539","1539","0.0018904703756561503","0.0018904703756561503","0.0018904703756561503"
"45","1574","1574","1574","0.001497532837674953","0.001497532837674953","0.001497532837674953","1574","1574","1574","0.0017475682689109817","0.0017475682689109817","0.0017475682689109817"
"46","1609","1609","1609","0.0016847107908688486","0.0016847107908688486","0.0016847107908688486","1609","1609","1609","0.0015880477876635268","0.0015880477876635268","0.0015880477876635268"
"47","1644","1644","1644","0.0014661214518127963","0.0014661214518127963","0.0014661214518127963","1644","1644","1644","0.0021002139255870134","0.0021002139255870134","0.0021002139255870134"
"48","1679","1679","1679","0.0018035379907814786","0.0018035379907814786","0.0018035379907814786","1679","1679","1679","0.0024374579079449177","0.0024374579079449177","0.0024374579079449177"
"49","1714","1714","1714","0.0015428178157890216","0.0015428178157890216","0.0015428178157890216","1714","1714","1714","0.0022646727738901973","0.0022646727738901973","0.0022646727738901973"
"50","1749","1749","1749","0.001625417615287006","0.001625417615287006","0.001625417615287006","1749","1749","1749","0.0020696150459116325","0.0020696150459116325","0.0020696150459116325"
"51","1784","1784","1784","0.0015312689647544175","0.0015312689647544175","0.0015312689647544175","1784","1784","1784","0.0022866472136229277","0.0022866472136229277","0.0022866472136229277"
"52","1819","1819","1819","0.0016139273793669418","0.0016139273793669418","0.0016139273793669418","1819","1819","1819","0.0025086543464567512","0.0025086543464567512","0.0025086543464567512"
"53","1854","1854","1854","0.001540084500447847","0.001540084500447847","0.001540084500447847","1854","1854","1854","0.0024291837762575597","0.0024291837762575597","0.0024291837762575597"
"54","1889","1889","1889","0.001460383806261234","0.001460383806261234","0.001460383806261234","1889","1889","1889","0.0023343799693975598","0.0023343799693975598","0.0023343799693975598"
"55","1924","1924","1924","0.0014922264235792682","0.0014922264235792682","0.0014922264235792682","1924","1924","1924","0.03346340690040961","0.03346340690040961","0.03346340690040961"
"56","1959","1959","1959","0.0017230483499588445","0.0017230483499588445","0.0017230483499588445","1959","1959","1959","0.002639729849761352","0.002639729849761352","0.002639729849761352"
"57","1994","1994","1994","0.0018430137424729764","0.0018430137424729764","0.0018430137424729764","1994","1994","1994","0.0028269459144212306","0.0028269459144212306","0.0028269459144212306"
"58","2029","2029","2029","0.0016864936333149672","0.0016864936333149672","0.0016864936333149672","2029","2029","2029","0.003197803656803444","0.003197803656803444","0.003197803656803444"
"59","2064","2064","2064","0.001970306344446726","0.001970306344446726","0.001970306344446726","2064","2064","2064","0.0026111247134394944","0.0026111247134394944","0.0026111247134394944"
"60","2099","2099","2099","0.00187272037146613","0.00187272037146613","0.00187272037146613","2099","2099","2099","0.0032037784112617373","0.0032037784112617373","0.0032037784112617373"
"61","2134","2134","2134","0.0017768282705219463","0.0017768282705219463","0.0017768282705219463","2134","2134","2134","0.0029720960010308772","0.0029720960010308772","0.0029720960010308772"
"62","2169","2169","2169","0.0014557370013790205","0.0014557370013790205","0.0014557370013790205","2169","2169","2169","0.003500443941447884","0.003500443941447884","0.003500443941447884"
"63","2204","2204","2204","0.0018147085356758907","0.0018147085356758907","0.0018147085356758907","2204","2204","2204","0.0025042520428542048","0.0025042520428542048","0.0025042520428542048"
"64","2239","2239","2239","0.0017752377170836553","0.0017752377170836553","0.0017752377170836553","2239","2239","2239","0.002398839598754421","0.002398839598754421","0.002398839598754421"
"65","2651","2651","2651","0.0012002015428151935","0.0012002015428151935","0.0012002015428151935","2651","2651","2651","0.0012527049839263782","0.0012527049839263782","0.0012527049839263782"
"66","2686","2686","2686","0.0019365231855772436","0.0019365231855772436","0.0019365231855772436","2686","2686","2686","0.00272750566364266","0.00272750566364266","0.00272750566364266"
"67","2721","2721","2721","0.0016273220244329423","0.0016273220244329423","0.0016273220244329423","2721","2721","2721","0.0024449276097584516","0.0024449276097584516","0.0024449276097584516"
"68","2756","2756","2756","0.0022660815593553707","0.0022660815593553707","0.0022660815593553707","2756","2756","2756","0.002931602793978527","0.002931602793978527","0.002931602793978527"
"69","2791","2791","2791","0.0019842917972709984","0.0019842917972709984","0.0019842917972709984","2791","2791","2791","0.002344735141377896","0.002344735141377896","0.002344735141377896"
"70","2826","2826","2826","0.0012064098264090717","0.0012064098264090717","0.0012064098264090717","2826","2826","2826","0.002835018589394167","0.002835018589394167","0.002835018589394167"
"71","2861","2861","2861","0.0013484809605870396","0.0013484809605870396","0.0013484809605870396","2861","2861","2861","0.002822633949108422","0.002822633949108422","0.002822633949108422"
"72","2896","2896","2896","0.0015816472005099058","0.0015816472005099058","0.0015816472005099058","2896","2896","2896","0.0025676359655335546","0.0025676359655335546","0.0025676359655335546"
"73","2931","2931","2931","0.0017381692887283862","0.0017381692887283862","0.0017381692887283862","2931","2931","2931","0.0031960223568603396","0.0031960223568603396","0.0031960223568603396"
"74","2966","2966","2966","0.0018433368823025376","0.0018433368823025376","0.0018433368823025376","2966","2966","2966","0.0037025718484073877","0.0037025718484073877","0.0037025718484073877"
"75","3001","3001","3001","0.0013118475035298616","0.0013118475035298616","0.0013118475035298616","3001","3001","3001","0.003340749244671315","0.003340749244671315","0.003340749244671315"
"76","3036","3036","3036","0.0018546609790064394","0.0018546609790064394","0.0018546609790064394","3036","3036","3036","0.01606751384679228","0.01606751384679228","0.01606751384679228"
"77","3071","3071","3071","0.0013650258770212531","0.0013650258770212531","0.0013650258770212531","3071","3071","3071","0.002904665656387806","0.002904665656387806","0.002904665656387806"
"78","3106","3106","3106","0.0014559775736415759","0.0014559775736415759","0.0014559775736415759","3106","3106","3106","0.004395743628265336","0.004395743628265336","0.004395743628265336"
"79","3141","3141","3141","0.001600475181476213","0.001600475181476213","0.001600475181476213","3141","3141","3141","0.01024848222732544","0.01024848222732544","0.01024848222732544"
"80","3176","3176","3176","0.001584165176609531","0.001584165176609531","0.001584165176609531","3176","3176","3176","0.0016129578434629366","0.0016129578434629366","0.0016129578434629366"
"81","3211","3211","3211","0.001445087109459564","0.001445087109459564","0.001445087109459564","3211","3211","3211","0.003144892194541171","0.003144892194541171","0.003144892194541171"
"82","3246","3246","3246","0.0018857963441405445","0.0018857963441405445","0.0018857963441405445","3246","3246","3246","0.002979627955937758","0.002979627955937758","0.002979627955937758"
"83","3281","3281","3281","0.0013213404890848324","0.0013213404890848324","0.0013213404890848324","3281","3281","3281","0.0022409265802707523","0.0022409265802707523","0.0022409265802707523"
"84","3316","3316","3316","0.0016133355384226888","0.0016133355384226888","0.0016133355384226888","3316","3316","3316","0.0021587118972092867","0.0021587118972092867","0.0021587118972092867"
"85","3351","3351","3351","0.001385394556564279","0.001385394556564279","0.001385394556564279","3351","3351","3351","0.002892851800424978","0.002892851800424978","0.002892851800424978"
"86","3386","3386","3386","0.0012519815936684608","0.0012519815936684608","0.0012519815936684608","3386","3386","3386","0.002492499479558319","0.002492499479558319","0.002492499479558319"
"87","3421","3421","3421","0.001546894243801944","0.001546894243801944","0.001546894243801944","3421","3421","3421","0.0027414169744588435","0.0027414169744588435","0.0027414169744588435"
"88","3456","3456","3456","0.0016092489386210218","0.0016092489386210218","0.0016092489386210218","3456","3456","3456","0.0026123261195607483","0.0026123261195607483","0.0026123261195607483"
"89","3491","3491","3491","0.0014690757961943746","0.0014690757961943746","0.0014690757961943746","3491","3491","3491","0.0034164252574555576","0.0034164252574555576","0.0034164252574555576"
"90","3526","3526","3526","0.0014536876697093248","0.0014536876697093248","0.0014536876697093248","3526","3526","3526","0.002856406063074246","0.002856406063074246","0.002856406063074246"
"91","3561","3561","3561","0.001490696842665784","0.001490696842665784","0.001490696842665784","3561","3561","3561","0.003254225564887747","0.003254225564887747","0.003254225564887747"
"92","3596","3596","3596","0.0013191153848310933","0.0013191153848310933","0.0013191153848310933","3596","3596","3596","0.003083172981860116","0.003083172981860116","0.003083172981860116"
"93","3631","3631","3631","0.0012962188193341717","0.0012962188193341717","0.0012962188193341717","3631","3631","3631","0.004107930377358571","0.004107930377358571","0.004107930377358571"
"94","3666","3666","3666","0.0012844477460021153","0.0012844477460021153","0.0012844477460021153","3666","3666","3666","0.005892944929655641","0.005892944929655641","0.005892944929655641"
"95","3701","3701","3701","0.0013132798339938745","0.0013132798339938745","0.0013132798339938745","3701","3701","3701","0.003415078594116494","0.003415078594116494","0.003415078594116494"
"96","3736","3736","3736","0.0015353626222349703","0.0015353626222349703","0.0015353626222349703","3736","3736","3736","0.0050184393767267466","0.0050184393767267466","0.0050184393767267466"
"97","3771","3771","3771","0.001728918679873459","0.001728918679873459","0.001728918679873459","3771","3771","3771","0.003876524540828541","0.003876524540828541","0.003876524540828541"
"98","3806","3806","3806","0.001395386119838804","0.001395386119838804","0.001395386119838804","3806","3806","3806","0.003906326222931966","0.003906326222931966","0.003906326222931966"
"99","3841","3841","3841","0.0016100378707051277","0.0016100378707051277","0.0016100378707051277","3841","3841","3841","0.3198362239054404","0.3198362239054404","0.3198362239054404"
"100","3876","3876","3876","0.001702995170489885","0.001702995170489885","0.001702995170489885","3876","3876","3876","0.005981851601973176","0.005981851601973176","0.005981851601973176"
"101","3911","3911","3911","0.0014809831918682903","0.0014809831918682903","0.0014809831918682903","3911","3911","3911","0.004603676876286045","0.004603676876286045","0.004603676876286045"
"102","3946","3946","3946","0.0012637212494155392","0.0012637212494155392","0.0012637212494155392","3946","3946","3946","0.005478151986608282","0.005478151986608282","0.005478151986608282"
"103","3981","3981","3981","0.0017342254432151094","0.0017342254432151094","0.0017342254432151094","3981","3981","3981","0.7594847967266105","0.7594847967266105","0.7594847967266105"
"104","4016","4016","4016","0.001447089307475835","0.001447089307475835","0.001447089307475835","4016","4016","4016","0.006319788983091712","0.006319788983091712","0.006319788983091712"
"105","4051","4051","4051","0.0016133731842273846","0.0016133731842273846","0.0016133731842273846","4051","4051","4051","0.005162891611689702","0.005162891611689702","0.005162891611689702"
"106","4086","4086","4086","0.00126035297580529","0.00126035297580529","0.00126035297580529","4086","4086","4086","0.004738526971777901","0.004738526971777901","0.004738526971777901"
"107","4121","4121","4121","0.001938994653755799","0.001938994653755799","0.001938994653755799","4121","4121","4121","0.006471417611464858","0.006471417611464858","0.006471417611464858"
"108","4156","4156","4156","0.001828411899623461","0.001828411899623461","0.001828411899623461","4156","4156","4156","0.0014368138945428655","0.0014368138945428655","0.0014368138945428655"
"109","4191","4191","4191","0.0013683452853001654","0.0013683452853001654","0.0013683452853001654","4191","4191","4191","0.0014084216527407989","0.0014084216527407989","0.0014084216527407989"
"110","4226","4226","4226","3162112.0016385126","3162112.0016385126","3162112.0016385126","4226","4226","4226","0.001416734405211173","0.001416734405211173","0.001416734405211173"
"111","4261","4261","4261","0.0017929103196365759","0.0017929103196365759","0.0017929103196365759","4261","4261","4261","0.0014442683605011553","0.0014442683605011553","0.0014442683605011553"
"112","4296","4296","4296","0.001586910875630565","0.001586910875630565","0.001586910875630565","4296","4296","4296","0.0015176538290688768","0.0015176538290688768","0.0015176538290688768"
"113","4331","4331","4331","0.001552043089759536","0.001552043089759536","0.001552043089759536","4331","4331","4331","0.002215035230619833","0.002215035230619833","0.002215035230619833"
"114","4366","4366","4366","0.001331662104348652","0.001331662104348652","0.001331662104348652","4366","4366","4366","0.0017182112642331049","0.0017182112642331049","0.0017182112642331049"
"115","4401","4401","4401","0.002024194152909331","0.002024194152909331","0.002024194152909331","4401","4401","4401","0.0016535321628907695","0.0016535321628907695","0.0016535321628907695"
"116","4436","4436","4436","0.0017490146565251052","0.0017490146565251052","0.0017490146565251052","4436","4436","4436","0.001820802062866278","0.001820802062866278","0.001820802062866278"
"117","4471","4471","4471","0.0019908339745597914","0.0019908339745597914","0.0019908339745597914","4471","4471","4471","0.0018099631270160899","0.0018099631270160899","0.0018099631270160899"
"118","4506","4506","4506","0.0015891002694843337","0.0015891002694843337","0.0015891002694843337","4506","4506","4506","0.001747829475789331","0.001747829475789331","0.001747829475789331"
"119","4541","4541","4541","0.001973057951545343","0.001973057951545343","0.001973057951545343","4541","4541","4541","0.0016773924289736897","0.0016773924289736897","0.0016773924289736897"
"120","4576","4576","4576","0.0015538483567070216","0.0015538483567070216","0.0015538483567070216","4576","4576","4576","0.0023914432676974684","0.0023914432676974684","0.0023914432676974684"
"121","4611","4611","4611","0.0016490659327246249","0.0016490659327246249","0.0016490659327246249","4611","4611","4611","0.0018533769180066884","0.0018533769180066884","0.0018533769180066884"
"122","4646","4646","4646","0.0016079912311397493","0.0016079912311397493","0.0016079912311397493","4646","4646","4646","0.0017698696174193174","0.0017698696174193174","0.0017698696174193174"
"123","4681","4681","4681","0.001602957519935444","0.001602957519935444","0.001602957519935444","4681","4681","4681","0.0021308054856490344","0.0021308054856490344","0.0021308054856490344"
"124","4716","4716","4716","0.0017187814664794132","0.0017187814664794132","0.0017187814664794132","4716","4716","4716","0.0024316437920788303","0.0024316437920788303","0.0024316437920788303"
"125","4751","4751","4751","0.00549789858632721","0.00549789858632721","0.00549789858632721","4751","4751","4751","0.0021244705276330933","0.0021244705276330933","0.0021244705276330933"
"126","4786","4786","4786","0.001549433553009294","0.001549433553009294","0.001549433553009294","4786","4786","4786","0.0016707262839190662","0.0016707262839190662","0.0016707262839190662"
"127","4821","4821","4821","0.0017059312958735973","0.0017059312958735973","0.0017059312958735973","4821","4821","4821","0.002223628922365606","0.002223628922365606","0.002223628922365606"
"128","4856","4856","4856","0.001576308102812618","0.001576308102812618","0.001576308102812618","4856","4856","4856","0.0022953428560867906","0.0022953428560867906","0.0022953428560867906"
"129","5268","5268","5268","0.0010376113714301027","0.0010376113714301027","0.0010376113714301027","5268","5268","5268","0.0015322751860367134","0.0015322751860367134","0.0015322751860367134"
"130","5303","5303","5303","0.001901788476970978","0.001901788476970978","0.001901788476970978","5303","5303","5303","0.0022760768770240247","0.0022760768770240247","0.0022760768770240247"
"131","5338","5338","5338","0.0016487664834130555","0.0016487664834130555","0.0016487664834130555","5338","5338","5338","0.0017150333005702123","0.0017150333005702123","0.0017150333005702123"
"132","5373","5373","5373","0.0018643325893208385","0.0018643325893208385","0.0018643325893208385","5373","5373","5373","0.0017153084190795198","0.0017153084190795198","0.0017153084190795198"
"133","5408","5408","5408","0.0018385471776127815","0.0018385471776127815","0.0018385471776127815","5408","5408","5408","0.00602518129744567","0.00602518129744567","0.00602518129744567"
"134","5443","5443","5443","0.0011302893399260938","0.0011302893399260938","0.0011302893399260938","5443","5443","5443","0.0025748269690666348","0.0025748269690666348","0.0025748269690666348"
"135","5478","5478","5478","0.0014505809522233903","0.0014505809522233903","0.0014505809522233903","5478","5478","5478","0.0020011668821098283","0.0020011668821098283","0.0020011668821098283"
"136","5513","5513","5513","0.0011534598306752741","0.0011534598306752741","0.0011534598306752741","5513","5513","5513","0.001954944571480155","0.001954944571480155","0.001954944571480155"
"137","5548","5548","5548","0.001401846413500607","0.001401846413500607","0.001401846413500607","5548","5548","5548","0.0013042239443166181","0.0013042239443166181","0.0013042239443166181"
"138","5583","5583","5583","0.0015858333790674806","0.0015858333790674806","0.0015858333790674806","5583","5583","5583","0.00204456684878096","0.00204456684878096","0.00204456684878096"
"139","5618","5618","5618","0.0016957710904534906","0.0016957710904534906","0.0016957710904534906","5618","5618","5618","0.0034115221933461726","0.0034115221933461726","0.0034115221933461726"
"140","5653","5653","5653","0.001387824842822738","0.001387824842822738","0.001387824842822738","5653","5653","5653","0.002158920222427696","0.002158920222427696","0.002158920222427696"
"141","5688","5688","5688","0.0012262828386155888","0.0012262828386155888","0.0012262828386155888","5688","5688","5688","0.0021878651023143902","0.0021878651023143902","0.0021878651023143902"
"142","5723","5723","5723","0.001685070208623074","0.001685070208623074","0.001685070208623074","5723","5723","5723","0.00209279524278827","0.00209279524278827","0.00209279524278827"
"143","5758","5758","5758","0.0016615786153124645","0.0016615786153124645","0.0016615786153124645","5758","5758","5758","0.0019685263541759923","0.0019685263541759923","0.0019685263541759923"
"144","5793","5793","5793","0.0011180255096405745","0.0011180255096405745","0.0011180255096405745","5793","5793","5793","0.001341066265013069","0.001341066265013069","0.001341066265013069"
"145","5828","5828","5828","0.0014508908207062632","0.0014508908207062632","0.0014508908207062632","5828","5828","5828","0.0023452871246263385","0.0023452871246263385","0.0023452871246263385"
"146","5863","5863","5863","0.0018542852922109887","0.0018542852922109887","0.0018542852922109887","5863","5863","5863","0.0016907845565583557","0.0016907845565583557","0.0016907845565583557"
"147","5898","5898","5898","0.0012415445235092193","0.0012415445235092193","0.0012415445235092193","5898","5898","5898","0.0026019076467491686","0.0026019076467491686","0.0026019076467491686"
"148","5933","5933","5933","0.0012058202119078487","0.0012058202119078487","0.0012058202119078487","5933","5933","5933","0.002539159293519333","0.002539159293519333","0.002539159293519333"
"149","5968","5968","5968","0.0015902096056379378","0.0015902096056379378","0.0015902096056379378","5968","5968","5968","0.0016912346909521148","0.0016912346909521148","0.0016912346909521148"
"150","6003","6003","6003","0.0018201732018496841","0.0018201732018496841","0.0018201732018496841","6003","6003","6003","0.005355311674065888","0.005355311674065888","0.005355311674065888"
"151","6038","6038","6038","0.0015437328111147508","0.0015437328111147508","0.0015437328111147508","6038","6038","6038","0.002606414316687733","0.002606414316687733","0.002606414316687733"
"152","6073","6073","6073","0.0015482063754461706","0.0015482063754461706","0.0015482063754461706","6073","6073","6073","0.0031223515106830746","0.0031223515106830746","0.0031223515106830746"
"153","6108","6108","6108","0.0012288517027627677","0.0012288517027627677","0.0012288517027627677","6108","6108","6108","0.0034298897662665695","0.0034298897662665695","0.0034298897662665695"
"154","6143","6143","6143","0.0011488722229842097","0.0011488722229842097","0.0011488722229842097","6143","6143","6143","0.0017517256637802348","0.0017517256637802348","0.0017517256637802348"
"155","6178","6178","6178","0.0012516120841610245","0.0012516120841610245","0.0012516120841610245","6178","6178","6178","0.003144640359096229","0.003144640359096229","0.003144640359096229"
"156","6213","6213","6213","0.001331380190094933","0.001331380190094933","0.001331380190094933","6213","6213","6213","0.003279419441241771","0.003279419441241771","0.003279419441241771"
"157","6248","6248","6248","0.0011697154841385782","0.0011697154841385782","0.0011697154841385782","6248","6248","6248","0.003762536507565528","0.003762536507565528","0.003762536507565528"
"158","6283","6283","6283","0.0012059867949574254","0.0012059867949574254","0.0012059867949574254","6283","6283","6283","0.0015391218767035753","0.0015391218767035753","0.0015391218767035753"
"159","6318","6318","6318","0.0014784827071707696","0.0014784827071707696","0.0014784827071707696","6318","6318","6318","0.00339314978918992","0.00339314978918992","0.00339314978918992"
"160","6353","6353","6353","0.0014421595260500908","0.0014421595260500908","0.0014421595260500908","6353","6353","6353","0.00411047411034815","0.00411047411034815","0.00411047411034815"
"161","6388","6388","6388","0.0012031644582748413","0.0012031644582748413","0.0012031644582748413","6388","6388","6388","0.0036317127814982086","0.0036317127814982086","0.0036317127814982086"
"162","6423","6423","6423","0.0013674807851202786","0.0013674807851202786","0.0013674807851202786","6423","6423","6423","0.0037620444200001657","0.0037620444200001657","0.0037620444200001657"
"163","6458","6458","6458","0.001046229648636654","0.001046229648636654","0.001046229648636654","6458","6458","6458","0.005531749629881233","0.005531749629881233","0.005531749629881233"
"164","6493","6493","6493","0.001110549332224764","0.001110549332224764","0.001110549332224764","6493","6493","6493","0.005496267869602889","0.005496267869602889","0.005496267869602889"
"165","6528","6528","6528","0.001376920787151903","0.001376920787151903","0.001376920787151903","6528","6528","6528","0.004024528694571927","0.004024528694571927","0.004024528694571927"
"166","6563","6563","6563","0.0012498318974394351","0.0012498318974394351","0.0012498318974394351","6563","6563","6563","0.004044618166517466","0.004044618166517466","0.004044618166517466"
"167","6598","6598","6598","0.005094840424135327","0.005094840424135327","0.005094840424135327","6598","6598","6598","0.0016738778358558193","0.0016738778358558193","0.0016738778358558193"
"168","6633","6633","6633","0.0015029717469587922","0.0015029717469587922","0.0015029717469587922","6633","6633","6633","0.0018596431036712602","0.0018596431036712602","0.0018596431036712602"
"169","6668","6668","6668","0.0013954671303508803","0.0013954671303508803","0.0013954671303508803","6668","6668","6668","0.0018332067847950384","0.0018332067847950384","0.0018332067847950384"
"170","6703","6703","6703","0.0026265581836923957","0.0026265581836923957","0.0026265581836923957","6703","6703","6703","0.0049605432723183185","0.0049605432723183185","0.0049605432723183185"
