"train/global_step","[paper]GRPO_online - _step","[paper]GRPO_online - _step__MIN","[paper]GRPO_online - _step__MAX","[paper]GRPO_online - train/sts_var/ratio_pEqQ","[paper]GRPO_online - train/sts_var/ratio_pEqQ__MIN","[paper]GRPO_online - train/sts_var/ratio_pEqQ__MAX","[paper]GEPO_online - _step","[paper]GEPO_online - _step__MIN","[paper]GEPO_online - _step__MAX","[paper]GEPO_online - train/sts_var/ratio_pEqQ","[paper]GEPO_online - train/sts_var/ratio_pEqQ__MIN","[paper]GEPO_online - train/sts_var/ratio_pEqQ__MAX","[paper]GSPO_online - _step","[paper]GSPO_online - _step__MIN","[paper]GSPO_online - _step__MAX","[paper]GSPO_online - train/sts_var/ratio_pEqQ","[paper]GSPO_online - train/sts_var/ratio_pEqQ__MIN","[paper]GSPO_online - train/sts_var/ratio_pEqQ__MAX"
"54","1867","1867","1867","0.0005732023555538035","0.0005732023555538035","0.0005732023555538035","1867","1867","1867","0.0006535796173920971","0.0006535796173920971","0.0006535796173920971","1867","1867","1867","0.0006409975540009327","0.0006409975540009327","0.0006409975540009327"
"55","1896","1896","1896","0.0012908216594951227","0.0012908216594951227","0.0012908216594951227","1896","1896","1896","0.0011665948914014734","0.0011665948914014734","0.0011665948914014734","1896","1896","1896","0.0010881311354751233","0.0010881311354751233","0.0010881311354751233"
"56","1925","1925","1925","0.000461436486148159","0.000461436486148159","0.000461436486148159","1925","1925","1925","0.0005896818074688781","0.0005896818074688781","0.0005896818074688781","1925","1925","1925","0.0005168801762920339","0.0005168801762920339","0.0005168801762920339"
"57","1954","1954","1954","0.0005666667020705063","0.0005666667020705063","0.0005666667020705063","1954","1954","1954","0.0006450784821936395","0.0006450784821936395","0.0006450784821936395","1954","1954","1954","0.0006589584590983577","0.0006589584590983577","0.0006589584590983577"
"58","1983","1983","1983","0.0008193562862288672","0.0008193562862288672","0.0008193562862288672","1983","1983","1983","0.001039332382788416","0.001039332382788416","0.001039332382788416","1983","1983","1983","0.0010032188292825595","0.0010032188292825595","0.0010032188292825595"
"59","2012","2012","2012","0.0004477189577301033","0.0004477189577301033","0.0004477189577301033","2012","2012","2012","0.0004895110523648327","0.0004895110523648327","0.0004895110523648327","2012","2012","2012","0.0002609991088320385","0.0002609991088320385","0.0002609991088320385"
"60","2041","2041","2041","0.0010222220225841738","0.0010222220225841738","0.0010222220225841738","2041","2041","2041","0.0010417817502457183","0.0010417817502457183","0.0010417817502457183","2041","2041","2041","0.0008729986602702411","0.0008729986602702411","0.0008729986602702411"
"61","2070","2070","2070","0.0006875144117657328","0.0006875144117657328","0.0006875144117657328","2070","2070","2070","0.0008400433507631533","0.0008400433507631533","0.0008400433507631533","2070","2070","2070","0.0004365168515505502","0.0004365168515505502","0.0004365168515505502"
"62","2099","2099","2099","0.0019439519965089858","0.0019439519965089858","0.0019439519965089858","2099","2099","2099","0.0019113087037112564","0.0019113087037112564","0.0019113087037112564","2099","2099","2099","0.0018763806292554364","0.0018763806292554364","0.0018763806292554364"
"63","2128","2128","2128","0.0005757591752626467","0.0005757591752626467","0.0005757591752626467","2128","2128","2128","0.0006067805588827468","0.0006067805588827468","0.0006067805588827468","2128","2128","2128","0.0005542607941606548","0.0005542607941606548","0.0005542607941606548"
"64","2157","2157","2157","0.0009504086046945304","0.0009504086046945304","0.0009504086046945304","2157","2157","2157","0.0011128257065138314","0.0011128257065138314","0.0011128257065138314","2157","2157","2157","0.0011310852714814246","0.0011310852714814246","0.0011310852714814246"
"65","2337","2337","2337","0.0003118212180197588","0.0003118212180197588","0.0003118212180197588","2337","2337","2337","0.0003602732231229311","0.0003602732231229311","0.0003602732231229311","2337","2337","2337","0.0003457650909695076","0.0003457650909695076","0.0003457650909695076"
"66","2366","2366","2366","0.0012224800520925783","0.0012224800520925783","0.0012224800520925783","2366","2366","2366","0.0012734065312542953","0.0012734065312542953","0.0012734065312542953","2366","2366","2366","0.001311797575908713","0.001311797575908713","0.001311797575908713"
"67","2395","2395","2395","0.0014248688676161692","0.0014248688676161692","0.0014248688676161692","2395","2395","2395","0.0013555363402701914","0.0013555363402701914","0.0013555363402701914","2395","2395","2395","0.001465435776481172","0.001465435776481172","0.001465435776481172"
"68","2424","2424","2424","0.0006346986115204345","0.0006346986115204345","0.0006346986115204345","2424","2424","2424","0.0007867817985243164","0.0007867817985243164","0.0007867817985243164","2424","2424","2424","0.0005801979059469886","0.0005801979059469886","0.0005801979059469886"
"69","2453","2453","2453","0.000545232416698127","0.000545232416698127","0.000545232416698127","2453","2453","2453","0.0005370569488150068","0.0005370569488150068","0.0005370569488150068","2453","2453","2453","0.0005753634450229583","0.0005753634450229583","0.0005753634450229583"
"70","2482","2482","2482","0.0006680735532427207","0.0006680735532427207","0.0006680735532427207","2482","2482","2482","0.0009111832587223034","0.0009111832587223034","0.0009111832587223034","2482","2482","2482","0.0008073935459833592","0.0008073935459833592","0.0008073935459833592"
"71","2511","2511","2511","0.0008246047741522489","0.0008246047741522489","0.0008246047741522489","2511","2511","2511","0.000900450784683926","0.000900450784683926","0.000900450784683926","2511","2511","2511","0.0008228142687585205","0.0008228142687585205","0.0008228142687585205"
"72","2540","2540","2540","0.0005988716693536844","0.0005988716693536844","0.0005988716693536844","2540","2540","2540","0.0006035413553036051","0.0006035413553036051","0.0006035413553036051","2540","2540","2540","0.000829625114420196","0.000829625114420196","0.000829625114420196"
"73","2569","2569","2569","0.0007127377066353802","0.0007127377066353802","0.0007127377066353802","2569","2569","2569","0.0006018093481543474","0.0006018093481543474","0.0006018093481543474","2569","2569","2569","0.0010802242941281293","0.0010802242941281293","0.0010802242941281293"
"74","2598","2598","2598","0.0006933489785296842","0.0006933489785296842","0.0006933489785296842","2598","2598","2598","0.0006712864342262037","0.0006712864342262037","0.0006712864342262037","2598","2598","2598","0.000659896668366855","0.000659896668366855","0.000659896668366855"
"75","2627","2627","2627","0.00037881293428654317","0.00037881293428654317","0.00037881293428654317","2627","2627","2627","0.0005499995495483745","0.0005499995495483745","0.0005499995495483745","2627","2627","2627","0.0005079112997918855","0.0005079112997918855","0.0005079112997918855"
"76","2656","2656","2656","0.0007509835668315645","0.0007509835668315645","0.0007509835668315645","2656","2656","2656","0.0008798125563771464","0.0008798125563771464","0.0008798125563771464","2656","2656","2656","0.000786326285378891","0.000786326285378891","0.000786326285378891"
"77","2685","2685","2685","0.0006785748610127484","0.0006785748610127484","0.0006785748610127484","2685","2685","2685","0.0007070312476571416","0.0007070312476571416","0.0007070312476571416","2685","2685","2685","0.0006590078155568335","0.0006590078155568335","0.0006590078155568335"
"78","2714","2714","2714","0.0005583780366578139","0.0005583780366578139","0.0005583780366578139","2714","2714","2714","0.0006234912925719982","0.0006234912925719982","0.0006234912925719982","2714","2714","2714","0.0006274165243667085","0.0006274165243667085","0.0006274165243667085"
"79","2743","2743","2743","0.00047822903798078187","0.00047822903798078187","0.00047822903798078187","2743","2743","2743","0.0005461272430693498","0.0005461272430693498","0.0005461272430693498","2743","2743","2743","0.000443941705270845","0.000443941705270845","0.000443941705270845"
"80","2772","2772","2772","0.0007013758786342805","0.0007013758786342805","0.0007013758786342805","2772","2772","2772","0.0008949621405918151","0.0008949621405918151","0.0008949621405918151","2772","2772","2772","0.0008446377032669261","0.0008446377032669261","0.0008446377032669261"
"81","2801","2801","2801","0.001231958649441367","0.001231958649441367","0.001231958649441367","2801","2801","2801","0.0015574277895211708","0.0015574277895211708","0.0015574277895211708","2801","2801","2801","0.0012276810812181793","0.0012276810812181793","0.0012276810812181793"
"82","2830","2830","2830","0.0004506559871515492","0.0004506559871515492","0.0004506559871515492","2830","2830","2830","0.0004947375327901682","0.0004947375327901682","0.0004947375327901682","2830","2830","2830","0.00046580117123085074","0.00046580117123085074","0.00046580117123085074"
"83","2859","2859","2859","0.0006932583091838751","0.0006932583091838751","0.0006932583091838751","2859","2859","2859","0.0008807437752693659","0.0008807437752693659","0.0008807437752693659","2859","2859","2859","0.0008148091037583072","0.0008148091037583072","0.0008148091037583072"
"84","2888","2888","2888","0.000986543082035496","0.000986543082035496","0.000986543082035496","2888","2888","2888","0.0008658436427140259","0.0008658436427140259","0.0008658436427140259","2888","2888","2888","0.0008493465793435462","0.0008493465793435462","0.0008493465793435462"
"85","2917","2917","2917","0.0017131196545960847","0.0017131196545960847","0.0017131196545960847","2917","2917","2917","0.0015683433484809939","0.0015683433484809939","0.0015683433484809939","2917","2917","2917","0.0014898970403010026","0.0014898970403010026","0.0014898970403010026"
"86","2946","2946","2946","0.0004136722654948244","0.0004136722654948244","0.0004136722654948244","2946","2946","2946","0.0005168935658730334","0.0005168935658730334","0.0005168935658730334","2946","2946","2946","0.0003388650311535457","0.0003388650311535457","0.0003388650311535457"
"87","2975","2975","2975","0.0005579311036854051","0.0005579311036854051","0.0005579311036854051","2975","2975","2975","0.0006722737780364696","0.0006722737780364696","0.0006722737780364696","2975","2975","2975","0.0005025612663303036","0.0005025612663303036","0.0005025612663303036"
"88","3004","3004","3004","0.0019107207699562423","0.0019107207699562423","0.0019107207699562423","3004","3004","3004","0.0020418919375515543","0.0020418919375515543","0.0020418919375515543","3004","3004","3004","0.002063989726593718","0.002063989726593718","0.002063989726593718"
"89","3033","3033","3033","0.0009373670691275038","0.0009373670691275038","0.0009373670691275038","3033","3033","3033","0.0009153519240499008","0.0009153519240499008","0.0009153519240499008","3033","3033","3033","0.0008057390223257244","0.0008057390223257244","0.0008057390223257244"
"90","3062","3062","3062","0.0012294467087485828","0.0012294467087485828","0.0012294467087485828","3062","3062","3062","0.0013016363300266676","0.0013016363300266676","0.0013016363300266676","3062","3062","3062","0.0011888622539117932","0.0011888622539117932","0.0011888622539117932"
"91","3091","3091","3091","0.0012928357755299658","0.0012928357755299658","0.0012928357755299658","3091","3091","3091","0.0012148806818004232","0.0012148806818004232","0.0012148806818004232","3091","3091","3091","0.0011934262729482725","0.0011934262729482725","0.0011934262729482725"
"92","3120","3120","3120","0.0010090683827002067","0.0010090683827002067","0.0010090683827002067","3120","3120","3120","0.0010990195878548548","0.0010990195878548548","0.0010990195878548548","3120","3120","3120","0.001115579481847817","0.001115579481847817","0.001115579481847817"
"93","3149","3149","3149","0.0006515907862194581","0.0006515907862194581","0.0006515907862194581","3149","3149","3149","0.0008080219395196764","0.0008080219395196764","0.0008080219395196764","3149","3149","3149","0.0009002859369502403","0.0009002859369502403","0.0009002859369502403"
"94","3178","3178","3178","0.0009430171921849251","0.0009430171921849251","0.0009430171921849251","3178","3178","3178","0.0008180294717021752","0.0008180294717021752","0.0008180294717021752","3178","3178","3178","0.0006280285324464785","0.0006280285324464785","0.0006280285324464785"
"95","3207","3207","3207","0.0011066185325034894","0.0011066185325034894","0.0011066185325034894","3207","3207","3207","0.0010768079118861351","0.0010768079118861351","0.0010768079118861351","3207","3207","3207","0.0010691028692235705","0.0010691028692235705","0.0010691028692235705"
"96","3236","3236","3236","0.0017993191941059195","0.0017993191941059195","0.0017993191941059195","3236","3236","3236","0.0021388813038356602","0.0021388813038356602","0.0021388813038356602","3236","3236","3236","0.002221194328740239","0.002221194328740239","0.002221194328740239"
"97","3416","3416","3416","0.0010411801049485803","0.0010411801049485803","0.0010411801049485803","3416","3416","3416","0.00097696450757212","0.00097696450757212","0.00097696450757212","3416","3416","3416","0.000846595605253242","0.000846595605253242","0.000846595605253242"
"98","3445","3445","3445","0.0003331177813379327","0.0003331177813379327","0.0003331177813379327","3445","3445","3445","0.0003767205171243404","0.0003767205171243404","0.0003767205171243404","3445","3445","3445","0.0003660180045699235","0.0003660180045699235","0.0003660180045699235"
"99","3474","3474","3474","0.0011533133729244582","0.0011533133729244582","0.0011533133729244582","3474","3474","3474","0.0013229888063506223","0.0013229888063506223","0.0013229888063506223","3474","3474","3474","0.0009344987120130099","0.0009344987120130099","0.0009344987120130099"
"100","3503","3503","3503","0.0007269202897077776","0.0007269202897077776","0.0007269202897077776","3503","3503","3503","0.0007471342287317384","0.0007471342287317384","0.0007471342287317384","3503","3503","3503","0.0006452971101680305","0.0006452971101680305","0.0006452971101680305"
"101","3532","3532","3532","0.0011518761020852253","0.0011518761020852253","0.0011518761020852253","3532","3532","3532","0.0010364062618464231","0.0010364062618464231","0.0010364062618464231","3532","3532","3532","0.0009494415571680292","0.0009494415571680292","0.0009494415571680292"
"102","3561","3561","3561","0.0009012710070237517","0.0009012710070237517","0.0009012710070237517","3561","3561","3561","0.0008448656935797771","0.0008448656935797771","0.0008448656935797771","3561","3561","3561","0.0006981234437262174","0.0006981234437262174","0.0006981234437262174"
"103","3590","3590","3590","0.000875949757755734","0.000875949757755734","0.000875949757755734","3590","3590","3590","0.001023617500322871","0.001023617500322871","0.001023617500322871","3590","3590","3590","0.0010216587979812175","0.0010216587979812175","0.0010216587979812175"
"104","3619","3619","3619","0.0012793043460987974","0.0012793043460987974","0.0012793043460987974","3619","3619","3619","0.0013421651274256874","0.0013421651274256874","0.0013421651274256874","3619","3619","3619","0.001050301939358178","0.001050301939358178","0.001050301939358178"
"105","3648","3648","3648","0.0006518108239106368","0.0006518108239106368","0.0006518108239106368","3648","3648","3648","0.0008560029964428395","0.0008560029964428395","0.0008560029964428395","3648","3648","3648","0.0006476980524894316","0.0006476980524894316","0.0006476980524894316"
"106","3677","3677","3677","0.0008316694220411591","0.0008316694220411591","0.0008316694220411591","3677","3677","3677","0.0009074344361579278","0.0009074344361579278","0.0009074344361579278","3677","3677","3677","0.0008471257024211809","0.0008471257024211809","0.0008471257024211809"
"107","3706","3706","3706","0.0010054329468403012","0.0010054329468403012","0.0010054329468403012","3706","3706","3706","0.0010604825292830355","0.0010604825292830355","0.0010604825292830355","3706","3706","3706","0.000902537620277144","0.000902537620277144","0.000902537620277144"
"108","3735","3735","3735","0.0018189955735579133","0.0018189955735579133","0.0018189955735579133","3735","3735","3735","0.0016806318672024645","0.0016806318672024645","0.0016806318672024645","3735","3735","3735","0.001592246895597782","0.001592246895597782","0.001592246895597782"
"109","3764","3764","3764","0.0004468770439416403","0.0004468770439416403","0.0004468770439416403","3764","3764","3764","0.0006298984108070727","0.0006298984108070727","0.0006298984108070727","3764","3764","3764","0.0004872140707448125","0.0004872140707448125","0.0004872140707448125"
"110","3793","3793","3793","0.00047385808829858433","0.00047385808829858433","0.00047385808829858433","3793","3793","3793","0.0004214762448100373","0.0004214762448100373","0.0004214762448100373","3793","3793","3793","0.00033842156608443474","0.00033842156608443474","0.00033842156608443474"
"111","3822","3822","3822","0.0009501767253823346","0.0009501767253823346","0.0009501767253823346","3822","3822","3822","0.0007789410592522472","0.0007789410592522472","0.0007789410592522472","3822","3822","3822","0.001019356059259735","0.001019356059259735","0.001019356059259735"
