"train/global_step","[paper]GRPO_online - _step","[paper]GRPO_online - _step__MIN","[paper]GRPO_online - _step__MAX","[paper]GRPO_online - train/sts_var/ratio_pEqQ","[paper]GRPO_online - train/sts_var/ratio_pEqQ__MIN","[paper]GRPO_online - train/sts_var/ratio_pEqQ__MAX","[paper]GEPO_online - _step","[paper]GEPO_online - _step__MIN","[paper]GEPO_online - _step__MAX","[paper]GEPO_online - train/sts_var/ratio_pEqQ","[paper]GEPO_online - train/sts_var/ratio_pEqQ__MIN","[paper]GEPO_online - train/sts_var/ratio_pEqQ__MAX","[paper]GSPO_online - _step","[paper]GSPO_online - _step__MIN","[paper]GSPO_online - _step__MAX","[paper]GSPO_online - train/sts_var/ratio_pEqQ","[paper]GSPO_online - train/sts_var/ratio_pEqQ__MIN","[paper]GSPO_online - train/sts_var/ratio_pEqQ__MAX"
"376","12715","12715","12715","0.0044483392557594925","0.0044483392557594925","0.0044483392557594925","12715","12715","12715","0.004064931687025819","0.004064931687025819","0.004064931687025819","12715","12715","12715","0.004271446363418363","0.004271446363418363","0.004271446363418363"
"377","12744","12744","12744","0.004569287892081775","0.004569287892081775","0.004569287892081775","12744","12744","12744","0.00345609263604274","0.00345609263604274","0.00345609263604274","12744","12744","12744","0.003651307251857361","0.003651307251857361","0.003651307251857361"
"378","12773","12773","12773","0.003369857760844752","0.003369857760844752","0.003369857760844752","12773","12773","12773","0.0028621940000448376","0.0028621940000448376","0.0028621940000448376","12773","12773","12773","0.0029982714549987577","0.0029982714549987577","0.0029982714549987577"
"379","12802","12802","12802","0.0010198633681284264","0.0010198633681284264","0.0010198633681284264","12802","12802","12802","0.0017966302621061914","0.0017966302621061914","0.0017966302621061914","12802","12802","12802","0.0011380857540643774","0.0011380857540643774","0.0011380857540643774"
"380","12831","12831","12831","0.0018748546135611832","0.0018748546135611832","0.0018748546135611832","12831","12831","12831","0.002126631632563658","0.002126631632563658","0.002126631632563658","12831","12831","12831","0.0025167905841954052","0.0025167905841954052","0.0025167905841954052"
"381","12860","12860","12860","0.0027192082307010423","0.0027192082307010423","0.0027192082307010423","12860","12860","12860","0.002863355810404755","0.002863355810404755","0.002863355810404755","12860","12860","12860","0.0021353701085899957","0.0021353701085899957","0.0021353701085899957"
"382","12889","12889","12889","0.004471269698115066","0.004471269698115066","0.004471269698115066","12889","12889","12889","0.002555675178882666","0.002555675178882666","0.002555675178882666","12889","12889","12889","0.0036304736277088523","0.0036304736277088523","0.0036304736277088523"
"383","12918","12918","12918","0.00413289392599836","0.00413289392599836","0.00413289392599836","12918","12918","12918","0.0031384809262817726","0.0031384809262817726","0.0031384809262817726","12918","12918","12918","0.0032359157703467645","0.0032359157703467645","0.0032359157703467645"
"384","12947","12947","12947","0.0035880710602214094","0.0035880710602214094","0.0035880710602214094","12947","12947","12947","0.003374004169018008","0.003374004169018008","0.003374004169018008","12947","12947","12947","0.0025427934306208044","0.0025427934306208044","0.0025427934306208044"
"385","13127","13127","13127","0.0011851660019601695","0.0011851660019601695","0.0011851660019601695","13127","13127","13127","0.0007673279760638252","0.0007673279760638252","0.0007673279760638252","13127","13127","13127","0.0009766504663275555","0.0009766504663275555","0.0009766504663275555"
"386","13156","13156","13156","0.002943024541309569","0.002943024541309569","0.002943024541309569","13156","13156","13156","0.0022877439914736897","0.0022877439914736897","0.0022877439914736897","13156","13156","13156","0.0019442766933934763","0.0019442766933934763","0.0019442766933934763"
"387","13185","13185","13185","0.0036817691870965064","0.0036817691870965064","0.0036817691870965064","13185","13185","13185","0.0037765297602163628","0.0037765297602163628","0.0037765297602163628","13185","13185","13185","0.003926973673515022","0.003926973673515022","0.003926973673515022"
"388","13214","13214","13214","0.0012655871923925588","0.0012655871923925588","0.0012655871923925588","13214","13214","13214","0.0006069356113584945","0.0006069356113584945","0.0006069356113584945","13214","13214","13214","0.0014975972289903439","0.0014975972289903439","0.0014975972289903439"
"389","13243","13243","13243","0.003129782584437635","0.003129782584437635","0.003129782584437635","13243","13243","13243","0.002794922147586476","0.002794922147586476","0.002794922147586476","13243","13243","13243","0.0026488596995477565","0.0026488596995477565","0.0026488596995477565"
"390","13272","13272","13272","0.008038327388931066","0.008038327388931066","0.008038327388931066","13272","13272","13272","0.0064182672067545354","0.0064182672067545354","0.0064182672067545354","13272","13272","13272","0.007464092428563163","0.007464092428563163","0.007464092428563163"
"391","13301","13301","13301","0.003021208249265328","0.003021208249265328","0.003021208249265328","13301","13301","13301","0.001865109006757848","0.001865109006757848","0.001865109006757848","13301","13301","13301","0.0028734049992635846","0.0028734049992635846","0.0028734049992635846"
"392","13330","13330","13330","0.005889222520636395","0.005889222520636395","0.005889222520636395","13330","13330","13330","0.005255560885416344","0.005255560885416344","0.005255560885416344","13330","13330","13330","0.005114585917908698","0.005114585917908698","0.005114585917908698"
"393","13359","13359","13359","0.003149469062918797","0.003149469062918797","0.003149469062918797","13359","13359","13359","0.0026692717783589615","0.0026692717783589615","0.0026692717783589615","13359","13359","13359","0.002817975517245941","0.002817975517245941","0.002817975517245941"
"394","13388","13388","13388","0.0026435635809320956","0.0026435635809320956","0.0026435635809320956","13388","13388","13388","0.0027970219889539294","0.0027970219889539294","0.0027970219889539294","13388","13388","13388","0.0026404834061395377","0.0026404834061395377","0.0026404834061395377"
"395","13417","13417","13417","0.0020023442921228707","0.0020023442921228707","0.0020023442921228707","13417","13417","13417","0.0008274036736111157","0.0008274036736111157","0.0008274036736111157","13417","13417","13417","0.0010958634338749107","0.0010958634338749107","0.0010958634338749107"
"396","13446","13446","13446","0.0010726079271989875","0.0010726079271989875","0.0010726079271989875","13446","13446","13446","0.0007306027073354926","0.0007306027073354926","0.0007306027073354926","13446","13446","13446","0.0009684329088486265","0.0009684329088486265","0.0009684329088486265"
"397","13475","13475","13475","0.002339072307222523","0.002339072307222523","0.002339072307222523","13475","13475","13475","0.0022217458972590975","0.0022217458972590975","0.0022217458972590975","13475","13475","13475","0.002125370883732103","0.002125370883732103","0.002125370883732103"
"398","13504","13504","13504","0.004349166090833023","0.004349166090833023","0.004349166090833023","13504","13504","13504","0.004075068194651976","0.004075068194651976","0.004075068194651976","13504","13504","13504","0.0035354763676878065","0.0035354763676878065","0.0035354763676878065"
"399","13533","13533","13533","0.0029475030896719545","0.0029475030896719545","0.0029475030896719545","13533","13533","13533","0.0020124651491642","0.0020124651491642","0.0020124651491642","13533","13533","13533","0.00286424694058951","0.00286424694058951","0.00286424694058951"
"400","13562","13562","13562","0.006658978294581175","0.006658978294581175","0.006658978294581175","13562","13562","13562","0.0035499140212778","0.0035499140212778","0.0035499140212778","13562","13562","13562","0.005263339931843802","0.005263339931843802","0.005263339931843802"
"401","13591","13591","13591","0.005520493374206126","0.005520493374206126","0.005520493374206126","13591","13591","13591","0.0060281970363575965","0.0060281970363575965","0.0060281970363575965","13591","13591","13591","0.005824179912451655","0.005824179912451655","0.005824179912451655"
"402","13620","13620","13620","0.0062136655615177006","0.0062136655615177006","0.0062136655615177006","13620","13620","13620","0.004870490316534415","0.004870490316534415","0.004870490316534415","13620","13620","13620","0.005393864499637857","0.005393864499637857","0.005393864499637857"
"403","13649","13649","13649","0.0023102146515157074","0.0023102146515157074","0.0023102146515157074","13649","13649","13649","0.0014890077582094818","0.0014890077582094818","0.0014890077582094818","13649","13649","13649","0.0017298995662713423","0.0017298995662713423","0.0017298995662713423"
"404","13678","13678","13678","0.0036371602618601173","0.0036371602618601173","0.0036371602618601173","13678","13678","13678","0.0032157203095266595","0.0032157203095266595","0.0032157203095266595","13678","13678","13678","0.0028655174101004377","0.0028655174101004377","0.0028655174101004377"
"405","13707","13707","13707","0.0036133863759459928","0.0036133863759459928","0.0036133863759459928","13707","13707","13707","0.002300955675309524","0.002300955675309524","0.002300955675309524","13707","13707","13707","0.0025996952936111484","0.0025996952936111484","0.0025996952936111484"
"406","13736","13736","13736","0.0057870454038493335","0.0057870454038493335","0.0057870454038493335","13736","13736","13736","0.003521446997183375","0.003521446997183375","0.003521446997183375","13736","13736","13736","0.004159166623139754","0.004159166623139754","0.004159166623139754"
"407","13765","13765","13765","0.007228683534776792","0.007228683534776792","0.007228683534776792","13765","13765","13765","0.005906944872549502","0.005906944872549502","0.005906944872549502","13765","13765","13765","0.005154949656571262","0.005154949656571262","0.005154949656571262"
"408","13794","13794","13794","0.002665761101525277","0.002665761101525277","0.002665761101525277","13794","13794","13794","0.0026239659637212753","0.0026239659637212753","0.0026239659637212753","13794","13794","13794","0.0026293922419426963","0.0026293922419426963","0.0026293922419426963"
"409","13823","13823","13823","0.0036014551942571416","0.0036014551942571416","0.0036014551942571416","13823","13823","13823","0.0023835181673348416","0.0023835181673348416","0.0023835181673348416","13823","13823","13823","0.003350746279465966","0.003350746279465966","0.003350746279465966"
"410","13852","13852","13852","0.003619927359977737","0.003619927359977737","0.003619927359977737","13852","13852","13852","0.0020773156538780313","0.0020773156538780313","0.0020773156538780313","13852","13852","13852","0.0029360761982388794","0.0029360761982388794","0.0029360761982388794"
"411","13881","13881","13881","0.007054941001115367","0.007054941001115367","0.007054941001115367","13881","13881","13881","0.005871898581972346","0.005871898581972346","0.005871898581972346","13881","13881","13881","0.005827139655593783","0.005827139655593783","0.005827139655593783"
"412","13910","13910","13910","0.0009205299684253987","0.0009205299684253987","0.0009205299684253987","13910","13910","13910","0.0011782376896007918","0.0011782376896007918","0.0011782376896007918","13910","13910","13910","0.0011459670568001457","0.0011459670568001457","0.0011459670568001457"
"413","13939","13939","13939","0.00930421258090064","0.00930421258090064","0.00930421258090064","13939","13939","13939","0.006891818251460791","0.006891818251460791","0.006891818251460791","13939","13939","13939","0.007496569538488984","0.007496569538488984","0.007496569538488984"
"414","13968","13968","13968","0.005476591817568988","0.005476591817568988","0.005476591817568988","13968","13968","13968","0.004340174011304043","0.004340174011304043","0.004340174011304043","13968","13968","13968","0.005058926006313413","0.005058926006313413","0.005058926006313413"
"415","13997","13997","13997","0.005863387632416561","0.005863387632416561","0.005863387632416561","13997","13997","13997","0.004305840477172751","0.004305840477172751","0.004305840477172751","13997","13997","13997","0.003988903077697614","0.003988903077697614","0.003988903077697614"
"416","14026","14026","14026","0.004092346578545403","0.004092346578545403","0.004092346578545403","14026","14026","14026","0.0032814360347401816","0.0032814360347401816","0.0032814360347401816","14026","14026","14026","0.0038690758374286816","0.0038690758374286816","0.0038690758374286816"
"417","14206","14206","14206","0.007064706485834904","0.007064706485834904","0.007064706485834904","14206","14206","14206","0.005841102662088815","0.005841102662088815","0.005841102662088815","14206","14206","14206","0.0052287751459516585","0.0052287751459516585","0.0052287751459516585"
"418","14235","14235","14235","0.0048046054726000875","0.0048046054726000875","0.0048046054726000875","14235","14235","14235","0.00386552739655599","0.00386552739655599","0.00386552739655599","14235","14235","14235","0.003881753233144991","0.003881753233144991","0.003881753233144991"
"419","14264","14264","14264","0.005574547729338519","0.005574547729338519","0.005574547729338519","14264","14264","14264","0.005728341842768714","0.005728341842768714","0.005728341842768714","14264","14264","14264","0.006073986296541989","0.006073986296541989","0.006073986296541989"
"420","14293","14293","14293","0.008507640770403668","0.008507640770403668","0.008507640770403668","14293","14293","14293","0.006357172256684862","0.006357172256684862","0.006357172256684862","14293","14293","14293","0.005974082101602107","0.005974082101602107","0.005974082101602107"
"421","14322","14322","14322","0.005219371145358309","0.005219371145358309","0.005219371145358309","14322","14322","14322","0.004131009132834151","0.004131009132834151","0.004131009132834151","14322","14322","14322","0.004261350230081007","0.004261350230081007","0.004261350230081007"
"422","14351","14351","14351","0.001807537249987945","0.001807537249987945","0.001807537249987945","14351","14351","14351","0.0013118335464241682","0.0013118335464241682","0.0013118335464241682","14351","14351","14351","0.0008402730272791814","0.0008402730272791814","0.0008402730272791814"
"423","14380","14380","14380","0.004837640415644273","0.004837640415644273","0.004837640415644273","14380","14380","14380","0.004208510115859099","0.004208510115859099","0.004208510115859099","14380","14380","14380","0.0035561353724915534","0.0035561353724915534","0.0035561353724915534"
"424","14409","14409","14409","0.0038712835012120195","0.0038712835012120195","0.0038712835012120195","14409","14409","14409","0.0030595199968956877","0.0030595199968956877","0.0030595199968956877","14409","14409","14409","0.0025854960949800443","0.0025854960949800443","0.0025854960949800443"
"425","14438","14438","14438","0.0006800587761972565","0.0006800587761972565","0.0006800587761972565","14438","14438","14438","0.0008675339995534159","0.0008675339995534159","0.0008675339995534159","14438","14438","14438","0.0010160942547372542","0.0010160942547372542","0.0010160942547372542"
"426","14467","14467","14467","0.0036913880830979906","0.0036913880830979906","0.0036913880830979906","14467","14467","14467","0.0030343814942170866","0.0030343814942170866","0.0030343814942170866","14467","14467","14467","0.002052039075351786","0.002052039075351786","0.002052039075351786"
"427","14496","14496","14496","0.001429483774700202","0.001429483774700202","0.001429483774700202","14496","14496","14496","0.0014680603162560146","0.0014680603162560146","0.0014680603162560146","14496","14496","14496","0.0012955390611750772","0.0012955390611750772","0.0012955390611750772"
"428","14525","14525","14525","0.003577034613044816","0.003577034613044816","0.003577034613044816","14525","14525","14525","0.0025761825791050796","0.0025761825791050796","0.0025761825791050796","14525","14525","14525","0.0023843200815463206","0.0023843200815463206","0.0023843200815463206"
"429","14554","14554","14554","0.004097678262041882","0.004097678262041882","0.004097678262041882","14554","14554","14554","0.002885589507059194","0.002885589507059194","0.002885589507059194","14554","14554","14554","0.003927751065930352","0.003927751065930352","0.003927751065930352"
"430","14583","14583","14583","0.003903931734384969","0.003903931734384969","0.003903931734384969","14583","14583","14583","0.0028042502381140366","0.0028042502381140366","0.0028042502381140366","14583","14583","14583","0.00398559142195154","0.00398559142195154","0.00398559142195154"
"431","14612","14612","14612","0.0021768053848063573","0.0021768053848063573","0.0021768053848063573","14612","14612","14612","0.0020515068026725203","0.0020515068026725203","0.0020515068026725203","14612","14612","14612","0.002408291242318228","0.002408291242318228","0.002408291242318228"
"432","14641","14641","14641","0.004606876318575814","0.004606876318575814","0.004606876318575814","14641","14641","14641","0.005331141772330739","0.005331141772330739","0.005331141772330739","14641","14641","14641","0.004214483124087565","0.004214483124087565","0.004214483124087565"
"433","14670","14670","14670","0.004627475209417753","0.004627475209417753","0.004627475209417753","14670","14670","14670","0.003860266850097105","0.003860266850097105","0.003860266850097105","14670","14670","14670","0.0037527013628277928","0.0037527013628277928","0.0037527013628277928"
"434","14699","14699","14699","0.005748382871388458","0.005748382871388458","0.005748382871388458","14699","14699","14699","0.002968081718790927","0.002968081718790927","0.002968081718790927","14699","14699","14699","0.0034582294028950855","0.0034582294028950855","0.0034582294028950855"
"435","14728","14728","14728","0.0036287304537836462","0.0036287304537836462","0.0036287304537836462","14728","14728","14728","0.002631285780807957","0.002631285780807957","0.002631285780807957","14728","14728","14728","0.00248867512709694","0.00248867512709694","0.00248867512709694"
"436","14757","14757","14757","0.005843229693709873","0.005843229693709873","0.005843229693709873","14757","14757","14757","0.004979994206223637","0.004979994206223637","0.004979994206223637","14757","14757","14757","0.004789708858879749","0.004789708858879749","0.004789708858879749"
"437","14786","14786","14786","0.001805103340302594","0.001805103340302594","0.001805103340302594","14786","14786","14786","0.0010682276479201391","0.0010682276479201391","0.0010682276479201391","14786","14786","14786","0.0021647313697030768","0.0021647313697030768","0.0021647313697030768"
"438","14815","14815","14815","0.005562028643907979","0.005562028643907979","0.005562028643907979","14815","14815","14815","0.005062196025392041","0.005062196025392041","0.005062196025392041","14815","14815","14815","0.004846417316002771","0.004846417316002771","0.004846417316002771"
"439","14844","14844","14844","0.006148634012788534","0.006148634012788534","0.006148634012788534","14844","14844","14844","0.00521373790979851","0.00521373790979851","0.00521373790979851","14844","14844","14844","0.005175653757760301","0.005175653757760301","0.005175653757760301"
"440","14873","14873","14873","0.004838344219024293","0.004838344219024293","0.004838344219024293","14873","14873","14873","0.0038889091920282226","0.0038889091920282226","0.0038889091920282226","14873","14873","14873","0.003153570396534633","0.003153570396534633","0.003153570396534633"
"441","14902","14902","14902","0.006471858156146482","0.006471858156146482","0.006471858156146482","14902","14902","14902","0.005244648345978931","0.005244648345978931","0.005244648345978931","14902","14902","14902","0.004707993706688285","0.004707993706688285","0.004707993706688285"
"442","14931","14931","14931","0.0027132691320730373","0.0027132691320730373","0.0027132691320730373","14931","14931","14931","0.0023964016581885517","0.0023964016581885517","0.0023964016581885517","14931","14931","14931","0.002941181417554617","0.002941181417554617","0.002941181417554617"
"443","14960","14960","14960","0.0033633456041570753","0.0033633456041570753","0.0033633456041570753","14960","14960","14960","0.003058474976569414","0.003058474976569414","0.003058474976569414","14960","14960","14960","0.002935719850938767","0.002935719850938767","0.002935719850938767"
"444","14989","14989","14989","0.005061851181380916","0.005061851181380916","0.005061851181380916","14989","14989","14989","0.004235532302118372","0.004235532302118372","0.004235532302118372","14989","14989","14989","0.004905553741991753","0.004905553741991753","0.004905553741991753"
"445","15018","15018","15018","0.006391550705302507","0.006391550705302507","0.006391550705302507","15018","15018","15018","0.00434273638529703","0.00434273638529703","0.00434273638529703","15018","15018","15018","0.00360448811261449","0.00360448811261449","0.00360448811261449"
"446","15047","15047","15047","0.00436931927833939","0.00436931927833939","0.00436931927833939","15047","15047","15047","0.0033703896988299675","0.0033703896988299675","0.0033703896988299675","15047","15047","15047","0.0030171691196301254","0.0030171691196301254","0.0030171691196301254"
"447","15076","15076","15076","0.0030133917534840293","0.0030133917534840293","0.0030133917534840293","15076","15076","15076","0.0014271579493652098","0.0014271579493652098","0.0014271579493652098","15076","15076","15076","0.0014308458848972805","0.0014308458848972805","0.0014308458848972805"
"448","15105","15105","15105","0.004352353265858255","0.004352353265858255","0.004352353265858255","15105","15105","15105","0.0037875661510042846","0.0037875661510042846","0.0037875661510042846","15105","15105","15105","0.004227876714139711","0.004227876714139711","0.004227876714139711"
"449","15285","15285","15285","0.00421675575489644","0.00421675575489644","0.00421675575489644","15285","15285","15285","0.0027748621942009777","0.0027748621942009777","0.0027748621942009777","15285","15285","15285","0.002690691821044311","0.002690691821044311","0.002690691821044311"
"450","15314","15314","15314","0.004354334039817331","0.004354334039817331","0.004354334039817331","15314","15314","15314","0.0032077138384920545","0.0032077138384920545","0.0032077138384920545","15314","15314","15314","0.0030009845722815953","0.0030009845722815953","0.0030009845722815953"
"451","15343","15343","15343","0.003413998449104838","0.003413998449104838","0.003413998449104838","15343","15343","15343","0.0022408023214666173","0.0022408023214666173","0.0022408023214666173","15343","15343","15343","0.0031060758265084587","0.0031060758265084587","0.0031060758265084587"
"452","15372","15372","15372","0.003428152369451709","0.003428152369451709","0.003428152369451709","15372","15372","15372","0.0021910955692874268","0.0021910955692874268","0.0021910955692874268","15372","15372","15372","0.002558580439654179","0.002558580439654179","0.002558580439654179"
"453","15401","15401","15401","0.0007769910644128686","0.0007769910644128686","0.0007769910644128686","15401","15401","15401","0.0004551193742372561","0.0004551193742372561","0.0004551193742372561","15401","15401","15401","0.00028906391162308864","0.00028906391162308864","0.00028906391162308864"
"454","15430","15430","15430","0.0037172670708969235","0.0037172670708969235","0.0037172670708969235","15430","15430","15430","0.003930538434360642","0.003930538434360642","0.003930538434360642","15430","15430","15430","0.0031559081144223455","0.0031559081144223455","0.0031559081144223455"
"455","15459","15459","15459","0.0025846626522252336","0.0025846626522252336","0.0025846626522252336","15459","15459","15459","0.0021695435643778183","0.0021695435643778183","0.0021695435643778183","15459","15459","15459","0.0029647519695572555","0.0029647519695572555","0.0029647519695572555"
"456","15488","15488","15488","0.0012810804983018897","0.0012810804983018897","0.0012810804983018897","15488","15488","15488","0.0015572086704196408","0.0015572086704196408","0.0015572086704196408","15488","15488","15488","0.0015729803053545766","0.0015729803053545766","0.0015729803053545766"
"457","15517","15517","15517","0.005133571510668844","0.005133571510668844","0.005133571510668844","15517","15517","15517","0.0040951743721961975","0.0040951743721961975","0.0040951743721961975","15517","15517","15517","0.004010014628875069","0.004010014628875069","0.004010014628875069"
"458","15546","15546","15546","0.008863321272656322","0.008863321272656322","0.008863321272656322","15546","15546","15546","0.005555603478569537","0.005555603478569537","0.005555603478569537","15546","15546","15546","0.006170747088617645","0.006170747088617645","0.006170747088617645"
"459","15575","15575","15575","0.0067327612050576136","0.0067327612050576136","0.0067327612050576136","15575","15575","15575","0.00427611856139265","0.00427611856139265","0.00427611856139265","15575","15575","15575","0.006086211928050034","0.006086211928050034","0.006086211928050034"
"460","15604","15604","15604","0.0018972609686898068","0.0018972609686898068","0.0018972609686898068","15604","15604","15604","0.001144519483204931","0.001144519483204931","0.001144519483204931","15604","15604","15604","0.001812721930036787","0.001812721930036787","0.001812721930036787"
"461","15633","15633","15633","0.005077652080217376","0.005077652080217376","0.005077652080217376","15633","15633","15633","0.0033892080682562664","0.0033892080682562664","0.0033892080682562664","15633","15633","15633","0.004164457248407416","0.004164457248407416","0.004164457248407416"
"462","15662","15662","15662","0.0031846534548094496","0.0031846534548094496","0.0031846534548094496","15662","15662","15662","0.003398111839487683","0.003398111839487683","0.003398111839487683","15662","15662","15662","0.0029741202597506344","0.0029741202597506344","0.0029741202597506344"
"463","15691","15691","15691","0.008715162170119584","0.008715162170119584","0.008715162170119584","15691","15691","15691","0.006706453481456265","0.006706453481456265","0.006706453481456265","15691","15691","15691","0.007147381460526958","0.007147381460526958","0.007147381460526958"
"464","15720","15720","15720","0.0066219078144058585","0.0066219078144058585","0.0066219078144058585","15720","15720","15720","0.0046692565811099485","0.0046692565811099485","0.0046692565811099485","15720","15720","15720","0.0054262121266219765","0.0054262121266219765","0.0054262121266219765"
"465","15749","15749","15749","0.005015171394916251","0.005015171394916251","0.005015171394916251","15749","15749","15749","0.0030598870071116835","0.0030598870071116835","0.0030598870071116835","15749","15749","15749","0.0041556649666745216","0.0041556649666745216","0.0041556649666745216"
"466","15778","15778","15778","0.00375091816749773","0.00375091816749773","0.00375091816749773","15778","15778","15778","0.0029848664125893265","0.0029848664125893265","0.0029848664125893265","15778","15778","15778","0.0030463215916824993","0.0030463215916824993","0.0030463215916824993"
"467","15807","15807","15807","0.004512302693910897","0.004512302693910897","0.004512302693910897","15807","15807","15807","0.0032153314459719695","0.0032153314459719695","0.0032153314459719695","15807","15807","15807","0.01993752829184814","0.01993752829184814","0.01993752829184814"
"468","15836","15836","15836","0.004877201485214755","0.004877201485214755","0.004877201485214755","15836","15836","15836","0.003865741833578795","0.003865741833578795","0.003865741833578795","15836","15836","15836","0.004142543097259477","0.004142543097259477","0.004142543097259477"
"469","15865","15865","15865","0.0037969783297739923","0.0037969783297739923","0.0037969783297739923","15865","15865","15865","0.0017461215174989775","0.0017461215174989775","0.0017461215174989775","15865","15865","15865","0.0031995022363844328","0.0031995022363844328","0.0031995022363844328"
"470","15894","15894","15894","0.007615245718625374","0.007615245718625374","0.007615245718625374","15894","15894","15894","0.006020187560352497","0.006020187560352497","0.006020187560352497","15894","15894","15894","0.006044258247129619","0.006044258247129619","0.006044258247129619"
"471","15923","15923","15923","0.0045062357967253774","0.0045062357967253774","0.0045062357967253774","15923","15923","15923","0.0037886727368459105","0.0037886727368459105","0.0037886727368459105","15923","15923","15923","0.004797760848305188","0.004797760848305188","0.004797760848305188"
"472","15952","15952","15952","0.00362362117448356","0.00362362117448356","0.00362362117448356","15952","15952","15952","0.00310366761914338","0.00310366761914338","0.00310366761914338","15952","15952","15952","0.0032156399538507685","0.0032156399538507685","0.0032156399538507685"
"473","15981","15981","15981","0.0035923333634855226","0.0035923333634855226","0.0035923333634855226","15981","15981","15981","0.003192729040165432","0.003192729040165432","0.003192729040165432","15981","15981","15981","0.01844982477632584","0.01844982477632584","0.01844982477632584"
"474","16010","16010","16010","0.002454708723234944","0.002454708723234944","0.002454708723234944","16010","16010","16010","0.001307380138314329","0.001307380138314329","0.001307380138314329","16010","16010","16010","0.0012514930240286049","0.0012514930240286049","0.0012514930240286049"
"475","16039","16039","16039","0.004659426893340424","0.004659426893340424","0.004659426893340424","16039","16039","16039","0.003279945485701319","0.003279945485701319","0.003279945485701319","16039","16039","16039","0.002853182319086045","0.002853182319086045","0.002853182319086045"
"476","16068","16068","16068","0.0022426612704293802","0.0022426612704293802","0.0022426612704293802","16068","16068","16068","0.0016501259960932657","0.0016501259960932657","0.0016501259960932657","16068","16068","16068","0.0016328772180713713","0.0016328772180713713","0.0016328772180713713"
"477","16097","16097","16097","0.007834036819986068","0.007834036819986068","0.007834036819986068","16097","16097","16097","0.007105673139449209","0.007105673139449209","0.007105673139449209","16097","16097","16097","0.006520798939163797","0.006520798939163797","0.006520798939163797"
"478","16126","16126","16126","0.005271787449601106","0.005271787449601106","0.005271787449601106","16126","16126","16126","0.0028194575243105646","0.0028194575243105646","0.0028194575243105646","16126","16126","16126","0.0035198551613575546","0.0035198551613575546","0.0035198551613575546"
"479","16155","16155","16155","0.0024529544316465035","0.0024529544316465035","0.0024529544316465035","16155","16155","16155","0.0016015743021853268","0.0016015743021853268","0.0016015743021853268","16155","16155","16155","0.002136108174454421","0.002136108174454421","0.002136108174454421"
"480","16184","16184","16184","0.0038176086673047394","0.0038176086673047394","0.0038176086673047394","16184","16184","16184","0.003445531052420847","0.003445531052420847","0.003445531052420847","16184","16184","16184","0.0034434363478794694","0.0034434363478794694","0.0034434363478794694"
"481","16364","16364","16364","0.012798037671018392","0.012798037671018392","0.012798037671018392","16364","16364","16364","0.008949407289037481","0.008949407289037481","0.008949407289037481","16364","16364","16364","0.009114446467719972","0.009114446467719972","0.009114446467719972"
"482","16393","16393","16393","0.005573542439378798","0.005573542439378798","0.005573542439378798","16393","16393","16393","0.005141035027918406","0.005141035027918406","0.005141035027918406","16393","16393","16393","0.004827785865927581","0.004827785865927581","0.004827785865927581"
"483","16422","16422","16422","0.007880023345933296","0.007880023345933296","0.007880023345933296","16422","16422","16422","0.0059539688809309155","0.0059539688809309155","0.0059539688809309155","16422","16422","16422","0.006406271306332201","0.006406271306332201","0.006406271306332201"
"484","16451","16451","16451","0.005889900916372426","0.005889900916372426","0.005889900916372426","16451","16451","16451","0.004209058024571277","0.004209058024571277","0.004209058024571277","16451","16451","16451","0.005212739528360544","0.005212739528360544","0.005212739528360544"
"485","16480","16480","16480","0.0014207318890839815","0.0014207318890839815","0.0014207318890839815","16480","16480","16480","0.001359923160634935","0.001359923160634935","0.001359923160634935","16480","16480","16480","0.0008454285052721389","0.0008454285052721389","0.0008454285052721389"
"486","16509","16509","16509","0.003440817934460938","0.003440817934460938","0.003440817934460938","16509","16509","16509","0.0026826642497326247","0.0026826642497326247","0.0026826642497326247","16509","16509","16509","0.0028506082817330025","0.0028506082817330025","0.0028506082817330025"
"487","16538","16538","16538","0.008423353836406022","0.008423353836406022","0.008423353836406022","16538","16538","16538","0.006502950680442154","0.006502950680442154","0.006502950680442154","16538","16538","16538","0.006354808327159844","0.006354808327159844","0.006354808327159844"
"488","16567","16567","16567","0.0031859328009886667","0.0031859328009886667","0.0031859328009886667","16567","16567","16567","0.0012217137118568644","0.0012217137118568644","0.0012217137118568644","16567","16567","16567","0.001421248984115664","0.001421248984115664","0.001421248984115664"
"489","16596","16596","16596","0.0019132497072860133","0.0019132497072860133","0.0019132497072860133","16596","16596","16596","0.0013432545865725842","0.0013432545865725842","0.0013432545865725842","16596","16596","16596","0.001893136286525987","0.001893136286525987","0.001893136286525987"
"490","16625","16625","16625","0.0039918755064718425","0.0039918755064718425","0.0039918755064718425","16625","16625","16625","0.003273914917372167","0.003273914917372167","0.003273914917372167","16625","16625","16625","0.0030837293379590847","0.0030837293379590847","0.0030837293379590847"
"491","16654","16654","16654","0.008262527058832347","0.008262527058832347","0.008262527058832347","16654","16654","16654","0.006544698786456138","0.006544698786456138","0.006544698786456138","16654","16654","16654","0.00669715873664245","0.00669715873664245","0.00669715873664245"
